district,status,balcony,area_kitchen,area_living,area,room,floor,price,age
3.0,2.0,1.0,15.0,27.0,46.0,2,5,19300,3
3.0,3.0,1.0,16.0,42.0,66.0,2,10,23100,3
5.0,3.0,1.0,15.0,27.0,44.0,2,1,16000,3
2.0,2.0,0.0,15.0,27.0,43.0,2,4,12000,2
5.0,2.0,1.0,15.0,39.0,48.0,1,2,13000,3
4.0,3.0,0.0,16.0,42.0,80.0,2,1,19300,3
6.0,2.0,1.0,14.0,16.0,46.0,1,2,12000,3
3.0,3.0,0.0,5.0,12.0,22.0,1,1,15000,2
2.0,2.0,1.0,7.0,28.0,42.0,1,2,11000,2
1.0,2.0,1.0,16.0,42.0,72.0,2,1,19500,3
3.0,3.0,0.0,5.0,15.0,25.0,1,1,15000,2
2.0,2.0,1.0,16.0,42.0,120.0,3,4,22000,2
3.0,3.0,0.0,15.0,39.0,55.0,1,9,15000,3
3.0,3.0,1.0,15.0,27.0,45.0,1,4,23100,3
3.0,2.0,2.0,20.0,50.0,80.0,3,8,19000,1
1.0,3.0,1.0,15.0,27.0,42.0,1,4,15000,3
5.0,3.0,1.0,16.0,42.0,65.0,2,4,30800,3
3.0,3.0,1.0,16.0,42.0,65.0,2,7,25000,3
4.0,3.0,1.0,16.0,42.0,70.0,1,6,19300,3
4.0,2.0,1.0,15.0,39.0,50.0,1,6,17300,3
4.0,2.0,1.0,16.0,42.0,65.0,2,8,17300,3
3.0,2.0,1.0,16.0,42.0,65.0,2,8,23100,3
2.0,2.0,0.0,16.0,42.0,135.0,2,3,30800,2
3.0,3.0,1.0,16.0,42.0,80.0,2,4,26600,3
3.0,3.0,1.0,45.0,42.0,90.0,2,9,27000,3
3.0,2.0,1.0,15.0,27.0,41.0,1,9,15500,3
3.0,3.0,0.0,16.0,42.0,60.0,2,3,26600,3
6.0,2.0,0.0,15.0,27.0,42.0,1,6,14000,3
2.0,2.0,0.0,15.0,27.0,40.0,1,3,21200,3
5.0,3.0,0.0,16.0,42.0,85.0,2,7,27000,3
5.0,2.0,0.0,15.0,27.0,44.0,1,8,15000,3
3.0,2.0,0.0,15.0,39.0,55.0,2,3,16000,3
3.0,2.0,1.0,12.0,34.0,58.0,2,9,27000,3
3.0,2.0,0.0,15.0,27.0,40.0,1,2,13500,3
2.0,3.0,0.0,16.0,42.0,95.0,3,3,18500,3
1.0,3.0,0.0,16.0,42.0,60.0,2,2,18000,3
5.0,2.0,1.0,9.0,30.0,46.0,2,1,16000,1
2.0,3.0,0.0,16.0,42.0,60.0,2,6,48100,3
3.0,3.0,4.0,16.0,42.0,90.0,2,10,38500,3
4.0,2.0,0.0,16.0,42.0,150.0,4,9,76900,3
6.0,2.0,0.0,15.0,27.0,45.0,2,2,15000,3
3.0,3.0,1.0,25.0,55.0,80.0,3,7,30800,3
3.0,2.0,1.0,16.0,50.0,66.0,1,10,23100,3
3.0,3.0,2.0,16.0,42.0,78.0,2,2,25000,3
4.0,3.0,0.0,16.0,42.0,60.0,2,6,19300,3
4.0,2.0,0.0,15.0,39.0,50.0,2,2,10000,3
4.0,3.0,1.0,15.0,27.0,45.0,1,3,15400,3
6.0,2.0,1.0,12.0,42.0,54.0,2,12,25000,3
5.0,3.0,0.0,7.0,42.0,65.0,1,1,17300,3
5.0,3.0,0.0,16.0,42.0,60.0,1,10,25000,3
4.0,3.0,1.0,15.0,39.0,50.0,1,14,20000,3
3.0,2.0,0.0,10.0,27.0,49.0,2,3,15400,1
3.0,3.0,0.0,15.0,39.0,50.0,1,5,25000,3
6.0,1.0,0.0,15.0,27.0,42.0,1,3,10000,3
1.0,2.0,2.0,14.0,40.0,70.0,2,4,15000,3
2.0,3.0,1.0,16.0,42.0,65.0,1,5,48100,3
3.0,2.0,0.0,15.0,39.0,50.0,2,4,11000,3
1.0,2.0,0.0,15.0,27.0,40.0,1,8,14700,3
4.0,2.0,1.0,25.0,20.0,46.0,1,10,18000,3
3.0,3.0,1.0,16.0,42.0,80.0,2,9,27000,3
3.0,2.0,1.0,15.0,85.0,100.0,3,3,27000,3
3.0,2.0,0.0,20.0,46.0,80.0,3,6,32700,3
2.0,1.0,1.0,10.0,47.0,70.0,2,3,28900,3
4.0,2.0,1.0,18.0,36.0,54.0,1,13,17300,3
6.0,3.0,1.0,7.0,39.0,55.0,3,2,20000,2
5.0,3.0,1.0,15.0,27.0,46.0,1,5,17300,3
1.0,2.0,0.0,15.0,39.0,52.0,2,8,12000,3
3.0,3.0,0.0,10.0,50.0,60.0,2,3,23100,3
4.0,3.0,0.0,25.0,27.0,46.0,1,10,18000,3
6.0,2.0,0.0,15.0,39.0,55.0,2,2,20000,3
5.0,2.0,0.0,15.0,39.0,50.0,2,4,11000,3
3.0,1.0,1.0,16.0,42.0,60.0,2,8,13000,1
4.0,2.0,0.0,15.0,39.0,58.0,2,5,13500,3
5.0,2.0,1.0,9.0,42.0,65.0,3,2,15000,3
3.0,3.0,1.0,15.0,42.0,63.0,2,5,27000,3
6.0,2.0,0.0,15.0,39.0,56.0,2,7,23100,3
3.0,2.0,1.0,10.0,40.0,50.0,1,4,14300,3
6.0,2.0,0.0,16.0,42.0,64.0,2,7,15000,3
2.0,3.0,0.0,15.0,27.0,37.0,1,1,18000,3
1.0,2.0,0.0,18.0,27.0,45.0,1,2,19300,2
1.0,3.0,2.0,16.0,42.0,77.0,3,2,16000,3
3.0,3.0,1.0,12.0,34.0,58.0,2,9,27000,3
1.0,3.0,0.0,15.0,39.0,50.0,2,1,17300,2
3.0,3.0,1.0,16.0,42.0,66.0,1,10,23100,3
1.0,3.0,1.0,16.0,42.0,66.0,2,1,16000,3
5.0,3.0,2.0,16.0,42.0,140.0,3,5,19300,2
3.0,3.0,0.0,16.0,42.0,65.0,2,5,27000,3
2.0,3.0,1.0,15.0,45.0,75.0,2,3,25000,2
3.0,2.0,1.0,15.0,39.0,48.0,1,2,21200,3
6.0,2.0,1.0,8.0,27.0,40.0,1,10,13900,3
1.0,1.0,1.0,6.0,18.0,32.0,1,1,7000,2
5.0,3.0,0.0,15.0,39.0,57.0,1,10,25000,3
3.0,2.0,0.0,15.0,27.0,39.0,1,9,21200,3
5.0,2.0,1.0,23.0,40.0,63.0,1,8,19300,3
4.0,3.0,0.0,16.0,42.0,60.0,1,3,16000,3
1.0,3.0,0.0,16.0,42.0,75.0,1,4,28900,3
5.0,2.0,0.0,15.0,39.0,50.0,3,2,12000,3
5.0,2.0,0.0,15.0,39.0,57.0,2,5,21000,3
5.0,3.0,0.0,15.0,27.0,41.0,1,8,19300,3
5.0,3.0,0.0,16.0,42.0,63.0,2,4,25000,3
5.0,2.0,0.0,15.0,27.0,37.0,1,2,13000,3
5.0,2.0,1.0,20.0,55.0,78.0,2,5,17000,3
3.0,2.0,0.0,15.0,27.0,45.0,1,4,16000,3
4.0,2.0,0.0,15.0,39.0,50.0,2,9,12500,3
3.0,2.0,0.0,8.0,45.0,50.0,2,6,14500,3
5.0,3.0,0.0,15.0,39.0,55.0,1,9,19300,3
3.0,3.0,0.0,15.0,27.0,40.0,1,6,19300,3
4.0,2.0,0.0,16.0,42.0,60.0,2,1,15000,3
6.0,2.0,0.0,15.0,27.0,40.0,1,2,14000,3
2.0,2.0,0.0,15.0,27.0,28.0,1,4,12000,3
3.0,2.0,0.0,15.0,39.0,55.0,2,2,16000,3
4.0,2.0,0.0,15.0,39.0,58.0,2,4,13000,3
3.0,2.0,0.0,15.0,27.0,43.0,1,4,14500,3
6.0,3.0,0.0,15.0,27.0,41.0,1,3,15400,3
3.0,3.0,0.0,15.0,27.0,45.0,1,9,18500,3
3.0,3.0,0.0,15.0,27.0,45.0,1,3,18000,3
3.0,2.0,0.0,8.0,28.0,41.0,1,7,13000,3
2.0,1.0,0.0,10.0,27.0,28.0,1,2,13500,2
5.0,2.0,0.0,7.0,55.0,65.0,1,1,17300,1
5.0,2.0,1.0,12.0,28.0,44.0,2,1,16000,3
5.0,3.0,0.0,10.0,20.0,45.0,1,6,19300,3
5.0,2.0,1.0,20.0,22.0,42.0,1,7,16000,3
3.0,2.0,1.0,15.0,57.0,83.0,2,8,25000,3
6.0,3.0,1.0,15.0,40.0,65.0,2,4,23100,3
5.0,3.0,1.0,30.0,40.0,70.0,3,6,32000,3
4.0,2.0,1.0,15.0,40.0,63.0,2,5,19300,3
4.0,2.0,0.0,16.0,42.0,75.0,2,7,13500,3
3.0,2.0,1.0,20.0,60.0,80.0,3,7,34600,3
4.0,1.0,2.0,10.0,40.0,74.0,3,5,11000,1
3.0,2.0,2.0,15.0,39.0,54.0,2,3,12000,1
3.0,3.0,0.0,14.0,20.0,40.0,1,3,18000,3
4.0,3.0,0.0,15.0,39.0,59.0,2,6,19300,3
5.0,2.0,0.0,7.0,55.0,65.0,1,1,17300,3
1.0,3.0,1.0,21.0,28.0,82.0,2,10,34600,3
3.0,2.0,1.0,12.0,32.0,44.0,1,8,23100,3
5.0,2.0,0.0,15.0,39.0,54.0,1,10,20000,3
3.0,1.0,0.0,15.0,39.0,47.0,2,4,7000,3
5.0,3.0,0.0,15.0,39.0,53.0,1,10,20000,3
3.0,1.0,0.0,15.0,27.0,20.0,1,7,9500,3
3.0,2.0,1.0,9.0,36.0,45.0,1,3,21200,3
4.0,2.0,0.0,15.0,27.0,46.0,2,8,15000,3
3.0,2.0,0.0,10.0,40.0,50.0,2,9,10400,3
2.0,2.0,0.0,15.0,27.0,36.0,1,4,14700,3
4.0,3.0,1.0,9.0,35.0,44.0,2,1,16000,3
1.0,3.0,0.0,13.0,27.0,46.0,1,3,19300,3
1.0,3.0,1.0,17.0,23.0,49.0,1,10,21200,3
2.0,1.0,1.0,15.0,27.0,45.0,2,5,7000,1
5.0,2.0,1.0,15.0,27.0,42.0,1,5,17300,3
5.0,2.0,0.0,15.0,27.0,40.0,1,10,14000,3
4.0,2.0,0.0,16.0,42.0,69.0,2,2,17300,3
5.0,2.0,1.0,9.0,35.0,44.0,2,1,16000,3
5.0,2.0,2.0,16.0,42.0,72.0,3,2,19300,3
1.0,2.0,0.0,15.0,39.0,52.0,1,9,15000,3
5.0,2.0,0.0,9.0,35.0,44.0,2,1,16000,3
4.0,2.0,1.0,15.0,39.0,50.0,1,3,19300,3
3.0,3.0,0.0,15.0,39.0,55.0,2,1,10000,1
6.0,3.0,1.0,16.0,42.0,60.0,2,2,19300,2
4.0,2.0,0.0,11.0,27.0,37.0,1,8,15400,3
3.0,3.0,1.0,15.0,39.0,55.0,1,10,23100,3
3.0,3.0,1.0,16.0,34.0,66.0,2,10,23100,3
5.0,3.0,0.0,15.0,27.0,45.0,1,9,28500,3
5.0,3.0,1.0,15.0,39.0,55.0,2,3,8000,1
4.0,3.0,0.0,15.0,27.0,45.0,1,1,17300,3
3.0,3.0,0.0,15.0,27.0,40.0,1,2,11600,1
5.0,3.0,0.0,15.0,27.0,45.0,1,6,15400,3
2.0,2.0,0.0,10.0,39.0,55.0,2,3,23100,2
1.0,3.0,0.0,16.0,42.0,81.0,2,3,57700,3
4.0,3.0,0.0,16.0,42.0,70.0,2,7,20000,3
3.0,2.0,0.0,13.0,30.0,43.0,2,1,10000,3
4.0,3.0,0.0,15.0,27.0,40.0,1,8,15400,3
3.0,3.0,0.0,16.0,42.0,60.0,2,7,25000,3
3.0,2.0,0.0,12.0,30.0,45.0,1,9,30800,3
4.0,2.0,0.0,11.0,42.0,68.0,2,4,18000,3
2.0,2.0,0.0,15.0,27.0,40.0,1,6,19300,3
5.0,2.0,0.0,18.0,45.0,67.0,3,9,20000,1
2.0,3.0,0.0,12.0,90.0,120.0,4,2,38500,3
5.0,3.0,1.0,8.0,32.0,40.0,1,10,13900,3
4.0,2.0,1.0,9.0,40.0,70.0,3,5,17300,1
3.0,2.0,0.0,15.0,39.0,50.0,2,4,15400,3
5.0,2.0,0.0,15.0,22.0,43.0,1,7,17300,1
5.0,3.0,0.0,16.0,42.0,60.0,2,2,17300,3
5.0,2.0,0.0,15.0,39.0,57.0,1,3,18000,3
1.0,3.0,2.0,22.0,60.0,110.0,2,2,40000,3
5.0,2.0,0.0,16.0,42.0,65.0,2,5,17300,3
5.0,2.0,1.0,16.0,42.0,70.0,2,10,17000,3
2.0,3.0,0.0,15.0,27.0,43.0,1,2,17300,3
3.0,2.0,0.0,15.0,27.0,40.0,1,2,23100,3
5.0,2.0,2.0,12.0,39.0,68.0,2,4,15400,3
4.0,2.0,1.0,15.0,18.0,55.0,1,3,17000,3
5.0,2.0,0.0,9.0,27.0,40.0,1,10,13900,3
2.0,1.0,1.0,14.0,42.0,60.0,2,3,17500,2
5.0,2.0,1.0,17.0,12.0,40.0,1,5,17000,3
2.0,2.0,0.0,15.0,42.0,58.0,1,1,13500,3
2.0,2.0,0.0,8.0,24.0,36.0,1,2,12000,3
3.0,2.0,0.0,12.0,90.0,120.0,4,2,38500,3
2.0,2.0,0.0,30.0,15.0,62.0,2,4,46200,2
2.0,3.0,0.0,15.0,39.0,50.0,2,3,20000,2
5.0,2.0,1.0,9.0,30.0,44.0,2,1,16000,1
2.0,3.0,0.0,16.0,42.0,149.0,5,4,61500,2
5.0,3.0,0.0,16.0,42.0,156.0,4,4,30800,3
4.0,3.0,1.0,21.0,27.0,41.0,2,3,16200,1
2.0,2.0,0.0,12.0,45.0,75.0,3,1,23100,2
4.0,2.0,1.0,16.0,27.0,41.0,1,3,19000,3
3.0,2.0,1.0,16.0,50.0,66.0,2,10,23100,3
2.0,3.0,3.0,16.0,42.0,160.0,7,3,46200,3
2.0,3.0,0.0,16.0,42.0,70.0,2,3,27000,3
2.0,2.0,1.0,24.0,36.0,60.0,2,7,20000,3
4.0,3.0,1.0,16.0,42.0,70.0,2,7,19300,3
1.0,2.0,1.0,11.0,19.0,35.0,1,3,21400,2
5.0,2.0,0.0,9.0,27.0,44.0,2,1,16000,1
1.0,2.0,1.0,12.0,60.0,80.0,1,1,15000,1
1.0,2.0,1.0,10.0,42.0,60.0,2,2,30400,3
6.0,3.0,1.0,15.0,27.0,40.0,1,2,19300,3
5.0,3.0,0.0,16.0,42.0,64.0,2,7,15000,3
3.0,1.0,0.0,15.0,27.0,45.0,2,1,10000,3
5.0,2.0,0.0,16.0,42.0,64.0,2,7,15000,3
2.0,3.0,1.0,10.0,42.0,71.0,2,5,16500,3
5.0,3.0,0.0,10.0,27.0,38.0,1,4,14500,3
1.0,2.0,0.0,14.0,42.0,64.0,2,3,21200,3
5.0,1.0,0.0,7.0,27.0,36.0,1,9,71000,1
6.0,1.0,1.0,15.0,27.0,33.0,1,5,7000,3
3.0,3.0,0.0,15.0,39.0,50.0,1,4,18500,3
1.0,2.0,1.0,21.0,28.0,82.0,2,10,34600,3
3.0,3.0,0.0,16.0,42.0,70.0,2,9,23100,3
2.0,2.0,0.0,15.0,27.0,45.0,1,3,17300,2
3.0,3.0,0.0,15.0,39.0,50.0,1,6,20000,3
6.0,3.0,2.0,10.0,45.0,55.0,1,3,16000,3
6.0,2.0,0.0,20.0,42.0,70.0,2,2,19300,3
2.0,2.0,0.0,15.0,27.0,35.0,1,1,13000,3
3.0,2.0,0.0,15.0,27.0,40.0,1,2,22300,3
1.0,2.0,0.0,11.0,27.0,42.0,1,3,14300,3
4.0,3.0,0.0,18.0,20.0,45.0,1,3,18500,3
1.0,2.0,0.0,12.0,42.0,80.0,1,1,15000,3
1.0,2.0,0.0,15.0,39.0,56.0,2,8,15400,3
5.0,2.0,0.0,16.0,42.0,68.0,2,7,17000,3
5.0,2.0,0.0,15.0,27.0,45.0,2,1,16000,3
2.0,1.0,0.0,15.0,27.0,45.0,2,1,10000,3
3.0,2.0,0.0,11.0,39.0,59.0,2,7,25000,3
2.0,1.0,2.0,16.0,42.0,130.0,4,3,30800,2
4.0,2.0,0.0,18.0,27.0,46.0,2,8,15000,3
6.0,1.0,0.0,6.0,40.0,58.0,2,3,8000,3
4.0,2.0,0.0,15.0,27.0,42.0,1,14,20000,3
5.0,2.0,0.0,8.0,48.0,75.0,3,3,21200,1
2.0,2.0,0.0,16.0,42.0,80.0,2,3,21200,2
5.0,2.0,0.0,16.0,42.0,80.0,2,2,17300,3
6.0,2.0,0.0,16.0,42.0,60.0,3,2,19300,3
3.0,2.0,0.0,15.0,42.0,63.0,2,5,27000,3
1.0,3.0,0.0,15.0,27.0,42.0,1,3,23100,3
6.0,1.0,1.0,8.0,30.0,50.0,2,9,8500,1
2.0,3.0,1.0,16.0,42.0,95.0,3,2,38500,2
6.0,1.0,0.0,15.0,39.0,50.0,2,3,8000,3
5.0,2.0,0.0,15.0,27.0,39.0,1,6,16900,3
2.0,3.0,0.0,15.0,39.0,54.0,2,3,38500,2
2.0,2.0,1.0,15.0,27.0,31.0,1,1,15400,2
3.0,1.0,0.0,13.0,39.0,55.0,1,11,25000,3
4.0,2.0,1.0,11.0,27.0,40.0,1,5,18500,3
3.0,3.0,1.0,15.0,39.0,50.0,1,9,19300,3
2.0,3.0,0.0,16.0,42.0,83.0,4,4,46200,2
4.0,2.0,1.0,21.0,27.0,45.0,1,12,19300,3
1.0,3.0,0.0,16.0,42.0,75.0,3,1,27000,2
3.0,2.0,1.0,15.0,27.0,41.0,1,6,19300,3
1.0,3.0,0.0,16.0,42.0,150.0,4,3,26000,3
2.0,2.0,0.0,12.0,27.0,44.0,1,1,19300,2
2.0,2.0,0.0,11.0,39.0,57.0,2,3,17300,3
1.0,3.0,2.0,16.0,42.0,104.0,3,5,27000,3
6.0,1.0,0.0,15.0,27.0,32.0,1,5,7000,3
4.0,2.0,0.0,16.0,42.0,80.0,3,10,23100,3
3.0,2.0,1.0,10.0,40.0,50.0,2,6,14500,3
3.0,3.0,0.0,16.0,40.0,66.0,2,10,23100,3
3.0,2.0,0.0,15.0,39.0,48.0,1,4,14300,3
2.0,2.0,0.0,10.0,27.0,40.0,1,1,15400,3
3.0,1.0,0.0,5.0,30.0,35.0,1,3,10000,3
3.0,3.0,1.0,10.0,40.0,67.0,3,1,16000,1
5.0,2.0,0.0,15.0,27.0,44.0,2,1,16000,3
5.0,2.0,0.0,15.0,27.0,43.0,2,1,16000,3
3.0,2.0,0.0,15.0,39.0,50.0,2,6,14500,3
3.0,3.0,0.0,15.0,50.0,50.0,1,10,26200,3
3.0,2.0,1.0,15.0,39.0,47.0,1,4,7000,1
3.0,1.0,0.0,15.0,39.0,50.0,2,3,10000,3
3.0,2.0,1.0,15.0,39.0,47.0,2,4,7000,1
2.0,2.0,1.0,20.0,42.0,87.0,3,1,25000,2
6.0,1.0,0.0,15.0,27.0,32.0,1,2,10000,3
5.0,2.0,0.0,16.0,42.0,60.0,2,1,11000,3
2.0,3.0,0.0,16.0,42.0,100.0,3,2,30800,3
4.0,1.0,0.0,7.0,42.0,64.0,2,5,12000,3
4.0,2.0,0.0,25.0,32.0,46.0,1,10,18000,3
4.0,2.0,0.0,16.0,42.0,75.0,3,2,16000,3
5.0,3.0,0.0,16.0,42.0,65.0,2,7,17500,3
5.0,2.0,0.0,15.0,27.0,42.0,1,7,13000,3
5.0,1.0,0.0,15.0,27.0,40.0,1,3,10000,3
2.0,3.0,0.0,18.0,42.0,75.0,3,1,28900,2
2.0,3.0,1.0,16.0,42.0,80.0,2,2,19300,3
3.0,2.0,0.0,12.0,15.0,40.0,1,9,21200,3
1.0,2.0,1.0,16.0,42.0,98.0,3,3,19300,2
1.0,1.0,0.0,13.0,42.0,65.0,2,1,16000,2
4.0,1.0,0.0,10.0,42.0,69.0,3,9,12000,1
5.0,3.0,1.0,16.0,42.0,70.0,2,10,17000,3
3.0,3.0,2.0,16.0,42.0,85.0,3,4,34600,3
4.0,2.0,0.0,21.0,42.0,71.0,2,7,19000,3
2.0,2.0,1.0,16.0,42.0,65.0,2,8,17300,3
3.0,2.0,1.0,16.0,42.0,70.0,2,4,25000,3
3.0,2.0,0.0,16.0,42.0,65.0,2,3,20000,3
2.0,2.0,1.0,16.0,42.0,68.0,2,4,23100,3
5.0,2.0,0.0,15.0,39.0,50.0,2,1,16000,3
5.0,3.0,0.0,20.0,21.0,51.0,1,10,19300,3
4.0,2.0,1.0,15.0,27.0,46.0,1,7,15000,3
1.0,3.0,0.0,16.0,42.0,65.0,2,1,18500,3
5.0,2.0,1.0,16.0,42.0,108.0,3,5,22000,3
5.0,2.0,1.0,9.0,32.0,50.0,2,2,7000,1
1.0,3.0,1.0,15.0,27.0,40.0,1,8,15000,3
3.0,3.0,1.0,14.0,42.0,68.0,2,2,25000,3
2.0,2.0,0.0,15.0,39.0,50.0,2,3,15000,3
5.0,2.0,1.0,9.0,30.0,50.0,2,9,11000,1
4.0,2.0,0.0,12.0,50.0,95.0,3,9,12000,3
1.0,3.0,3.0,25.0,50.0,110.0,3,2,34600,3
2.0,3.0,1.0,25.0,65.0,110.0,3,4,38500,2
2.0,2.0,0.0,16.0,42.0,70.0,2,6,27000,3
3.0,2.0,1.0,15.0,27.0,40.0,1,3,25000,3
3.0,2.0,0.0,15.0,39.0,55.0,1,4,25000,3
3.0,2.0,1.0,16.0,42.0,75.0,2,5,20000,3
5.0,2.0,0.0,15.0,27.0,40.0,1,2,13500,2
2.0,2.0,1.0,15.0,27.0,33.0,1,2,16200,2
5.0,2.0,1.0,16.0,42.0,69.0,2,8,18500,3
5.0,2.0,1.0,15.0,27.0,40.0,1,10,13500,1
5.0,2.0,1.0,15.0,27.0,45.0,1,8,17500,3
3.0,2.0,0.0,15.0,27.0,20.0,1,1,14000,2
1.0,2.0,0.0,16.0,42.0,75.0,3,1,28900,2
5.0,2.0,0.0,15.0,27.0,45.0,1,2,19300,2
3.0,2.0,1.0,15.0,39.0,55.0,3,4,12000,1
3.0,2.0,0.0,15.0,27.0,43.0,1,4,21200,3
2.0,2.0,1.0,15.0,27.0,45.0,1,2,19300,2
5.0,3.0,0.0,15.0,39.0,55.0,1,10,21200,3
3.0,3.0,1.0,16.0,42.0,65.0,2,5,28900,3
3.0,2.0,1.0,15.0,34.0,49.0,1,4,16000,3
1.0,3.0,2.0,16.0,42.0,130.0,3,3,46200,3
1.0,2.0,0.0,12.0,36.0,58.0,2,1,16200,3
5.0,1.0,1.0,5.0,27.0,30.0,1,3,7000,1
3.0,2.0,0.0,16.0,42.0,88.0,3,5,23100,3
3.0,3.0,0.0,15.0,39.0,50.0,1,4,23100,3
5.0,2.0,2.0,10.0,54.0,70.0,3,3,15000,3
5.0,3.0,1.0,10.0,25.0,43.0,1,5,14500,3
5.0,2.0,1.0,10.0,25.0,43.0,1,5,14500,3
3.0,2.0,0.0,16.0,42.0,66.0,2,3,18500,3
3.0,3.0,1.0,13.0,50.0,70.0,2,10,23100,3
3.0,2.0,0.0,15.0,27.0,46.0,1,6,14000,3
5.0,2.0,0.0,15.0,27.0,45.0,1,12,10000,3
3.0,3.0,0.0,16.0,42.0,65.0,2,9,36600,3
5.0,3.0,0.0,15.0,27.0,45.0,1,5,17300,3
6.0,2.0,1.0,15.0,40.0,56.0,2,7,23100,3
4.0,1.0,0.0,9.0,27.0,45.0,1,6,10000,1
5.0,2.0,0.0,15.0,39.0,55.0,1,8,16000,3
4.0,2.0,0.0,15.0,27.0,41.0,1,5,18500,3
5.0,2.0,0.0,15.0,27.0,45.0,1,5,17300,3
4.0,3.0,1.0,8.0,30.0,49.0,2,9,11500,3
4.0,2.0,0.0,24.0,39.0,59.0,2,6,19300,3
2.0,2.0,0.0,5.0,16.0,31.0,1,2,15400,2
2.0,2.0,1.0,14.0,50.0,70.0,2,2,21200,3
5.0,2.0,0.0,15.0,39.0,58.0,1,10,15400,3
2.0,2.0,0.0,18.0,58.0,74.0,2,2,28900,3
2.0,2.0,0.0,9.0,39.0,59.0,2,2,42300,2
3.0,3.0,0.0,28.0,55.0,78.0,2,1,25000,3
2.0,2.0,0.0,12.0,105.0,120.0,3,3,25000,3
2.0,1.0,0.0,9.0,39.0,57.0,3,2,42300,3
5.0,2.0,1.0,15.0,27.0,40.0,1,4,15400,3
3.0,3.0,1.0,15.0,27.0,45.0,1,5,17300,3
2.0,2.0,1.0,10.0,45.0,55.0,2,2,22000,3
1.0,1.0,0.0,16.0,42.0,95.0,3,1,19300,2
3.0,3.0,1.0,16.0,42.0,67.0,2,10,23100,3
3.0,2.0,0.0,15.0,27.0,40.0,1,9,21200,3
6.0,2.0,0.0,6.0,41.0,58.0,3,4,11500,3
3.0,2.0,1.0,15.0,39.0,49.0,1,4,16000,3
2.0,3.0,0.0,16.0,42.0,67.0,2,4,27000,3
3.0,2.0,1.0,17.0,30.0,44.0,1,4,23100,3
3.0,2.0,0.0,15.0,39.0,49.0,1,4,16000,3
3.0,2.0,1.0,17.0,27.0,44.0,1,4,23100,3
4.0,2.0,1.0,16.0,42.0,72.0,3,5,20000,1
1.0,2.0,0.0,35.0,42.0,130.0,2,9,36600,3
3.0,2.0,1.0,10.0,50.0,65.0,3,2,15300,3
3.0,2.0,1.0,15.0,55.0,74.0,3,13,25000,3
5.0,2.0,0.0,7.0,27.0,30.0,1,1,15000,2
5.0,3.0,0.0,15.0,27.0,25.0,1,5,13500,3
6.0,2.0,1.0,12.0,35.0,48.0,1,5,20000,3
5.0,2.0,1.0,8.0,20.0,40.0,1,5,19300,2
6.0,2.0,1.0,14.0,40.0,62.0,2,4,23100,3
3.0,2.0,0.0,16.0,42.0,70.0,2,2,11000,3
3.0,2.0,1.0,15.0,25.0,49.0,1,4,16000,3
2.0,2.0,0.0,15.0,39.0,50.0,2,2,16000,3
5.0,2.0,1.0,25.0,80.0,110.0,2,8,46200,3
2.0,3.0,0.0,20.0,42.0,115.0,3,2,38500,2
3.0,2.0,0.0,15.0,27.0,37.0,1,2,11600,3
5.0,2.0,0.0,16.0,42.0,78.0,2,5,17000,3
5.0,3.0,1.0,15.0,27.0,42.0,1,8,17300,3
5.0,2.0,0.0,16.0,42.0,63.0,1,8,17300,3
3.0,2.0,1.0,10.0,28.0,49.0,2,3,15400,1
6.0,2.0,1.0,25.0,28.0,53.0,2,10,22000,3
3.0,1.0,0.0,8.0,27.0,37.0,1,2,11600,1
1.0,3.0,1.0,15.0,39.0,52.0,2,2,19300,3
5.0,3.0,0.0,25.0,15.0,45.0,1,8,17300,3
4.0,3.0,1.0,15.0,27.0,31.0,1,5,12000,3
3.0,3.0,1.0,16.0,42.0,70.0,2,3,25000,3
3.0,1.0,1.0,9.0,29.0,50.0,2,4,8000,1
4.0,2.0,0.0,15.0,39.0,48.0,1,4,13500,3
5.0,2.0,1.0,16.0,42.0,60.0,2,8,12000,3
5.0,2.0,1.0,18.0,10.0,44.0,1,2,15000,3
5.0,2.0,0.0,16.0,42.0,72.0,3,4,12000,3
5.0,2.0,0.0,15.0,27.0,41.0,1,6,13500,3
3.0,2.0,0.0,16.0,42.0,65.0,2,8,16000,3
6.0,1.0,0.0,15.0,39.0,48.0,2,1,10000,3
5.0,2.0,1.0,20.0,42.0,80.0,2,10,25000,3
4.0,2.0,1.0,9.0,40.0,75.0,3,7,11000,1
2.0,2.0,1.0,15.0,39.0,56.0,2,3,19300,2
5.0,3.0,2.0,15.0,60.0,90.0,3,1,22000,3
2.0,2.0,0.0,19.0,32.0,52.0,2,1,12000,3
3.0,2.0,0.0,22.0,27.0,45.0,1,5,19300,3
5.0,1.0,0.0,6.0,13.0,23.0,1,9,8500,3
6.0,2.0,0.0,6.0,39.0,50.0,2,1,15000,1
4.0,2.0,1.0,16.0,35.0,63.0,2,4,19300,3
3.0,3.0,1.0,20.0,17.0,44.0,1,4,21200,3
1.0,1.0,1.0,12.0,34.0,55.0,2,1,12000,1
2.0,3.0,1.0,15.0,39.0,50.0,1,7,19300,3
2.0,3.0,1.0,7.0,30.0,46.0,2,3,16000,3
2.0,2.0,1.0,10.0,42.0,100.0,4,3,36600,2
2.0,2.0,1.0,23.0,45.0,89.0,2,2,28900,2
