district,status,balcony,area_kitchen,area_living,area,room,floor,price,age
5.0,2.0,0.0,14.0,42.0,86.0,2,2,17300,3
5.0,1.0,0.0,5.0,27.0,22.0,1,7,7690,3
4.0,2.0,1.0,15.0,27.0,45.0,1,3,13000,3
2.0,2.0,2.0,16.0,42.0,85.0,2,3,19300,3
3.0,3.0,0.0,16.0,42.0,68.0,2,2,23900,3
3.0,1.0,0.0,15.0,39.0,50.0,2,1,8000,3
3.0,3.0,0.0,16.0,42.0,60.0,2,4,25000,3
3.0,3.0,1.0,15.0,39.0,52.0,1,7,25000,3
5.0,2.0,1.0,8.0,39.0,54.0,2,1,13500,1
5.0,2.0,0.0,5.0,15.0,22.0,1,4,9000,1
4.0,2.0,0.0,15.0,39.0,47.0,1,5,16000,3
3.0,2.0,1.0,15.0,39.0,50.0,1,5,14000,3
1.0,3.0,1.0,15.0,27.0,43.0,1,7,15400,3
1.0,2.0,0.0,15.0,27.0,40.0,1,5,14000,3
3.0,1.0,0.0,16.0,42.0,60.0,2,1,10000,3
5.0,2.0,0.0,16.0,42.0,64.0,2,4,17300,3
2.0,2.0,0.0,15.0,27.0,28.0,1,2,13000,3
3.0,3.0,0.0,15.0,39.0,47.0,2,4,19300,3
3.0,2.0,0.0,16.0,42.0,65.0,3,2,12000,3
4.0,2.0,0.0,15.0,39.0,50.0,2,9,13000,3
1.0,3.0,2.0,12.0,20.0,40.0,1,7,17300,1
4.0,3.0,1.0,18.0,40.0,60.0,2,9,23000,3
5.0,3.0,0.0,15.0,39.0,55.0,1,4,21200,3
5.0,3.0,0.0,16.0,42.0,70.0,2,8,19000,3
6.0,2.0,0.0,15.0,39.0,47.0,2,4,15000,3
3.0,3.0,0.0,16.0,42.0,60.0,2,1,21200,3
5.0,3.0,0.0,15.0,39.0,55.0,2,5,25000,3
3.0,3.0,0.0,16.0,42.0,75.0,2,2,25000,3
6.0,2.0,0.0,15.0,39.0,55.0,2,12,11600,3
5.0,3.0,1.0,18.0,42.0,70.0,2,5,21200,3
2.0,2.0,0.0,15.0,39.0,55.0,2,2,13500,3
4.0,2.0,0.0,15.0,30.0,45.0,1,6,20000,3
4.0,3.0,0.0,15.0,27.0,43.0,1,2,13000,3
1.0,3.0,0.0,8.0,35.0,56.0,2,1,15000,2
3.0,2.0,0.0,16.0,41.0,75.0,2,7,15000,3
3.0,2.0,0.0,16.0,27.0,52.0,1,9,12500,3
3.0,3.0,0.0,15.0,40.0,67.0,2,6,25350,3
3.0,3.0,1.0,16.0,41.0,80.0,2,10,19500,3
3.0,3.0,0.0,15.0,40.0,66.0,2,3,31200,3
3.0,3.0,0.0,16.0,27.0,50.0,1,6,27300,3
3.0,3.0,0.0,16.0,41.0,82.0,2,7,20000,3
1.0,2.0,0.0,15.0,39.0,63.0,2,6,14000,3
2.0,3.0,0.0,16.0,26.0,45.0,1,3,21450,3
1.0,2.0,0.0,15.0,54.0,92.0,3,3,21450,3
3.0,2.0,0.0,17.0,74.0,175.0,4,5,23400,3
5.0,2.0,0.0,16.0,40.0,72.0,2,2,17550,3
5.0,3.0,0.0,16.0,27.0,50.0,1,6,23400,3
4.0,2.0,0.0,16.0,26.0,42.0,1,3,16000,3
1.0,3.0,0.0,16.0,40.0,70.0,2,7,21450,3
1.0,3.0,0.0,17.0,60.0,149.0,3,2,42900,3
3.0,2.0,0.0,15.0,40.0,65.0,2,8,20000,3
2.0,3.0,0.0,16.0,41.0,78.0,2,7,29250,3
5.0,3.0,0.0,16.0,56.0,113.0,3,5,46800,3
5.0,2.0,0.0,16.0,26.0,45.0,1,7,14000,3
4.0,2.0,0.0,16.0,26.0,45.0,1,6,17550,3
3.0,3.0,0.0,15.0,40.0,67.0,2,9,46800,3
5.0,3.0,0.0,16.0,26.0,48.0,1,6,19500,3
4.0,2.0,0.0,16.0,27.0,54.0,1,15,23400,3
6.0,2.0,0.0,16.0,27.0,56.0,1,3,12800,3
4.0,2.0,0.0,15.0,40.0,66.0,2,4,13000,3
4.0,2.0,0.0,16.0,40.0,71.0,2,10,18000,3
5.0,2.0,0.0,16.0,26.0,45.0,1,9,14600,3
4.0,3.0,0.0,15.0,53.0,88.0,3,4,34710,3
5.0,2.0,0.0,16.0,40.0,72.0,2,9,20000,3
4.0,2.0,0.0,16.0,27.0,50.0,1,6,14000,3
2.0,3.0,0.0,15.0,54.0,95.0,3,6,39000,3
3.0,3.0,0.0,16.0,28.0,63.0,1,4,29250,3
2.0,2.0,0.0,15.0,40.0,67.0,2,5,22620,3
2.0,3.0,0.0,16.0,42.0,85.0,2,3,35100,3
3.0,2.0,0.0,16.0,26.0,45.0,1,2,16000,3
2.0,3.0,0.0,15.0,40.0,67.0,2,8,37050,3
3.0,2.0,0.0,16.0,26.0,45.0,1,10,16000,3
3.0,3.0,1.0,16.0,41.0,78.0,2,10,21450,3
2.0,3.0,1.0,15.0,39.0,63.0,2,5,27300,3
2.0,3.0,0.0,16.0,27.0,52.0,1,5,25350,3
5.0,2.0,0.0,16.0,26.0,46.0,1,7,14820,3
3.0,2.0,0.0,16.0,26.0,45.0,1,3,13650,3
3.0,3.0,0.0,16.0,41.0,82.0,2,7,19500,3
3.0,2.0,0.0,16.0,26.0,45.0,1,3,12000,3
5.0,2.0,0.0,15.0,52.0,73.0,3,7,20000,3
4.0,2.0,0.0,15.0,40.0,64.0,2,1,21000,3
5.0,2.0,0.0,16.0,27.0,50.0,1,9,14000,3
3.0,2.0,0.0,16.0,26.0,47.0,1,5,15000,3
5.0,2.0,0.0,16.0,26.0,45.0,1,2,13000,3
1.0,3.0,0.0,14.0,78.0,100.0,5,1,35100,3
5.0,2.0,0.0,15.0,39.0,60.0,2,6,15600,3
1.0,3.0,0.0,16.0,26.0,45.0,1,8,19500,3
3.0,2.0,0.0,16.0,26.0,47.0,1,4,15000,3
3.0,2.0,0.0,16.0,27.0,50.0,1,4,14430,3
6.0,2.0,0.0,16.0,27.0,49.0,1,3,19500,3
4.0,2.0,0.0,15.0,39.0,60.0,2,6,19500,3
5.0,3.0,0.0,16.0,27.0,50.0,1,14,20000,3
5.0,3.0,0.0,16.0,26.0,48.0,1,15,21450,3
4.0,2.0,0.0,16.0,40.0,70.0,2,3,13500,3
4.0,2.0,0.0,16.0,27.0,50.0,1,6,17550,3
3.0,3.0,0.0,16.0,41.0,80.0,2,4,27300,3
6.0,2.0,0.0,15.0,39.0,55.0,2,7,21450,3
3.0,1.0,0.0,16.0,26.0,42.0,1,3,9500,3
2.0,2.0,0.0,15.0,40.0,64.0,2,6,23400,3
2.0,2.0,0.0,16.0,26.0,45.0,1,4,17550,3
5.0,2.0,0.0,16.0,26.0,44.0,1,5,15000,3
5.0,2.0,0.0,16.0,26.0,43.0,1,5,15000,3
4.0,2.0,0.0,16.0,26.0,42.0,1,8,12000,3
4.0,2.0,0.0,16.0,26.0,48.0,1,8,16000,3
3.0,3.0,0.0,15.0,40.0,65.0,2,7,25350,3
1.0,3.0,1.0,17.0,29.0,70.0,1,6,19500,3
1.0,2.0,0.0,15.0,40.0,65.0,2,8,19500,3
3.0,3.0,0.0,16.0,26.0,45.0,1,4,23400,3
1.0,2.0,0.0,16.0,26.0,42.0,1,4,15000,3
3.0,3.0,1.0,15.0,40.0,65.0,2,8,25350,3
2.0,3.0,0.0,15.0,53.0,80.0,3,4,25350,3
3.0,2.0,0.0,16.0,27.0,55.0,1,9,15000,3
1.0,3.0,0.0,16.0,42.0,90.0,2,1,19500,3
3.0,2.0,0.0,16.0,27.0,55.0,1,4,25350,3
3.0,2.0,0.0,15.0,39.0,60.0,2,2,17550,3
3.0,2.0,0.0,16.0,41.0,75.0,2,7,19000,3
2.0,3.0,0.0,16.0,27.0,50.0,1,4,19000,3
5.0,2.0,0.0,16.0,26.0,45.0,1,8,17500,3
3.0,2.0,0.0,15.0,39.0,55.0,2,3,16000,3
3.0,3.0,1.0,15.0,39.0,63.0,2,5,30420,3
4.0,3.0,0.0,16.0,26.0,48.0,1,3,19500,3
1.0,3.0,0.0,16.0,40.0,70.0,2,7,19000,3
1.0,3.0,0.0,16.0,40.0,70.0,2,1,19000,3
5.0,2.0,0.0,16.0,27.0,50.0,1,6,14430,3
1.0,3.0,1.0,16.0,42.0,85.0,2,10,25350,3
4.0,2.0,0.0,16.0,26.0,44.0,1,7,14500,3
3.0,3.0,0.0,16.0,40.0,71.0,2,6,35100,3
3.0,2.0,0.0,16.0,27.0,57.0,1,8,15000,3
3.0,3.0,0.0,15.0,39.0,58.0,2,1,21450,3
3.0,3.0,0.0,16.0,40.0,70.0,2,2,27300,3
3.0,2.0,0.0,16.0,26.0,44.0,1,4,23400,3
5.0,2.0,0.0,16.0,27.0,50.0,1,4,17550,3
3.0,3.0,1.0,15.0,39.0,63.0,2,5,29250,3
3.0,2.0,0.0,16.0,26.0,48.0,1,3,16000,3
5.0,3.0,0.0,16.0,28.0,58.0,1,9,25350,3
2.0,3.0,0.0,16.0,26.0,48.0,1,4,23400,3
6.0,2.0,0.0,16.0,28.0,62.0,1,4,23400,3
5.0,2.0,0.0,16.0,27.0,53.0,1,8,19500,3
5.0,2.0,0.0,16.0,27.0,50.0,1,6,19500,3
4.0,1.0,0.0,16.0,26.0,42.0,1,3,9500,3
1.0,3.0,0.0,16.0,26.0,47.0,1,6,23400,3
6.0,2.0,0.0,16.0,56.0,110.0,3,5,25350,3
4.0,2.0,0.0,15.0,40.0,65.0,2,5,17000,3
4.0,2.0,0.0,16.0,55.0,100.0,3,1,17000,3
5.0,2.0,0.0,16.0,40.0,70.0,2,8,18330,3
2.0,3.0,0.0,18.0,63.0,175.0,3,4,46800,3
5.0,2.0,0.0,16.0,26.0,45.0,1,4,15000,3
6.0,2.0,1.0,16.0,43.0,95.0,2,1,18000,3
3.0,3.0,0.0,15.0,40.0,65.0,2,3,25350,3
4.0,3.0,0.0,16.0,40.0,70.0,2,7,20000,3
1.0,3.0,0.0,16.0,41.0,80.0,2,1,19500,3
3.0,2.0,0.0,16.0,26.0,44.0,1,3,23400,3
5.0,3.0,0.0,16.0,57.0,125.0,3,3,25350,3
6.0,2.0,0.0,16.0,27.0,57.0,1,10,25350,3
3.0,3.0,0.0,16.0,41.0,80.0,2,3,27300,3
5.0,2.0,0.0,16.0,40.0,70.0,2,7,19500,3
3.0,3.0,0.0,15.0,53.0,80.0,3,7,35100,3
2.0,3.0,0.0,16.0,41.0,80.0,2,3,27300,3
3.0,2.0,0.0,16.0,26.0,44.0,1,11,19500,3
2.0,2.0,1.0,16.0,43.0,95.0,2,8,21450,3
1.0,2.0,0.0,15.0,53.0,80.0,3,2,15600,3
3.0,2.0,0.0,16.0,27.0,50.0,1,1,18000,3
4.0,3.0,0.0,16.0,41.0,78.0,2,3,27300,3
5.0,3.0,0.0,16.0,27.0,50.0,1,4,21450,3
3.0,3.0,0.0,17.0,44.0,110.0,2,7,46800,3
5.0,3.0,0.0,15.0,40.0,68.0,2,4,25350,3
4.0,2.0,0.0,15.0,39.0,55.0,2,2,19500,3
4.0,2.0,0.0,15.0,40.0,65.0,2,5,19500,3
1.0,2.0,0.0,16.0,27.0,53.0,1,1,15600,3
5.0,2.0,0.0,16.0,27.0,51.0,1,5,19500,3
3.0,3.0,1.0,17.0,43.0,100.0,2,2,27300,3
6.0,2.0,0.0,15.0,39.0,62.0,2,7,18000,3
5.0,2.0,0.0,16.0,26.0,44.0,1,2,19500,3
5.0,2.0,0.0,16.0,27.0,53.0,1,5,19500,3
3.0,3.0,0.0,16.0,26.0,45.0,1,9,29250,3
1.0,2.0,0.0,16.0,26.0,45.0,1,3,14820,3
5.0,2.0,0.0,16.0,26.0,48.0,1,8,15000,3
4.0,3.0,0.0,16.0,27.0,50.0,1,10,21450,3
3.0,3.0,0.0,16.0,27.0,54.0,1,8,25350,3
3.0,2.0,0.0,16.0,27.0,52.0,1,7,19500,3
2.0,3.0,0.0,16.0,27.0,50.0,1,9,19500,3
5.0,2.0,0.0,16.0,26.0,44.0,1,4,15000,3
3.0,2.0,0.0,16.0,41.0,75.0,2,8,18000,3
6.0,2.0,0.0,16.0,40.0,72.0,2,8,21450,3
4.0,2.0,0.0,16.0,26.0,45.0,1,5,14500,3
3.0,2.0,0.0,15.0,40.0,67.0,2,8,23400,3
4.0,3.0,1.0,17.0,44.0,110.0,2,2,25350,3
4.0,3.0,0.0,16.0,56.0,110.0,3,2,25350,3
3.0,3.0,0.0,16.0,55.0,99.0,3,8,35100,3
4.0,3.0,0.0,16.0,55.0,100.0,3,1,18000,3
5.0,3.0,0.0,16.0,41.0,79.0,2,5,27300,3
5.0,2.0,0.0,16.0,26.0,45.0,1,6,14000,3
5.0,3.0,0.0,16.0,26.0,46.0,1,1,19500,3
5.0,3.0,0.0,16.0,40.0,70.0,2,16,27300,3
3.0,3.0,0.0,16.0,40.0,70.0,2,3,22000,3
1.0,3.0,0.0,16.0,27.0,50.0,1,3,19000,3
3.0,3.0,0.0,15.0,40.0,68.0,2,2,25350,3
4.0,3.0,0.0,16.0,27.0,50.0,1,3,19500,3
6.0,2.0,0.0,16.0,41.0,80.0,2,2,19500,3
5.0,3.0,0.0,16.0,40.0,70.0,2,2,29250,3
3.0,3.0,0.0,17.0,72.0,160.0,4,10,31200,3
4.0,3.0,0.0,15.0,39.0,60.0,2,2,30810,3
4.0,2.0,0.0,16.0,26.0,48.0,1,2,18000,3
1.0,2.0,0.0,16.0,26.0,43.0,1,4,15000,3
1.0,3.0,0.0,15.0,54.0,92.0,3,4,39000,3
5.0,2.0,0.0,16.0,27.0,54.0,1,10,19500,3
5.0,2.0,0.0,16.0,40.0,70.0,2,6,18000,3
4.0,2.0,0.0,16.0,26.0,42.0,1,5,19500,3
6.0,2.0,0.0,15.0,40.0,64.0,2,3,23400,3
3.0,3.0,0.0,16.0,26.0,45.0,1,3,21450,3
6.0,2.0,0.0,16.0,26.0,45.0,1,6,17550,3
4.0,2.0,0.0,16.0,27.0,50.0,1,2,19500,3
3.0,3.0,1.0,16.0,42.0,90.0,2,3,27300,3
4.0,2.0,0.0,16.0,27.0,55.0,1,3,18000,3
1.0,3.0,0.0,16.0,41.0,75.0,2,3,16000,3
1.0,3.0,0.0,16.0,41.0,80.0,2,2,19500,3
3.0,2.0,0.0,15.0,40.0,65.0,2,8,19000,3
6.0,2.0,0.0,15.0,39.0,56.0,2,7,23400,3
3.0,3.0,0.0,16.0,41.0,78.0,2,5,31200,3
3.0,2.0,1.0,17.0,31.0,90.0,1,4,17000,3
5.0,2.0,0.0,15.0,54.0,90.0,3,1,25000,3
5.0,2.0,0.0,16.0,27.0,50.0,1,11,15000,3
3.0,2.0,0.0,16.0,41.0,75.0,2,4,19500,3
3.0,2.0,0.0,16.0,26.0,42.0,1,2,17550,3
3.0,2.0,0.0,16.0,27.0,55.0,1,11,23400,3
3.0,2.0,0.0,15.0,40.0,68.0,2,6,13000,3
4.0,3.0,0.0,16.0,41.0,80.0,2,3,27300,3
4.0,2.0,0.0,16.0,26.0,45.0,1,7,14500,3
2.0,2.0,0.0,16.0,70.0,136.0,4,3,35100,3
3.0,3.0,0.0,16.0,26.0,45.0,1,8,23400,3
3.0,2.0,0.0,15.0,39.0,55.0,2,1,18000,3
4.0,2.0,0.0,16.0,26.0,45.0,1,1,12000,3
5.0,2.0,0.0,16.0,27.0,50.0,1,11,14000,3
6.0,2.0,0.0,16.0,26.0,48.0,1,5,20280,3
1.0,3.0,1.0,15.0,40.0,65.0,2,8,27300,3
2.0,3.0,0.0,18.0,48.0,140.0,2,4,58500,3
5.0,3.0,0.0,16.0,40.0,71.0,2,10,23400,3
6.0,2.0,0.0,16.0,26.0,43.0,1,6,15000,3
3.0,2.0,0.0,16.0,27.0,50.0,1,4,15000,3
3.0,3.0,0.0,16.0,40.0,70.0,2,5,25350,3
4.0,2.0,0.0,16.0,26.0,46.0,1,7,15000,3
5.0,2.0,0.0,16.0,26.0,45.0,1,5,14000,3
5.0,2.0,0.0,16.0,27.0,50.0,1,4,19500,3
4.0,2.0,0.0,15.0,53.0,87.0,3,3,14000,3
5.0,2.0,0.0,16.0,28.0,63.0,1,8,17550,3
3.0,3.0,0.0,15.0,53.0,86.0,3,4,39000,3
1.0,3.0,0.0,18.0,75.0,180.0,4,4,50700,3
3.0,3.0,0.0,16.0,27.0,50.0,1,5,19500,3
2.0,2.0,0.0,15.0,40.0,67.0,2,7,17550,3
5.0,2.0,0.0,15.0,54.0,95.0,3,8,27300,3
3.0,2.0,0.0,15.0,40.0,65.0,2,5,23000,3
6.0,2.0,0.0,16.0,26.0,44.0,1,4,15500,3
1.0,2.0,0.0,16.0,40.0,70.0,2,6,17550,3
3.0,2.0,0.0,16.0,27.0,50.0,1,9,18000,3
4.0,3.0,0.0,16.0,41.0,78.0,2,16,27300,3
3.0,2.0,0.0,15.0,40.0,66.0,2,5,16000,3
4.0,2.0,0.0,16.0,26.0,45.0,1,5,17550,3
5.0,2.0,0.0,15.0,39.0,60.0,2,6,23400,3
5.0,2.0,0.0,16.0,27.0,57.0,1,10,25350,3
3.0,3.0,1.0,16.0,41.0,80.0,2,10,23400,3
2.0,3.0,0.0,16.0,26.0,45.0,1,3,23400,3
2.0,3.0,0.0,16.0,41.0,75.0,2,8,33150,3
5.0,2.0,0.0,16.0,27.0,55.0,1,6,15000,3
3.0,3.0,0.0,15.0,54.0,90.0,3,5,29250,3
1.0,2.0,0.0,15.0,54.0,90.0,3,3,23000,3
3.0,2.0,0.0,15.0,40.0,68.0,2,2,22000,3
3.0,3.0,1.0,15.0,40.0,68.0,2,10,27300,3
1.0,3.0,0.0,16.0,26.0,44.0,1,6,21450,3
2.0,3.0,0.0,16.0,56.0,112.0,3,4,35000,3
5.0,2.0,0.0,16.0,26.0,48.0,1,10,15600,3
4.0,2.0,0.0,16.0,26.0,46.0,1,8,15000,3
3.0,2.0,0.0,16.0,41.0,75.0,2,5,21450,3
4.0,2.0,0.0,15.0,53.0,85.0,3,2,20000,3
2.0,3.0,1.0,15.0,39.0,63.0,2,5,29250,3
2.0,3.0,0.0,16.0,40.0,70.0,2,3,27300,3
3.0,2.0,0.0,15.0,39.0,61.0,2,2,12500,3
5.0,2.0,0.0,16.0,26.0,43.0,1,1,13650,3
3.0,3.0,0.0,16.0,26.0,45.0,1,5,23400,3
2.0,3.0,0.0,18.0,47.0,130.0,2,9,37050,3
3.0,2.0,0.0,15.0,53.0,85.0,3,1,19500,3
3.0,2.0,0.0,16.0,26.0,44.0,1,8,23400,3
4.0,3.0,0.0,16.0,41.0,75.0,2,3,27300,3
3.0,3.0,0.0,16.0,26.0,45.0,1,10,21450,3
6.0,2.0,0.0,16.0,27.0,50.0,1,2,17000,3
1.0,3.0,0.0,15.0,53.0,85.0,3,3,27300,3
5.0,3.0,0.0,16.0,40.0,72.0,2,2,25350,3
4.0,2.0,0.0,15.0,40.0,68.0,2,4,18000,3
3.0,3.0,0.0,15.0,54.0,92.0,3,3,29250,3
2.0,3.0,0.0,16.0,41.0,75.0,2,5,21450,3
2.0,2.0,0.0,15.0,40.0,64.0,2,3,23400,3
5.0,2.0,0.0,16.0,26.0,45.0,1,7,15600,3
3.0,2.0,0.0,16.0,41.0,75.0,2,4,17000,3
4.0,2.0,0.0,16.0,27.0,53.0,1,8,15000,3
4.0,3.0,1.0,16.0,40.0,70.0,2,10,23400,3
5.0,2.0,0.0,16.0,27.0,54.0,1,8,19500,3
2.0,2.0,0.0,16.0,27.0,55.0,1,11,25350,3
2.0,3.0,0.0,16.0,42.0,90.0,2,3,46800,3
6.0,2.0,0.0,16.0,27.0,55.0,1,10,14000,3
1.0,3.0,0.0,16.0,41.0,80.0,2,2,21450,3
4.0,2.0,0.0,16.0,28.0,60.0,1,3,16000,3
4.0,2.0,0.0,16.0,26.0,43.0,1,14,19500,3
5.0,2.0,0.0,15.0,39.0,57.0,2,5,21000,3
1.0,3.0,0.0,16.0,27.0,50.0,1,2,23400,3
3.0,3.0,0.0,16.0,40.0,70.0,2,4,25350,3
5.0,3.0,0.0,16.0,41.0,81.0,2,2,35100,3
4.0,2.0,0.0,15.0,39.0,58.0,2,4,13000,3
3.0,2.0,0.0,16.0,26.0,43.0,1,4,14500,3
4.0,3.0,0.0,16.0,26.0,45.0,1,14,20000,3
5.0,3.0,0.0,15.0,39.0,63.0,2,4,25350,3
3.0,2.0,0.0,16.0,26.0,45.0,1,4,16000,3
4.0,2.0,0.0,15.0,39.0,60.0,2,1,15000,3
5.0,3.0,0.0,16.0,41.0,74.0,2,15,21450,3
1.0,3.0,0.0,16.0,27.0,52.0,1,2,19500,3
5.0,2.0,0.0,16.0,27.0,55.0,1,3,15600,3
6.0,2.0,0.0,16.0,41.0,80.0,2,5,15600,3
3.0,3.0,0.0,15.0,54.0,92.0,3,5,31200,3
5.0,2.0,0.0,15.0,39.0,55.0,2,4,11000,3
2.0,3.0,0.0,16.0,27.0,50.0,1,6,27300,3
5.0,3.0,0.0,16.0,41.0,75.0,2,16,27300,3
3.0,2.0,0.0,15.0,39.0,63.0,2,5,27300,3
1.0,2.0,0.0,15.0,39.0,56.0,2,9,15600,3
5.0,3.0,0.0,16.0,41.0,75.0,2,10,27300,3
6.0,2.0,0.0,16.0,40.0,70.0,2,4,16000,3
5.0,3.0,0.0,16.0,28.0,58.0,1,10,25350,3
3.0,2.0,0.0,16.0,41.0,76.0,2,6,15000,3
3.0,2.0,1.0,16.0,43.0,95.0,2,8,21450,3
5.0,2.0,0.0,16.0,26.0,47.0,1,9,16000,3
4.0,2.0,0.0,16.0,27.0,50.0,1,3,16000,3
5.0,2.0,0.0,16.0,27.0,50.0,1,5,17550,3
5.0,2.0,0.0,16.0,26.0,42.0,1,3,15600,3
5.0,2.0,0.0,15.0,40.0,67.0,2,9,21450,3
5.0,2.0,0.0,16.0,26.0,47.0,1,3,15500,3
5.0,2.0,0.0,16.0,26.0,48.0,1,6,17550,3
6.0,2.0,0.0,16.0,55.0,100.0,3,4,17000,3
2.0,2.0,0.0,15.0,39.0,60.0,2,11,19000,3
5.0,3.0,0.0,16.0,27.0,51.0,1,9,21450,3
5.0,2.0,0.0,16.0,41.0,75.0,2,2,17550,3
1.0,3.0,0.0,16.0,41.0,75.0,2,4,39000,3
5.0,2.0,0.0,15.0,40.0,65.0,2,1,14000,3
5.0,3.0,0.0,16.0,26.0,45.0,1,7,19500,3
4.0,2.0,0.0,16.0,26.0,45.0,1,10,19000,3
4.0,2.0,0.0,15.0,40.0,64.0,2,6,14000,3
6.0,2.0,0.0,16.0,27.0,55.0,1,10,13650,3
5.0,3.0,0.0,15.0,40.0,68.0,2,4,27300,3
3.0,2.0,0.0,16.0,27.0,54.0,1,9,15600,3
4.0,2.0,0.0,16.0,26.0,45.0,1,2,14000,3
5.0,2.0,0.0,16.0,40.0,70.0,2,3,19500,3
3.0,3.0,1.0,17.0,45.0,119.0,2,10,27300,3
2.0,3.0,0.0,16.0,26.0,48.0,1,3,19500,3
5.0,2.0,0.0,16.0,26.0,45.0,1,5,12500,3
5.0,2.0,0.0,16.0,26.0,46.0,1,2,13000,3
6.0,2.0,0.0,16.0,26.0,44.0,1,6,15000,3
3.0,2.0,0.0,16.0,69.0,130.0,4,6,35100,3
3.0,2.0,0.0,15.0,39.0,56.0,2,7,23400,3
3.0,2.0,0.0,15.0,39.0,57.0,2,4,19500,3
2.0,2.0,0.0,16.0,26.0,43.0,1,4,21450,3
5.0,3.0,0.0,16.0,40.0,70.0,2,11,25350,3
2.0,3.0,0.0,16.0,41.0,80.0,2,4,25350,3
2.0,2.0,0.0,16.0,27.0,55.0,1,4,25350,3
5.0,2.0,0.0,16.0,55.0,100.0,3,3,35100,3
5.0,2.0,1.0,16.0,43.0,94.0,2,11,27300,3
5.0,2.0,0.0,16.0,26.0,42.0,1,2,14000,3
3.0,2.0,0.0,16.0,41.0,75.0,2,5,20670,3
4.0,2.0,0.0,16.0,26.0,42.0,1,4,15000,3
3.0,2.0,0.0,16.0,57.0,119.0,3,10,27300,3
3.0,3.0,0.0,16.0,26.0,46.0,1,9,27300,3
3.0,2.0,0.0,15.0,40.0,65.0,2,8,17550,3
3.0,2.0,0.0,15.0,39.0,60.0,2,5,14000,3
3.0,2.0,0.0,16.0,26.0,45.0,1,2,17500,3
5.0,3.0,0.0,16.0,56.0,112.0,3,5,46800,3
5.0,2.0,0.0,16.0,27.0,49.0,1,10,15000,3
3.0,3.0,0.0,16.0,26.0,47.0,1,6,23400,3
3.0,3.0,0.0,16.0,27.0,50.0,1,4,19500,3
1.0,3.0,0.0,16.0,41.0,80.0,2,4,21450,3
3.0,3.0,0.0,16.0,27.0,50.0,1,4,23400,3
5.0,2.0,0.0,16.0,42.0,84.0,2,4,39000,3
3.0,3.0,0.0,16.0,27.0,52.0,1,4,23400,3
1.0,2.0,0.0,15.0,39.0,60.0,2,6,19500,3
3.0,2.0,0.0,16.0,27.0,50.0,1,5,16000,3
5.0,2.0,0.0,16.0,27.0,55.0,1,5,19500,3
5.0,2.0,0.0,16.0,26.0,44.0,1,6,13500,3
3.0,3.0,0.0,16.0,27.0,51.0,1,6,19500,3
5.0,2.0,0.0,16.0,26.0,48.0,1,4,15600,3
3.0,2.0,0.0,16.0,40.0,70.0,2,8,20000,3
5.0,2.0,0.0,16.0,28.0,61.0,1,9,15600,3
2.0,3.0,0.0,16.0,41.0,80.0,2,2,19500,3
5.0,2.0,0.0,16.0,26.0,43.0,1,7,17550,3
3.0,3.0,0.0,15.0,39.0,59.0,2,7,25350,3
5.0,3.0,0.0,16.0,40.0,70.0,2,8,29250,3
4.0,2.0,0.0,16.0,26.0,48.0,1,9,18000,3
5.0,2.0,0.0,16.0,26.0,48.0,1,2,13000,3
3.0,2.0,0.0,15.0,40.0,65.0,2,1,15600,3
3.0,2.0,0.0,16.0,41.0,75.0,2,6,19500,3
3.0,2.0,0.0,16.0,26.0,42.0,1,6,14000,3
4.0,2.0,0.0,16.0,26.0,48.0,1,3,15000,3
5.0,2.0,0.0,16.0,26.0,42.0,1,2,15000,3
3.0,3.0,0.0,16.0,41.0,75.0,2,6,23400,3
3.0,2.0,0.0,16.0,26.0,44.0,1,13,19500,3
2.0,2.0,0.0,16.0,26.0,45.0,1,13,19500,3
5.0,2.0,0.0,15.0,39.0,54.0,2,6,15600,3
4.0,2.0,0.0,16.0,26.0,46.0,1,5,14000,3
1.0,2.0,0.0,15.0,40.0,65.0,2,2,21450,3
5.0,3.0,0.0,16.0,56.0,114.0,3,2,27300,3
3.0,3.0,0.0,16.0,42.0,84.0,2,7,35100,3
5.0,2.0,0.0,15.0,39.0,56.0,2,3,17550,3
1.0,3.0,0.0,16.0,26.0,48.0,1,8,19500,3
4.0,2.0,0.0,16.0,40.0,70.0,2,3,13650,3
4.0,3.0,1.0,17.0,29.0,70.0,1,6,19500,3
3.0,2.0,0.0,15.0,40.0,65.0,2,8,23400,3
3.0,3.0,0.0,15.0,53.0,80.0,3,4,25350,3
6.0,2.0,0.0,15.0,39.0,60.0,2,7,21450,3
2.0,3.0,0.0,16.0,27.0,51.0,1,4,23400,3
5.0,2.0,0.0,16.0,40.0,70.0,2,6,19000,3
3.0,3.0,0.0,18.0,63.0,180.0,3,8,58500,3
6.0,2.0,0.0,15.0,40.0,65.0,2,7,15000,3
4.0,3.0,0.0,17.0,60.0,146.0,3,9,58500,3
5.0,2.0,0.0,16.0,27.0,52.0,1,5,19500,3
5.0,2.0,0.0,15.0,40.0,65.0,2,2,19500,3
5.0,2.0,0.0,16.0,26.0,47.0,1,2,19500,3
5.0,2.0,0.0,16.0,26.0,43.0,1,11,17550,3
6.0,2.0,0.0,15.0,39.0,56.0,2,7,21450,3
1.0,2.0,0.0,16.0,27.0,50.0,1,2,16000,3
2.0,3.0,0.0,16.0,40.0,70.0,2,4,25350,3
