district,wall_material,status,balcony,area_kitchen,area_living,area,room,floor,superficiality,type_build,price
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Личаківський, цегла, люкс,2,32,21,75,1,9,11,nan,21200
Шевченківський, цегла, відмінний,nan,nan,nan,29,1,2,3, Австрійський,8000
Галицький, цегла, люкс,nan,nan,nan,60,2,5,6, Сталінка,15000
Шевченківський, цегла, люкс,1,nan,nan,75,2,7,12,nan,27000
Франківський, цегла, відмінний,1,nan,nan,108,3,5,6,nan,22000
Франківський, цегла, середній,1,nan,nan,46,2,2,5,nan,12000
Шевченківський, цегла, відмінний,2,nan,nan,70,3,1,5, Хрущовка,10000
Шевченківський, цегла, відмінний,nan,nan,nan,29,1,2,3, Австрійський,8000
Сихівський, цегла, люкс,2,nan,nan,70,2,9,10,nan,17300
Франківський, цегла, люкс,1,nan,nan,70,2,7,12,nan,17000
Шевченківський, цегла, відмінний,1,nan,nan,56,1,5,10,nan,21200
Шевченківський, цегла, люкс,1,nan,nan,75,2,4,12,nan,23100
Сихівський, цегла, люкс,1,nan,nan,40,1,1,5,nan,17300
Личаківський,nan,nan,nan,nan,nan,54,1,2,9,nan,18000
Франківський, цегла, люкс,1,nan,nan,65,1,5,12,nan,17300
Залізничний, цегла, люкс,nan,nan,nan,45,1,3,3,nan,576600
Сихівський, цегла, відмінний,1,nan,nan,84,2,3,10,nan,16500
Шевченківський, цегла, середній,1,nan,nan,37,1,7,9, Чешка,10000
Шевченківський, цегла, люкс,1,20,65,100,3,9,10,nan,28900
Залізничний, цегла, відмінний,1,nan,nan,52,2,12,14, Чешка,13500
Шевченківський, цегла, люкс,1,nan,nan,40,1,11,12,nan,21200
Шевченківський,nan,nan,nan,nan,nan,44,1,4,13,nan,23100
Личаківський,nan,nan,1,nan,nan,55,2,3,5,nan,15400
Шевченківський,nan,nan,nan,13,nan,44,1,4,13,nan,23100
Сихівський, цегла, відмінний,1,20,14,43,1,6,8,nan,14400
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Шевченківський,nan,nan,nan,nan,nan,29,1,4,9,nan,8500
Галицький, цегла, відмінний,nan,nan,nan,42,1,3,3, Австрійський,18500
Франківський,nan, середній,nan,12,70,85,2,1,10,nan,20000
Сихівський, цегла, відмінний,1,20,14,43,1,6,8,nan,14700
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Шевченківський, цегла, відмінний,1,nan,nan,50,1,6,10,nan,16000
Франківський, цегла, відмінний,nan,nan,16,38,1,2,3, Особняк,13500
Личаківський, цегла, відмінний,1,15,52,80,2,5,9,nan,21200
Залізничний, цегла, відмінний,1,nan,nan,50,2,9,9, Чешка,9000
Личаківський, цегла, відмінний,1,12,38,78,2,3,4,nan,576600
Сихівський,nan,nan,nan,nan,nan,45,2,4,4, Чешка,13500
Галицький,nan, люкс,1,nan,nan,44,1,4,10,nan,21200
Франківський,nan, відмінний,nan,17,50,72,2,2,8,nan,17000
Галицький,nan, люкс,1,nan,nan,50,1,3,15,nan,19300
Сихівський, цегла, відмінний,3,14,35,65,2,4,5,nan,16000
Франківський,nan,nan,nan,nan,nan,41,1,6,12,nan,13500
Шевченківський,nan, відмінний,nan,10,nan,40,2,7,12,nan,30800
Залізничний,nan,nan,nan,nan,nan,50,2,1,5,nan,15000
Залізничний,nan,nan,nan,nan,nan,32,1,5,5,nan,6500
Шевченківський,nan,nan,nan,nan,nan,44,1,4,10,nan,21200
Шевченківський,nan,nan,nan,nan,nan,20,1,7,10,nan,9500
Франківський,nan,nan,nan,nan,nan,44,1,2,17,nan,19300
Шевченківський, цегла, відмінний,1,nan,nan,80,2,3,9,nan,25000
Шевченківський, цегла, люкс,1,20,26,46,1,1,6,nan,19300
Шевченківський, цегла, відмінний,1,15,18,48,1,3,17,nan,15000
Личаківський, цегла, люкс,1,15,nan,52,2,2,3,nan,19300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Сихівський,nan,nan,nan,nan,nan,75,2,7,9,nan,13500
Шевченківський, цегла, відмінний,2,nan,nan,80,2,2,6,nan,27000
Залізничний,nan,nan,nan,nan,nan,64,2,7,10,nan,15000
Галицький, цегла, відмінний,nan,nan,nan,67,2,3,4, Австрійський,11000
Сихівський,nan,nan,nan,nan,nan,35,1,3,4,nan,9000
Галицький, цегла, відмінний,nan,15,29,52,2,1,2, Польський,17000
Франківський, цегла, люкс,1,nan,nan,70,2,8,10,nan,19300
Залізничний,nan,nan,nan,nan,nan,55,2,8,10,nan,16000
Личаківський, цегла, відмінний,2,16,70,98,3,3,3, Австрійський,19300
Шевченківський,nan, відмінний,nan,30,60,81,2,3,7,nan,27000
Залізничний,nan,nan,nan,nan,nan,50,2,2,10,nan,12500
Франківський,nan, середній,1,nan,nan,60,2,2,5, Хрущовка,12500
Шевченківський,nan,nan,nan,nan,nan,55,2,3,9,nan,16000
Сихівський,nan,nan,nan,nan,nan,50,1,10,20,nan,17300
Галицький,nan,nan,nan,nan,nan,376,1,4,7,nan,19300
Франківський,nan, відмінний,1,nan,nan,64,2,9,10,nan,21200
Залізничний,nan,nan,nan,nan,nan,35,1,1,14,nan,9000
Шевченківський, цегла, відмінний,nan,17,21,52,1,7,13,nan,14700
Сихівський,nan,nan,nan,nan,nan,45,1,5,10,nan,23100
Галицький,nan,nan,nan,nan,nan,45,1,3,8,nan,21200
Франківський,nan,nan,nan,nan,nan,45,1,6,11,nan,17300
Сихівський,nan,nan,nan,10,20,42,1,6,9,nan,8000
Галицький,nan,nan,nan,nan,nan,56,2,7,10,nan,22000
Залізничний, цегла, відмінний,1,nan,nan,35,1,2,9,nan,10000
Шевченківський,nan, люкс,nan,nan,nan,37,1,3,17,nan,17300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Шевченківський,nan, люкс,nan,nan,nan,37,1,3,17,nan,17300
Шевченківський,nan,nan,nan,nan,nan,31,1,6,10,nan,4600
Франківський,nan,nan,nan,nan,nan,70,1,8,10,nan,19000
Шевченківський,nan, люкс,1,nan,nan,40,1,4,10,nan,14000
Шевченківський,nan,nan,nan,nan,nan,65,3,9,9,nan,15000
Франківський,nan, відмінний,1,nan,nan,48,1,4,10,nan,15000
Шевченківський,nan,nan,nan,nan,nan,65,3,9,9,nan,15000
Залізничний,nan,nan,nan,6,31,37,1,1,3, Польський,12000
Залізничний, цегла, середній,1,nan,nan,74,3,3,9, Чешка,14000
Шевченківський,nan, люкс,1,24,54,85,2,7,10,nan,34600
Шевченківський,nan, відмінний,2,nan,nan,68,3,4,9,nan,16000
Шевченківський,nan, люкс,1,nan,nan,42,1,6,8,nan,19300
Шевченківський,nan, середній,nan,nan,nan,50,2,1,9, Чешка,9000
Франківський, цегла, відмінний,1,18,46,64,2,4,10,nan,17300
Шевченківський,nan, люкс,nan,nan,nan,67,2,5,7,nan,30800
Шевченківський,nan, люкс,nan,nan,nan,53,1,8,10,nan,17300
Шевченківський,nan, люкс,nan,nan,nan,53,1,8,10,nan,17300
Франківський,nan, відмінний,nan,nan,nan,97,2,6,10,nan,25000
Шевченківський, цегла, відмінний,1,13,38,78,2,10,10,nan,21200
Сихівський, цегла, відмінний,1,23,30,53,1,4,9,nan,15400
Сихівський, цегла, середній,1,9,18,40,1,3,3, Польський,9500
Шевченківський,nan, люкс,nan,nan,nan,41,1,5,8,nan,15000
Франківський,nan, відмінний,nan,12,nan,64,2,4,9,nan,17300
Франківський, цегла, відмінний,1,10,30,40,1,9,12,nan,17300
Франківський, цегла, відмінний,2,9,45,70,3,3,9, Чешка,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Галицький, цегла, відмінний,1,23,45,89,2,2,3, Австрійський люкс,28900
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Личаківський, цегла, люкс,1,15,nan,52,2,2,3,nan,19300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський, цегла, люкс,1,nan,nan,68,2,3,5,nan,17000
Залізничний,nan, середній,nan,nan,nan,50,2,7,14,nan,8500
Франківський,nan, відмінний,1,5,40,45,2,4,5,nan,13000
Залізничний,nan, середній,nan,nan,nan,50,2,7,14,nan,8500
Галицький, цегла, відмінний,1,nan,nan,100,3,3,5, Польський люкс,23100
Галицький, цегла, люкс,nan,nan,nan,60,2,1,9,nan,19300
Галицький,nan, відмінний,1,nan,nan,100,3,3,5, Польський люкс,23100
Залізничний,nan,nan,nan,nan,nan,80,4,3,5,nan,15000
Шевченківський, цегла, відмінний,1,11,49,60,2,7,9,nan,12000
Сихівський, цегла, відмінний,1,16,15,38,1,7,10,nan,21200
Личаківський, цегла, люкс,1,19,18,47,1,4,4,nan,12500
Шевченківський,nan, відмінний,nan,nan,nan,55,2,4,9, Чешка,12000
Сихівський, панель, відмінний,1,15,45,72,3,5,9, Чешка,20000
Галицький, цегла, люкс,2,10,50,70,2,2,3, Австрійський,30800
Галицький, цегла, люкс,nan,nan,nan,40,1,3,4, Австрійський,21200
Галицький, цегла, відмінний,1,7,nan,13000,2,1,3, Будівля старого Львова,13000
Франківський,nan, люкс,1,nan,nan,45,1,6,11,nan,17300
Сихівський, цегла, відмінний,1,9,35,44,1,4,5, Чешка,10000
Франківський, цегла, люкс,nan,30,50,60,1,10,15,nan,23100
Личаківський,nan,nan,nan,nan,nan,55,2,10,14,nan,15000
Шевченківський, цегла, відмінний,1,5,nan,27,1,2,10,nan,11400
Сихівський,nan,nan,nan,12,nan,45,1,2,5,nan,13000
Галицький,nan,nan,nan,nan,nan,77,3,4,4,nan,26600
Личаківський,nan,nan,1,nan,nan,65,2,3,4,nan,13000
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Личаківський,nan,nan,nan,nan,nan,50,2,6,6,nan,15400
Франківський,nan, відмінний,nan,115,nan,70,2,2,7,nan,25000
Личаківський,nan, відмінний,nan,nan,nan,40,1,5,13,nan,16000
Личаківський,nan, відмінний,nan,nan,nan,40,1,5,10,nan,16000
Франківський,nan, люкс,nan,nan,nan,40,1,5,9,nan,13500
Личаківський,nan, люкс,nan,30,100,130,3,5,6,nan,34600
Шевченківський, цегла, люкс,1,16,17,45,1,4,10,nan,19300
Франківський,nan, відмінний,nan,nan,nan,45,1,6,11,nan,17300
Франківський,nan,nan,nan,6,25,30,1,9,11,nan,15000
Личаківський,nan, середній,nan,nan,nan,35,1,2,3,nan,9000
Галицький, цегла, люкс,2,nan,nan,209,4,3,3,nan,57700
Личаківський, цегла, відмінний,nan,nan,nan,43,1,4,10,nan,15000
Галицький, цегла, люкс,1,nan,nan,60,2,3,4, Австрійський,19300
Сихівський,nan, відмінний,1,nan,nan,70,2,6,9,nan,20000
Шевченківський, цегла, відмінний,1,8,20,39,1,3,9, Чешка,8000
Шевченківський,nan,nan,nan,17,35,40,1,5,6,nan,14000
Залізничний, цегла, люкс,1,nan,nan,57,2,7,10,nan,21200
Сихівський,nan, відмінний,1,nan,nan,70,2,6,10,nan,20000
Галицький, цегла, люкс,nan,nan,nan,60,2,4,4, Австрійський,23100
Франківський,nan, люкс,2,18,65,100,2,2,5,nan,30800
Франківський,nan, відмінний,nan,20,60,80,3,11,20,nan,23100
Сихівський, цегла, відмінний,1,nan,nan,43,1,4,10,nan,13500
Галицький, цегла, люкс,2,nan,nan,92,3,4,5,nan,38500
Франківський, цегла, відмінний,2,nan,nan,96,4,2,9,nan,23000
Франківський,nan,nan,nan,nan,nan,45,1,6,11,nan,17300
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Галицький, цегла, відмінний,1,23,45,89,2,2,3, Австрійський люкс,28900
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Личаківський, цегла, люкс,1,15,nan,52,2,2,3,nan,19300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський,nan, люкс,2,18,65,100,2,2,5,nan,30800
Галицький,nan, відмінний,nan,nan,nan,24,1,2,3, Австрійський,19300
Галицький, цегла, відмінний,1,15,nan,65,2,5,8,nan,30800
Шевченківський,nan, відмінний,nan,nan,nan,60,2,4,10,nan,23100
Галицький, цегла, люкс,1,17,65,115,3,3,3, Австрійський люкс,30800
Личаківський, цегла, люкс,2,22,60,110,2,2,5,nan,40000
Залізничний,nan, відмінний,nan,nan,nan,37,1,1,3,nan,12000
Шевченківський,nan, люкс,nan,nan,nan,100,3,8,11,nan,32700
Залізничний, цегла, люкс,1,15,40,65,2,4,8,nan,23100
Сихівський,nan, відмінний,nan,nan,nan,37,1,6,9,nan,17700
Шевченківський, цегла, відмінний,1,15,57,83,2,8,10,nan,23000
Залізничний,nan, відмінний,nan,nan,nan,130,4,2,3,nan,38500
Франківський, цегла, відмінний,1,15,23,47,1,2,15,nan,19300
Шевченківський,nan, люкс,1,nan,nan,75,2,12,13,nan,38500
Личаківський, цегла, відмінний,1,13,25,46,1,3,10,nan,17300
Залізничний,nan, люкс,1,nan,nan,65,1,9,9,nan,17300
Личаківський,nan, відмінний,nan,6,nan,32,1,1,1,nan,14000
Шевченківський,nan, відмінний,nan,nan,nan,85,3,9,10,nan,21000
Франківський,nan, відмінний,1,nan,nan,57,1,3,12,nan,16500
Сихівський, цегла, відмінний,1,16,55,85,2,9,16,nan,19000
Сихівський,nan, середній,nan,nan,nan,35,1,5,5, Хрущовка,7500
Личаківський,nan, відмінний,nan,6,nan,32,1,1,1,nan,14000
Франківський,nan, відмінний,1,nan,nan,57,1,3,9,nan,16500
Залізничний, цегла, середній,nan,nan,nan,25,1,3,9,nan,9000
Франківський, цегла, відмінний,2,15,54,96,3,2,5,nan,23100
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський, цегла, люкс,3,15,nan,86,2,9,10,nan,25000
Галицький,nan, люкс,nan,nan,nan,80,2,6,7,nan,24000
Шевченківський,nan, люкс,nan,nan,nan,50,2,2,12,nan,14500
Шевченківський,nan, відмінний,nan,nan,nan,66,2,10,11,nan,23100
Сихівський,nan, люкс,nan,nan,nan,48,1,6,11,nan,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Шевченківський, цегла, відмінний,2,nan,nan,98,3,3,9,nan,23100
Сихівський,nan, люкс,nan,nan,nan,50,1,9,20,nan,21200
Галицький,nan, відмінний,nan,nan,nan,130,4,2,2,nan,38500
Галицький,nan, відмінний,nan,nan,nan,37,1,2,5,nan,15400
Франківський,nan, відмінний,2,nan,nan,55,1,13,16,nan,21200
Сихівський,nan,nan,nan,nan,nan,50,2,3,5,nan,13000
Франківський,nan, відмінний,1,nan,nan,56,1,3,17,nan,16500
Залізничний, цегла, відмінний,1,7,37,50,2,4,5, Хрущовка,13000
Сихівський,nan, люкс,nan,nan,nan,62,2,2,9,nan,19300
Шевченківський,nan,nan,nan,nan,nan,45,1,8,15,nan,23100
Галицький,nan, відмінний,nan,5,nan,65,2,1,4, Австрійський,20000
Галицький,nan,nan,nan,nan,nan,45,2,1,4,nan,17000
Шевченківський, цегла, середній,2,9,18,50,2,5,9, Чешка,3500
Франківський, цегла, відмінний,1,11,43,60,2,2,2,nan,25000
Сихівський,nan,nan,1,nan,nan,45,1,2,10,nan,12500
Галицький,nan, відмінний,nan,5,nan,65,2,1,4, Австрійський,20000
Личаківський,nan, відмінний,nan,nan,nan,70,2,4,4, Австрійський,22000
Шевченківський,nan,nan,nan,nan,nan,35,1,4,9,nan,8000
Галицький,nan, відмінний,nan,nan,nan,70,2,4,4, Австрійський,22000
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Галицький, цегла, відмінний,1,23,45,89,2,2,3, Австрійський люкс,28900
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Личаківський, цегла, люкс,1,15,nan,52,2,2,3,nan,19300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський,nan,nan,nan,25,15,45,1,8,9,nan,17300
Франківський,nan, люкс,1,nan,nan,75,2,8,12,nan,21200
Франківський,nan,nan,nan,nan,nan,30,1,2,2,nan,15400
Франківський, цегла, відмінний,2,18,nan,70,2,3,12,nan,18500
Личаківський,nan,nan,nan,nan,nan,117,3,4,5, Будівля старого Львова,20000
Сихівський, пінобетон (піноблок), відмінний,nan,6,22,28,1,8,14,nan,15000
Залізничний,nan, люкс,1,nan,nan,45,1,3,10,nan,15400
Залізничний,nan,nan,nan,nan,nan,49,1,3,7,nan,13000
Личаківський, цегла, відмінний,1,15,35,77,2,10,10,nan,30800
Франківський,nan, люкс,1,nan,nan,52,2,9,9,nan,15000
Галицький, цегла,nan,nan,nan,nan,40,1,2,4,nan,20400
Личаківський,nan,nan,nan,nan,nan,70,2,7,10,nan,19000
Залізничний, цегла, відмінний,1,nan,nan,65,3,4,9,nan,9000
Сихівський,nan, відмінний,nan,nan,nan,60,2,8,10,nan,23100
Сихівський,nan, відмінний,nan,nan,nan,50,2,4,9,nan,10500
Галицький,nan, відмінний,1,nan,nan,37,1,2,5,nan,15400
Франківський,nan, люкс,1,nan,nan,107,3,14,14,nan,27000
Франківський, цегла, люкс,2,20,30,68,2,2,6,nan,23100
Франківський,nan,nan,nan,nan,nan,65,3,2,3,nan,15000
Шевченківський,nan, люкс,nan,nan,nan,80,2,2,6,nan,27000
Шевченківський,nan,nan,nan,nan,nan,60,2,4,10,nan,23100
Галицький,nan, відмінний,nan,nan,nan,28,1,2,3,nan,12000
Личаківський,nan, люкс,nan,nan,nan,80,2,1,9,nan,21200
Личаківський,nan, люкс,nan,nan,nan,75,2,3,4,nan,15000
Шевченківський,nan, люкс,nan,15,18,48,1,3,7,nan,15000
Сихівський,nan, відмінний,nan,nan,nan,56,3,1,5,nan,14000
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Франківський, цегла, відмінний,1,15,nan,41,1,4,8,nan,15400
Шевченківський,nan,nan,nan,nan,nan,45,1,4,10,nan,16000
Франківський,nan, люкс,nan,nan,nan,36,1,1,9,nan,12000
Шевченківський,nan,nan,nan,nan,nan,40,1,9,12,nan,23100
Шевченківський,nan, люкс,nan,nan,nan,80,2,3,9,nan,25000
Франківський,nan, відмінний,nan,nan,nan,61,1,7,9,nan,14000
Сихівський, цегла, відмінний,1,15,35,50,1,9,24,nan,21200
Франківський,nan, відмінний,nan,nan,nan,70,2,2,8,nan,19300
Залізничний, цегла, люкс,1,nan,nan,50,1,6,10,nan,16000
Франківський,nan,nan,nan,nan,nan,21,1,6,9,nan,9000
Залізничний,nan,nan,1,nan,nan,50,1,5,9,nan,21200
Франківський,nan, відмінний,nan,nan,nan,70,2,2,9,nan,19300
Личаківський,nan,nan,nan,nan,nan,46,1,3,10,nan,17300
Сихівський,nan,nan,nan,nan,nan,50,2,5,9,nan,13000
Личаківський,nan, люкс,1,13,35,65,2,5,10,nan,17300
Шевченківський, цегла, відмінний,1,nan,nan,50,1,6,10,nan,16000
Галицький,nan, відмінний,nan,nan,nan,110,3,4,4,nan,22000
Галицький,nan,nan,nan,nan,nan,37,1,2,5,nan,15400
Шевченківський,nan,nan,nan,nan,nan,45,1,3,10,nan,20000
Личаківський,nan, люкс,2,nan,nan,104,3,5,10,nan,27000
Сихівський,nan, відмінний,nan,nan,nan,50,2,6,10,nan,15400
Шевченківський,nan,nan,nan,nan,nan,65,2,10,10,nan,14500
Шевченківський,nan,nan,nan,nan,nan,40,1,2,5,nan,21200
Сихівський,nan,nan,nan,nan,nan,80,2,3,9,nan,15000
Личаківський,nan, відмінний,1,nan,nan,65,2,3,4,nan,13000
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,36600
Галицький, цегла, відмінний,1,23,45,89,2,2,3, Австрійський люкс,28900
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Личаківський, цегла, люкс,1,15,nan,52,2,2,3,nan,19300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Шевченківський,nan, відмінний,1,nan,nan,45,1,4,9,nan,19300
Шевченківський,nan,nan,nan,nan,nan,52,2,4,5,nan,20000
Шевченківський,nan, відмінний,1,nan,nan,45,1,4,9,nan,19300
Сихівський,nan,nan,nan,nan,nan,39,1,6,9,nan,16000
Шевченківський, цегла, відмінний,1,10,40,60,2,7,9, Гуртожиток,12000
Шевченківський, цегла, люкс,1,nan,nan,54,2,5,9, Чешка,12000
Франківський,nan, відмінний,nan,nan,nan,40,1,6,9,nan,13500
Франківський,nan,nan,nan,nan,nan,48,1,3,10,nan,15400
Галицький,nan,nan,nan,nan,nan,36,1,2,3,nan,9000
Шевченківський,nan,nan,nan,nan,nan,40,1,11,12,nan,21200
Шевченківський,nan,nan,nan,nan,nan,60,2,7,10,nan,12000
Галицький,nan,nan,nan,nan,nan,43,2,3,5,nan,12000
Шевченківський,nan,nan,nan,nan,nan,50,1,6,7,nan,19300
Галицький, цегла, відмінний,1,14,50,70,2,6,7,nan,30800
Шевченківський,nan,nan,nan,nan,nan,60,2,7,9,nan,12000
Франківський, цегла, люкс,1,20,15,58,1,12,13,nan,22300
Сихівський, цегла, відмінний,1,11,26,37,1,6,9,nan,17700
Сихівський,nan,nan,nan,nan,nan,47,1,7,10,nan,15500
Галицький, цегла, відмінний,nan,20,40,78,2,2,6,nan,27000
Залізничний,nan, відмінний,1,25,30,65,2,9,9,nan,17300
Галицький,nan, відмінний,1,14,19,44,1,1,4, Австрійський,19300
Шевченківський,nan,nan,nan,nan,nan,37,1,4,7,nan,19300
Личаківський, цегла, люкс,1,nan,nan,75,2,3,6,nan,15000
Франківський,nan, відмінний,nan,nan,nan,59,2,3,4,nan,15000
Личаківський, цегла, відмінний,2,12,50,70,2,3,5,nan,15000
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,12000
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Шевченківський, цегла, люкс,1,nan,nan,70,2,3,10,nan,25000
Галицький, цегла, відмінний,nan,20,nan,45,1,3,3, Австрійський,18500
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Сихівський,nan,nan,nan,nan,nan,50,1,9,23,nan,23100
Шевченківський, цегла, відмінний,nan,6,17,30,1,1,2, Хрущовка,7500
Франківський,nan, відмінний,nan,nan,nan,70,2,2,10,nan,25000
Шевченківський,nan,nan,nan,nan,nan,40,1,2,10,nan,20000
Галицький,nan, люкс,nan,nan,nan,40,1,2,3, Польський,16000
Сихівський, цегла, відмінний,nan,15,55,70,2,3,4, Польський,11000
Сихівський,nan,nan,nan,nan,nan,38,1,5,10,nan,14000
Личаківський, цегла, люкс,1,nan,nan,80,2,1,9,nan,21200
Франківський,nan, люкс,nan,nan,nan,115,3,3,5,nan,27000
Галицький, цегла, люкс,2,nan,nan,115,3,4,4, Австрійський люкс,23100
Шевченківський,nan, відмінний,nan,nan,nan,40,1,8,17,nan,13000
Личаківський,nan, люкс,nan,nan,nan,92,3,4,5,nan,38500
Галицький, цегла, люкс,1,nan,nan,202,4,5,5, Австрійський люкс,53900
Галицький,nan,nan,nan,nan,nan,38,1,3,3,nan,12000
Франківський,nan, відмінний,nan,nan,nan,50,1,14,16,nan,17300
Галицький,nan, люкс,nan,nan,nan,200,4,5,5,nan,53900
Шевченківський,nan,nan,nan,nan,nan,55,1,11,12,nan,25000
Залізничний, цегла, середній,nan,6,30,45,2,5,5,nan,7500
Франківський,nan,nan,nan,nan,nan,68,1,12,12,nan,15000
Личаківський,nan, люкс,1,15,52,80,2,1,9,nan,21200
