district,wall_material,status,balcony,area_kitchen,area_living,area,room,floor,superficiality,type_build,price
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Галицький,nan,nan,1,nan,nan,80,2,10,12,nan,27000
Сихівський, цегла, відмінний,2,25,32,90,2,2,10,nan,27000
Сихівський, цегла, люкс,1,nan,nan,75,2,3,3,nan,25000
Франківський, цегла, люкс,nan,nan,nan,120,3,2,5,nan,27000
Галицький, цегла, люкс,2,nan,nan,120,3,1,5,nan,30800
Франківський,nan, відмінний,1,nan,nan,60,1,12,15,nan,23100
Франківський, цегла, відмінний,1,11,25,39,1,6,9,nan,15400
Франківський,nan, відмінний,1,nan,nan,60,2,12,15,nan,23100
Залізничний, цегла, середній,nan,5,17,29,1,9,9, Готелька,6500
Шевченківський, цегла, відмінний,nan,15,25,49,1,4,9,nan,16000
Франківський,nan,nan,nan,9,nan,44,2,1,5,nan,14500
Сихівський,nan,nan,nan,nan,nan,43,2,1,9,nan,12000
Галицький,nan, люкс,nan,nan,nan,107,4,3,3,nan,23100
Сихівський,nan,nan,nan,nan,nan,60,3,9,9,nan,10000
Личаківський,nan, люкс,nan,nan,nan,80,2,1,9,nan,19500
Шевченківський,nan, люкс,nan,nan,nan,80,2,3,9,nan,25000
Залізничний, цегла, середній,nan,nan,nan,25,1,3,9,nan,9000
Личаківський,nan, люкс,nan,nan,nan,175,4,4,4,nan,46200
Шевченківський,nan, люкс,1,18,33,73,2,6,10,nan,34600
Шевченківський,nan, люкс,nan,nan,nan,80,2,3,9,nan,27000
Шевченківський, цегла, люкс,1,nan,nan,45,1,2,4,nan,13500
Сихівський, цегла, люкс,3,15,nan,86,2,9,10,nan,25000
Личаківський, цегла,nan,nan,10,30,60,2,1,3, Австрійський,12000
Галицький,nan, люкс,nan,nan,nan,50,2,1,4,nan,15000
Франківський, цегла, відмінний,nan,nan,nan,50,1,3,9, Чешка,4500
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Сихівський, цегла, люкс,3,15,nan,86,2,9,10,nan,25000
Личаківський, цегла,nan,nan,10,30,60,2,1,3, Австрійський,12000
Галицький,nan, люкс,nan,nan,nan,50,2,1,4,nan,15000
Франківський, цегла, відмінний,nan,nan,nan,50,1,3,9, Чешка,4500
Шевченківський, цегла, середній,1,nan,nan,38,1,5,9, Чешка,9500
Галицький,nan, середній,nan,nan,nan,45,1,1,3, Австрійський,7000
Шевченківський, цегла, відмінний,1,18,nan,78,2,5,10,nan,30800
Шевченківський,nan,nan,nan,nan,nan,70,2,8,10,nan,20000
Залізничний, панель,nan,nan,nan,nan,60,3,5,5,nan,11000
Залізничний, панель, відмінний,nan,nan,nan,42,2,2,5,nan,11000
Сихівський,nan,nan,nan,nan,nan,50,1,8,9,nan,13500
Галицький,nan,nan,nan,nan,nan,45,1,2,9,nan,19300
Галицький, цегла, люкс,1,15,53,78,3,1,3, Будівля старого Львова,23100
Франківський,nan, відмінний,nan,nan,nan,58,1,12,16,nan,23100
Личаківський,nan, відмінний,nan,nan,nan,50,2,2,9,nan,13000
Галицький,nan,nan,nan,nan,nan,75,3,1,5,nan,28900
Залізничний,nan,nan,nan,nan,nan,31,2,2,3,nan,9500
Шевченківський, цегла, люкс,1,nan,nan,58,2,1,6,nan,21200
Сихівський,nan, відмінний,nan,nan,nan,45,1,21,25,nan,23100
Галицький,nan,nan,nan,nan,nan,60,2,6,1,nan,19300
Залізничний, цегла, відмінний,1,9,nan,44,1,2,10,nan,15000
Франківський, цегла, середній,1,nan,nan,50,2,3,9, Чешка,7000
Шевченківський,nan, люкс,nan,nan,nan,57,1,5,12,nan,23100
Сихівський,nan, відмінний,nan,nan,nan,68,3,1,9, Чешка,13500
Франківський, цегла, відмінний,nan,11,nan,59,2,2,2,nan,15400
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Шевченківський, цегла, люкс,1,nan,nan,58,2,1,6,nan,21200
Сихівський,nan, відмінний,nan,nan,nan,45,1,21,25,nan,23100
Галицький,nan,nan,nan,nan,nan,60,2,6,1,nan,19300
Залізничний, цегла, відмінний,1,9,nan,44,1,2,10,nan,15000
Франківський, цегла, середній,1,nan,nan,50,2,3,9, Чешка,7000
Шевченківський,nan, люкс,nan,nan,nan,57,1,5,12,nan,23100
Сихівський,nan, відмінний,nan,nan,nan,68,3,1,9, Чешка,13500
Франківський, цегла, відмінний,nan,11,nan,59,2,2,2,nan,15400
Шевченківський, цегла, люкс,1,nan,nan,50,2,7,10,nan,22000
Франківський, цегла, середній,nan,6,13,23,1,9,9, Чешка,8500
Сихівський, цегла, відмінний,nan,11,20,42,1,3,5,nan,9500
Галицький,nan,nan,nan,nan,nan,21,1,1,4,nan,538100
Залізничний,nan, відмінний,nan,nan,nan,62,2,5,7,nan,25000
Залізничний, цегла, відмінний,2,nan,nan,70,3,3,9, Чешка,14000
Галицький,nan,nan,nan,nan,nan,95,3,3,3,nan,18500
Залізничний, цегла, відмінний,1,14,19,44,1,4,7,nan,15000
Сихівський,nan,nan,nan,nan,nan,46,1,3,10,nan,19300
Залізничний,nan,nan,nan,nan,nan,75,3,2,2,nan,15000
Сихівський,nan,nan,nan,nan,nan,50,1,10,20,nan,21200
Франківський,nan,nan,nan,nan,nan,69,2,8,10,nan,18100
Шевченківський, цегла, люкс,1,35,35,98,2,8,16,nan,27000
Шевченківський, цегла, люкс,1,nan,nan,42,1,10,12,nan,21200
Галицький,nan,nan,nan,nan,nan,33,1,2,4,nan,15400
Сихівський,nan, відмінний,nan,8,30,50,2,5,9, Чешка,10000
Шевченківський,nan,nan,nan,nan,nan,43,1,5,6,nan,15000
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Залізничний,nan, відмінний,2,nan,nan,74,2,3,5,nan,15000
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Сихівський,nan,nan,nan,nan,nan,50,1,10,20,nan,21200
Франківський,nan,nan,nan,nan,nan,69,2,8,10,nan,18100
Шевченківський, цегла, люкс,1,35,35,98,2,8,16,nan,27000
Шевченківський, цегла, люкс,1,nan,nan,42,1,10,12,nan,21200
Галицький,nan,nan,nan,nan,nan,33,1,2,4,nan,15400
Сихівський,nan, відмінний,nan,8,30,50,2,5,9, Чешка,10000
Шевченківський,nan,nan,nan,nan,nan,43,1,5,6,nan,15000
Личаківський,nan,nan,nan,7,nan,45,2,2,2, Сталінка,12000
Галицький,nan, люкс,1,nan,nan,60,2,2,3, Австрійський,20000
Шевченківський,nan,nan,nan,nan,nan,45,1,3,15,nan,19300
Сихівський,nan, люкс,nan,nan,40,72,3,5,9,nan,20000
Сихівський, цегла, відмінний,1,nan,nan,84,2,3,9,nan,17000
Личаківський,nan,nan,nan,nan,nan,59,2,2,5, Австрійський,17300
Галицький,nan, люкс,1,16,nan,75,2,3,3,nan,25000
Галицький,nan, відмінний,1,nan,nan,80,3,1,5, Чешка,22000
Личаківський, цегла, середній,2,nan,nan,72,1,2,9,nan,13000
Франківський, цегла, люкс,1,nan,nan,50,1,10,12,nan,14000
Шевченківський,nan,nan,nan,nan,nan,46,1,9,10,nan,27000
Франківський,nan,nan,nan,nan,nan,30,1,15,17,nan,11600
Галицький,nan,nan,nan,nan,nan,43,1,4,12,nan,21200
Шевченківський, цегла, люкс,1,nan,nan,90,2,3,8,nan,27000
Шевченківський,nan, люкс,nan,nan,nan,60,2,5,12,nan,25000
Личаківський,nan,nan,nan,nan,nan,54,2,8,9,nan,16600
Шевченківський,nan,nan,nan,nan,nan,50,1,8,10,nan,18000
Галицький,nan,nan,nan,nan,nan,45,1,3,8,nan,23100
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Шевченківський,nan, люкс,nan,nan,nan,60,2,5,12,nan,25000
Личаківський,nan,nan,nan,nan,nan,54,2,8,9,nan,16600
Шевченківський,nan,nan,nan,nan,nan,50,1,8,10,nan,18000
Галицький,nan,nan,nan,nan,nan,45,1,3,8,nan,23100
Франківський,nan, люкс,1,nan,nan,50,1,4,16,nan,19000
Сихівський,nan, відмінний,nan,nan,nan,53,2,9,10,nan,19300
Галицький,nan,nan,nan,nan,nan,43,1,3,5,nan,18500
Франківський, цегла, люкс,1,nan,nan,79,2,5,10,nan,25000
Франківський,nan,nan,nan,nan,nan,66,3,3,3,nan,22000
Личаківський,nan,nan,1,nan,nan,65,2,3,4,nan,13000
Галицький,nan,nan,nan,nan,nan,68,2,2,4,nan,34600
Личаківський, цегла, відмінний,1,15,42,65,2,7,10,nan,15000
Галицький,nan,nan,nan,nan,nan,42,1,3,3,nan,23100
Галицький, цегла, відмінний,1,15,30,60,1,3,3, Будівля старого Львова,16000
Сихівський, цегла, люкс,1,14,17,47,1,6,7,nan,13000
Галицький, цегла, люкс,1,nan,nan,88,3,1,3, Австрійський люкс,25000
Сихівський, цегла, люкс,nan,nan,nan,45,1,2,10,nan,16000
Франківський,nan,nan,nan,nan,nan,68,3,3,3,nan,22000
Сихівський,nan, відмінний,nan,nan,nan,47,1,5,10,nan,17300
Шевченківський,nan,nan,nan,nan,nan,72,2,8,11,nan,23100
Сихівський,nan, відмінний,1,20,39,84,2,3,9,nan,17000
Сихівський,nan,nan,nan,nan,nan,42,1,7,10,nan,14000
Залізничний, цегла, відмінний,1,15,nan,56,2,7,10,nan,23100
Шевченківський,nan, люкс,1,14,28,43,1,6,10,nan,14000
Шевченківський,nan,nan,nan,nan,nan,50,1,7,10,nan,15400
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Сихівський, цегла, люкс,nan,nan,nan,45,1,2,10,nan,16000
Франківський,nan,nan,nan,nan,nan,68,3,3,3,nan,22000
Сихівський,nan, відмінний,nan,nan,nan,47,1,5,10,nan,17300
Шевченківський,nan,nan,nan,nan,nan,72,2,8,11,nan,23100
Сихівський,nan, відмінний,1,20,39,84,2,3,9,nan,17000
Сихівський,nan,nan,nan,nan,nan,42,1,7,10,nan,14000
Залізничний, цегла, відмінний,1,15,nan,56,2,7,10,nan,23100
Шевченківський,nan, люкс,1,14,28,43,1,6,10,nan,14000
Шевченківський,nan,nan,nan,nan,nan,50,1,7,10,nan,15400
Галицький, цегла, відмінний,nan,nan,nan,38,1,3,4, Австрійський люкс,10000
Франківський, цегла, люкс,1,14,17,47,1,6,7,nan,13000
Франківський, панель, середній,1,6,18,18,3,2,5, Брежнєвка,4500
Галицький,nan,nan,nan,nan,nan,76,2,4,4,nan,38500
Франківський,nan, відмінний,2,17,60,90,2,9,10,nan,27000
Шевченківський,nan, відмінний,nan,nan,nan,16,2,7,9, Чешка,4000
Шевченківський,nan,nan,nan,nan,nan,72,2,8,9,nan,46200
Галицький, цегла, відмінний,1,nan,nan,55,2,3,3, Австрійський,18000
Франківський,nan,nan,nan,6,40,57,3,3,5, Хрущовка,7700
Сихівський, цегла, відмінний,nan,11,17,37,1,5,10,nan,9000
Франківський,nan,nan,nan,nan,nan,16,1,2,3,nan,2200
Сихівський, цегла, люкс,1,nan,nan,45,1,5,10,nan,17300
Сихівський,nan,nan,nan,nan,nan,44,1,10,25,nan,19300
Личаківський,nan,nan,nan,nan,nan,90,2,1,5,nan,19300
Залізничний, цегла, люкс,1,35,65,115,3,3,3, Польський,34600
Сихівський,nan, відмінний,2,10,nan,70,3,4,9, Чешка,11000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Залізничний,nan, відмінний,2,nan,nan,74,2,3,5,nan,15000
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Залізничний, цегла, люкс,1,35,65,115,3,3,3, Польський,34600
Сихівський,nan, відмінний,2,10,nan,70,3,4,9, Чешка,11000
Шевченківський,nan,nan,nan,nan,nan,50,1,8,9,nan,16000
Шевченківський,nan,nan,nan,30,nan,85,2,5,10,nan,46200
Шевченківський, цегла, люкс,1,nan,nan,70,2,4,10,nan,21200
Шевченківський,nan,nan,nan,nan,nan,75,1,4,9,nan,15000
Шевченківський,nan,nan,nan,nan,nan,60,2,2,5,nan,17300
Галицький, цегла, відмінний,1,nan,nan,45,1,13,15,nan,19300
Франківський,nan,nan,nan,nan,nan,42,1,3,6,nan,15400
Франківський, цегла, люкс,1,nan,nan,70,2,8,10,nan,17300
Личаківський, цегла, відмінний,1,nan,nan,42,1,2,9,nan,14000
Галицький, цегла, відмінний,1,nan,nan,55,2,5,5,nan,18100
Франківський, цегла, люкс,1,nan,nan,63,2,4,4, Польський люкс,32400
Сихівський, цегла, відмінний,2,18,36,75,2,7,10,nan,21200
Франківський,nan, відмінний,1,nan,nan,39,1,6,9,nan,15400
Франківський, цегла, відмінний,nan,nan,nan,75,3,4,4,nan,12000
Франківський, цегла, відмінний,1,nan,nan,32,1,2,2,nan,11000
Франківський,nan, відмінний,1,nan,nan,48,1,4,9,nan,15000
Личаківський, цегла, відмінний,nan,nan,nan,70,3,1,2, Австрійський,18000
Личаківський, цегла, люкс,nan,nan,nan,80,2,1,10,nan,19300
Галицький,nan, середній,nan,nan,nan,33,1,2,4,nan,13500
Залізничний, цегла, люкс,1,nan,nan,56,2,7,10,nan,21200
Галицький, цегла, люкс,1,13,46,59,2,3,4, Австрійський,17000
Личаківський, цегла, люкс,2,nan,nan,75,2,4,5,nan,38500
Сихівський, цегла, люкс,1,nan,nan,70,2,2,4,nan,17000
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Сихівський, цегла, люкс,1,nan,nan,70,2,2,4,nan,17000
Галицький, цегла, люкс,1,nan,nan,80,2,3,9,nan,25000
Галицький, цегла, відмінний,nan,nan,nan,80,2,2,3,nan,17300
Франківський, цегла, відмінний,1,30,60,105,3,14,15,nan,27000
Залізничний,nan,nan,nan,nan,nan,60,2,7,10,nan,22000
Франківський,nan,nan,nan,nan,nan,56,2,3,9,nan,17300
Сихівський, цегла, відмінний,1,nan,nan,48,1,6,7,nan,12000
Сихівський, цегла, відмінний,1,15,35,68,2,2,10,nan,15000
Залізничний, цегла, відмінний,nan,7,30,46,2,1,2,nan,12000
Галицький,nan,nan,nan,nan,nan,59,2,2,5,nan,17000
Личаківський, цегла, люкс,1,nan,nan,50,2,4,5, Сталінка,18000
Франківський,nan,nan,nan,nan,nan,45,2,1,5,nan,14500
Шевченківський, цегла, відмінний,1,12,58,70,2,9,10,nan,20000
Залізничний, цегла, відмінний,1,7,18,45,2,2,5, Хрущовка,14000
Галицький,nan, люкс,nan,nan,nan,68,2,8,14,nan,36600
Личаківський,nan,nan,nan,nan,nan,57,2,2,5,nan,16200
Сихівський, цегла, люкс,1,nan,nan,48,1,4,6,nan,19300
Франківський,nan, люкс,1,15,20,50,1,3,10,nan,15400
Шевченківський, цегла, відмінний,1,14,16,42,1,4,10,nan,18000
Франківський,nan,nan,nan,12,40,57,2,7,12,nan,20000
Шевченківський, цегла, відмінний,1,nan,nan,42,1,3,6,nan,16000
Личаківський, цегла, відмінний,1,nan,nan,44,2,3,5, Хрущовка,13000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Франківський,nan,nan,nan,12,40,57,2,7,12,nan,20000
Шевченківський, цегла, відмінний,1,nan,nan,42,1,3,6,nan,16000
Личаківський, цегла, відмінний,1,nan,nan,44,2,3,5, Хрущовка,13000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Шевченківський, цегла, люкс,1,nan,nan,45,1,8,10,nan,15000
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Галицький, цегла, відмінний,1,18,nan,80,3,1,5, Сталінка,17000
Франківський, цегла, люкс,1,11,nan,56,2,3,5,nan,19300
Франківський, цегла, відмінний,1,15,60,90,3,1,4, Австрійський,691900
Галицький, цегла, люкс,1,19,nan,120,3,3,3, Польський люкс,34600
Франківський, цегла, відмінний,nan,15,50,65,2,11,12,nan,27000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький, цегла, люкс,nan,12,nan,55,2,2,3, Австрійський люкс,17000
Сихівський, цегла, відмінний,1,nan,nan,39,1,8,11,nan,13000
Франківський,nan,nan,nan,nan,nan,40,1,6,9,nan,15400
Личаківський, цегла, люкс,nan,nan,nan,47,1,4,10,nan,15000
Галицький, цегла, відмінний,1,25,nan,70,1,3,9,nan,23100
Франківський,nan,nan,1,12,28,52,1,11,16,nan,16000
Галицький, цегла, люкс,1,nan,nan,43,1,10,14,nan,19300
Шевченківський, цегла, відмінний,nan,nan,nan,31,1,2,6,nan,13500
Шевченківський, цегла, відмінний,2,10,48,80,3,9,9, Чешка,16000
Шевченківський,nan,nan,nan,nan,nan,55,1,9,16,nan,17000
Сихівський,nan, відмінний,nan,nan,nan,150,5,9,10,nan,27000
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Франківський,nan,nan,nan,nan,nan,40,1,6,9,nan,15400
Личаківський, цегла, люкс,nan,nan,nan,47,1,4,10,nan,15000
Галицький, цегла, відмінний,1,25,nan,70,1,3,9,nan,23100
Франківський,nan,nan,1,12,28,52,1,11,16,nan,16000
Галицький, цегла, люкс,1,nan,nan,43,1,10,14,nan,19300
Шевченківський, цегла, відмінний,nan,nan,nan,31,1,2,6,nan,13500
Шевченківський, цегла, відмінний,2,10,48,80,3,9,9, Чешка,16000
Шевченківський,nan,nan,nan,nan,nan,55,1,9,16,nan,17000
Сихівський,nan, відмінний,nan,nan,nan,150,5,9,10,nan,27000
Шевченківський, цегла, відмінний,1,nan,nan,42,1,10,14,nan,19300
Галицький, цегла, відмінний,nan,30,nan,62,2,4,4,nan,46200
Личаківський,nan,nan,nan,nan,nan,57,1,1,3, Австрійський,14000
Личаківський,nan,nan,nan,nan,nan,32,1,1,1,nan,14000
Шевченківський, цегла, відмінний,1,nan,nan,67,2,6,10,nan,14000
Шевченківський, цегла, відмінний,2,10,48,80,3,9,9, Чешка,16000
Сихівський,nan,nan,nan,nan,nan,40,1,5,10,nan,19300
Залізничний, цегла, відмінний,nan,nan,nan,60,3,4,4, Австрійський,12000
Залізничний, цегла, відмінний,nan,nan,nan,56,1,3,10,nan,12900
Шевченківський,nan,nan,nan,18,20,40,1,9,10,nan,21200
Сихівський, цегла, відмінний,1,nan,nan,53,1,8,10,nan,14500
Залізничний, цегла, відмінний,nan,nan,nan,60,3,4,4, Австрійський,12000
Шевченківський,nan,nan,nan,nan,nan,75,2,7,10,nan,19000
Шевченківський,nan,nan,nan,nan,nan,40,1,11,14,nan,23100
Франківський,nan,nan,nan,nan,nan,75,2,15,15,nan,21200
Франківський,nan, середній,1,nan,nan,32,1,6,9, Чешка,7000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Залізничний, цегла, відмінний,nan,nan,nan,60,3,4,4, Австрійський,12000
Шевченківський,nan,nan,nan,nan,nan,75,2,7,10,nan,19000
Шевченківський,nan,nan,nan,nan,nan,40,1,11,14,nan,23100
Франківський,nan,nan,nan,nan,nan,75,2,15,15,nan,21200
Франківський,nan, середній,1,nan,nan,32,1,6,9, Чешка,7000
Галицький,nan,nan,nan,nan,nan,55,1,4,10,nan,25000
Шевченківський,nan,nan,nan,nan,nan,40,1,11,14,nan,23100
Франківський, цегла,nan,nan,nan,nan,58,2,1,2, Польський,12000
Франківський,nan,nan,nan,nan,nan,58,1,10,15,nan,25000
Шевченківський,nan,nan,1,nan,nan,45,1,2,10,nan,18000
Франківський,nan, люкс,nan,15,30,50,1,6,12,nan,19300
Залізничний, цегла, відмінний,1,nan,nan,80,2,2,9,nan,20000
Франківський,nan, відмінний,1,nan,nan,78,2,11,12,nan,25000
Галицький,nan,nan,nan,nan,nan,47,1,8,12,nan,19300
Галицький,nan,nan,nan,nan,nan,60,2,9,14,nan,25000
Личаківський,nan,nan,nan,nan,nan,34,1,1,1,nan,14000
Сихівський,nan,nan,nan,12,40,66,2,7,9,nan,21200
Личаківський,nan,nan,nan,nan,nan,35,1,1,1,nan,14000
Залізничний,nan,nan,nan,nan,nan,73,3,8,9,nan,18000
Личаківський, цегла, люкс,1,11,40,65,2,2,3, Австрійський,13500
Сихівський,nan,nan,nan,nan,nan,53,2,1,9,nan,10000
Галицький,nan, середній,nan,nan,nan,35,1,3,4, Австрійський,12000
Личаківський, цегла, відмінний,1,nan,nan,45,1,7,9,nan,11500
Галицький,nan,nan,nan,nan,nan,70,2,3,4, Будівля старого Львова,28900
Франківський,nan,nan,nan,nan,nan,75,2,16,15,nan,27000
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Личаківський, цегла, відмінний,1,nan,nan,45,1,7,9,nan,11500
Галицький,nan,nan,nan,nan,nan,70,2,3,4, Будівля старого Львова,28900
Франківський,nan,nan,nan,nan,nan,75,2,16,15,nan,27000
Шевченківський,nan, відмінний,nan,nan,nan,65,2,7,10,nan,16000
Франківський, цегла, люкс,1,nan,nan,40,1,5,8,nan,16200
Галицький,nan,nan,nan,nan,nan,52,2,3,5,nan,15000
Залізничний,nan, відмінний,nan,nan,nan,70,2,4,5,nan,16000
Франківський, цегла, люкс,1,nan,nan,40,1,5,8,nan,16200
Шевченківський,nan,nan,nan,nan,nan,40,1,3,10,nan,25000
Галицький,nan,nan,nan,7,32,40,1,2,3,nan,10000
Франківський,nan,nan,nan,nan,nan,39,1,6,9,nan,15400
Галицький, цегла, середній,nan,18,nan,78,2,3,3,nan,17300
Шевченківський,nan,nan,nan,5,30,35,1,3,5,nan,9000
Шевченківський,nan, відмінний,1,nan,nan,52,1,7,9,nan,19300
Шевченківський,nan, відмінний,nan,nan,nan,38,1,5,10,nan,13500
Шевченківський,nan, відмінний,nan,nan,nan,49,2,3,10,nan,15400
Галицький,nan,nan,nan,8,52,60,2,2,3,nan,28900
