district,wall_material,status,balcony,area_kitchen,area_living,area,room,floor,superficiality,type_build,price
Галицький, цегла, люкс,1,17,nan,42,1,5,10,nan,19000
Шевченківський,nan,nan,nan,nan,nan,90,2,19,22,nan,48100
Галицький, цегла, люкс,nan,nan,nan,60,1,5,5, Австрійський люкс,30800
Шевченківський, цегла, люкс,1,10,nan,80,4,9,9,nan,4000
Галицький,nan, відмінний,nan,nan,nan,45,1,6,9,nan,12000
Шевченківський, цегла, люкс,2,25,nan,75,2,7,10,nan,19000
Шевченківський, цегла, відмінний,nan,7,nan,46,2,1,5,nan,10000
Шевченківський,nan, люкс,nan,nan,nan,45,2,1,1, Особняк,10000
Галицький, цегла, люкс,1,20,nan,50,1,4,9,nan,19000
Шевченківський, цегла, люкс,nan,6,nan,30,1,9,9,nan,9000
Залізничний,nan,nan,nan,15,60,100,3,4,5,nan,16000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький, цегла, люкс,1,40,55,175,4,7,7,nan,57700
Сихівський, панель, відмінний,2,12,45,68,3,5,9, Чешка,12000
Галицький, цегла, люкс,2,nan,nan,92,3,4,5,nan,38500
Личаківський,nan, люкс,2,nan,nan,50,2,1,5,nan,15500
Галицький,nan,nan,nan,nan,nan,55,2,4,4,nan,19300
Шевченківський,nan,nan,nan,nan,nan,48,1,18,22,nan,19300
Галицький,nan,nan,nan,nan,nan,47,2,3,3,nan,16000
Франківський,nan,nan,nan,nan,nan,60,1,1,3,nan,23100
Франківський,nan, відмінний,1,nan,nan,45,1,7,10,nan,13000
Галицький, цегла, середній,nan,81,303,403,1,2,2, Австрійський,8000
Залізничний, цегла, відмінний,1,6,nan,422,2,3,3, Польський,10000
Залізничний,nan,nan,nan,nan,nan,75,2,2,10,nan,19300
Галицький, цегла, відмінний,1,6,nan,35,1,2,2, Польський люкс,17300
Сихівський, цегла, відмінний,1,6,15,50,1,7,9, Хрущовка,3000
Франківський, цегла, відмінний,1,14,33,56,2,3,9,nan,19300
Сихівський, цегла, відмінний,1,nan,nan,72,3,2,9, Чешка,21200
Франківський,nan,nan,1,nan,nan,75,2,8,9,nan,19300
Франківський, цегла, відмінний,nan,3,nan,20,1,5,5, Гуртожиток,8500
Сихівський,nan,nan,2,nan,nan,72,3,2,9, Чешка,21200
Шевченківський,nan,nan,1,nan,nan,57,1,5,6,nan,23100
Залізничний,nan,nan,nan,16,nan,43,1,6,12,nan,19300
Сихівський, цегла, відмінний,2,14,32,65,2,4,5,nan,18000
Сихівський,nan, люкс,1,nan,nan,45,1,7,20,nan,17000
Сихівський, цегла, люкс,1,12,36,60,2,1,16,nan,17300
Галицький,nan,nan,nan,nan,nan,45,2,1,3,nan,13000
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Сихівський, панель, відмінний,2,nan,nan,82,4,9,9, Чешка,15000
Залізничний, панель, відмінний,1,nan,29,44,2,3,5, Хрущовка,11500
Шевченківський, цегла, середній,2,9,39,67,3,6,9, Чешка,8500
Залізничний,nan, люкс,1,10,40,60,2,1,3, Особняк,15000
Сихівський,nan, відмінний,1,11,32,52,2,4,9, Чешка,10000
Франківський, цегла, відмінний,3,nan,nan,100,3,5,6,nan,23100
Сихівський, панель, відмінний,2,nan,nan,70,4,2,9,nan,12500
Франківський, цегла, відмінний,nan,6,28,47,2,4,5, Хрущовка,8000
Шевченківський,nan,nan,nan,nan,nan,72,2,9,13,nan,17300
Галицький,nan, відмінний,2,17,nan,81,2,2,4, Австрійський люкс,17300
Франківський, цегла, люкс,1,nan,nan,60,1,12,16,nan,25000
Сихівський, цегла, відмінний,nan,nan,nan,80,3,1,10,nan,14000
Франківський,nan, люкс,nan,nan,nan,58,1,12,16,nan,25000
Шевченківський,nan,nan,nan,9,nan,35,1,2,9,nan,8000
Шевченківський, цегла, відмінний,1,9,40,56,2,7,14, Чешка,13500
Залізничний, цегла, відмінний,nan,nan,nan,35,1,2,3, Особняк,5000
Сихівський, цегла, відмінний,2,nan,nan,62,2,12,15, Чешка,12000
Франківський, цегла, відмінний,1,7,nan,36,1,5,9, Чешка,7000
Сихівський, цегла, люкс,1,117,10,31,1,9,10,nan,13500
Франківський, цегла, відмінний,nan,nan,nan,84,2,4,8,nan,38500
Шевченківський, цегла, відмінний,nan,nan,nan,119,3,10,11,nan,27000
Сихівський, цегла, відмінний,1,7,28,45,2,3,5, Хрущовка,7000
Франківський, цегла, відмінний,nan,nan,nan,100,3,3,8,nan,34600
Залізничний, цегла, відмінний,1,nan,nan,76,3,4,9, Чешка,17300
Шевченківський,nan,nan,nan,nan,nan,76,2,1,9,nan,12000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Залізничний,nan, відмінний,2,nan,nan,74,2,3,5,nan,15000
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Залізничний, цегла, відмінний,1,nan,nan,76,3,4,9, Чешка,17300
Шевченківський,nan,nan,nan,nan,nan,76,2,1,9,nan,12000
Шевченківський,nan,nan,nan,12,nan,45,1,4,10,nan,21200
Франківський, панель, відмінний,nan,nan,nan,75,4,7,9,nan,17300
Галицький,nan,nan,nan,nan,nan,60,2,3,4,nan,14000
Франківський, цегла, відмінний,1,nan,nan,44,1,6,7,nan,13500
Галицький,nan, відмінний,1,nan,nan,50,2,2,3, Австрійський,16000
Сихівський, цегла, люкс,1,15,18,50,1,4,9,nan,14000
Галицький, цегла, відмінний,1,nan,nan,47,1,3,8,nan,23100
Галицький, цегла, відмінний,1,nan,34,50,2,3,3, Австрійський,15000
Шевченківський, цегла, відмінний,nan,nan,nan,60,2,5,9,nan,14000
Залізничний, цегла, відмінний,1,nan,nan,50,1,3,3,nan,15400
Галицький,nan,nan,nan,nan,nan,55,2,2,4,nan,15400
Шевченківський,nan,nan,nan,nan,nan,68,3,9,10,nan,13000
Шевченківський,nan,nan,nan,nan,nan,65,2,3,9,nan,16000
Франківський,nan,nan,nan,nan,nan,47,1,1,10,nan,13500
Франківський, цегла, відмінний,nan,nan,nan,46,2,8,10,nan,15000
Шевченківський,nan,nan,nan,nan,nan,46,2,5,5,nan,19300
Франківський, цегла, люкс,1,12,29,49,1,8,9,nan,16000
Галицький,nan, відмінний,3,nan,nan,100,3,8,12,nan,32700
Шевченківський,nan, люкс,nan,nan,nan,49,1,5,10,nan,21200
Галицький,nan, відмінний,nan,nan,nan,48,1,3,3,nan,15000
Галицький, цегла, відмінний,nan,5,28,40,1,2,4, Австрійський,15000
Личаківський, цегла, люкс,nan,nan,nan,70,2,1,4,nan,11600
Галицький,nan,nan,nan,nan,nan,39,2,2,4,nan,18000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Залізничний,nan, відмінний,2,nan,nan,74,2,3,5,nan,15000
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський,nan,nan,nan,nan,nan,45,2,7,11,nan,19300
Залізничний,nan,nan,nan,nan,nan,44,2,2,2,nan,13000
Франківський,nan,nan,nan,nan,nan,115,3,3,5,nan,27000
Сихівський, цегла, відмінний,1,nan,nan,50,1,9,9,nan,15000
Франківський,nan, відмінний,nan,nan,nan,50,2,4,4,nan,17300
Личаківський,nan, відмінний,nan,nan,nan,175,4,4,4,nan,46200
Личаківський,nan, відмінний,2,20,nan,64,1,7,10,nan,20300
Личаківський,nan, люкс,nan,nan,nan,92,3,4,5,nan,38500
Галицький, цегла, відмінний,1,12,nan,126,3,4,4, Австрійський люкс,22000
Сихівський,nan,nan,nan,nan,nan,68,3,1,9,nan,13000
Залізничний,nan,nan,nan,nan,nan,77,3,2,6,nan,13000
Галицький, цегла, люкс,nan,35,140,200,4,5,5, Польський люкс,53900
Галицький, цегла, люкс,nan,nan,nan,40,1,2,3,nan,15400
Галицький,nan,nan,nan,nan,nan,55,2,3,10,nan,21200
Личаківський, цегла, відмінний,nan,36,nan,36,1,3,3, Польський,15400
Шевченківський, цегла, відмінний,nan,16,24,41,1,12,14,nan,19300
Шевченківський, цегла, відмінний,1,15,35,70,2,4,9,nan,23100
Залізничний, цегла, відмінний,1,7,25,54,2,3,5, Хрущовка,13000
Шевченківський,nan, люкс,nan,nan,nan,80,2,3,9,nan,27000
Шевченківський, цегла, відмінний,1,nan,nan,65,2,8,9,nan,15400
Франківський,nan, відмінний,1,7,30,44,2,3,5,nan,10000
Франківський,nan, відмінний,nan,nan,nan,83,2,4,10,nan,34600
Франківський,nan, відмінний,nan,20,nan,78,2,5,12,nan,17000
Галицький, цегла, відмінний,1,nan,nan,108,3,4,5,nan,57700
Сихівський, цегла, відмінний,1,12,16,43,1,3,10,nan,13000
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Залізничний,nan, відмінний,2,nan,nan,74,2,3,5,nan,15000
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський,nan, люкс,nan,nan,nan,80,2,1,9,nan,19500
Франківський,nan,nan,nan,8,20,28,1,9,17,nan,17300
Шевченківський,nan, відмінний,nan,18,nan,100,3,3,10,nan,25000
Франківський,nan, відмінний,1,20,nan,78,2,5,12,nan,17000
Сихівський,nan,nan,nan,14,35,65,2,8,9,nan,17000
Залізничний, цегла,nan,1,8,30,50,2,9,9, Чешка,9000
Франківський,nan, відмінний,nan,nan,nan,42,1,10,12,nan,14000
Шевченківський,nan, люкс,2,nan,60,105,2,8,9,nan,30800
Франківський,nan,nan,nan,nan,nan,66,2,7,8,nan,38500
Галицький, цегла, люкс,nan,nan,nan,50,2,2,4, Австрійський люкс,15000
Галицький,nan,nan,nan,nan,nan,140,3,4,4, Австрійський,38500
Шевченківський,nan, відмінний,nan,nan,nan,55,1,10,16,nan,25000
Франківський, панель, люкс,2,9,42,65,3,3,9, Чешка,16000
Франківський, цегла, відмінний,nan,8,20,28,1,9,17,nan,17300
Франківський,nan, відмінний,1,nan,nan,68,2,6,10,nan,19300
Шевченківський,nan, люкс,nan,nan,nan,43,1,2,7,nan,16000
Франківський,nan,nan,nan,nan,nan,66,2,3,7,nan,27000
Франківський, цегла, відмінний,1,7,nan,37,1,5,9, Чешка,12000
Галицький,nan,nan,nan,nan,nan,46,2,1,5, Австрійський,13000
Шевченківський, цегла, відмінний,1,10,21,44,1,2,11,nan,16000
Шевченківський,nan, відмінний,1,nan,nan,45,1,2,9,nan,17300
Галицький, цегла, відмінний,nan,10,nan,75,3,1,4, Польський,24100
Шевченківський,nan,nan,nan,nan,nan,42,1,6,10,nan,14000
Шевченківський,nan,nan,nan,nan,nan,20,1,1,1,nan,10000
Сихівський,nan,nan,nan,nan,nan,34,1,7,9,nan,12000
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Франківський, цегла, люкс,nan,24,nan,68,2,10,10,nan,25000
Шевченківський, цегла, відмінний,1,10,21,44,1,2,11,nan,16000
Залізничний,nan,nan,nan,nan,nan,44,1,2,10,nan,15000
Галицький,nan,nan,nan,nan,nan,75,2,3,3,nan,21200
Сихівський,nan, відмінний,nan,nan,nan,43,1,3,10,nan,15400
Галицький,nan,nan,nan,10,nan,75,3,1,4, Польський,24100
Личаківський,nan, відмінний,1,nan,nan,42,1,4,10,nan,13000
Сихівський, цегла, відмінний,1,20,nan,80,2,3,9,nan,27000
Галицький,nan, відмінний,nan,nan,nan,110,3,1,3, Австрійський,16000
Сихівський,nan, відмінний,1,nan,nan,70,2,5,5,nan,15500
Галицький,nan,nan,nan,nan,nan,70,2,2,3,nan,21200
Галицький,nan, люкс,1,nan,nan,110,3,2,3, Австрійський люкс,34600
Шевченківський, цегла, люкс,1,30,nan,75,2,4,10,nan,15000
Франківський,nan, середній,2,nan,nan,75,4,7,9,nan,17300
Франківський,nan, відмінний,nan,nan,nan,65,2,4,4,nan,38500
Франківський,nan,nan,nan,15,70,90,3,2,3, Польський,28900
Личаківський, цегла, середній,1,nan,nan,35,1,2,3,nan,6000
Галицький,nan, відмінний,nan,nan,nan,27,1,2,3,nan,11000
Личаківський, цегла, люкс,1,18,nan,65,2,8,10,nan,27000
Галицький, цегла, люкс,1,24,26,55,1,1,4, Австрійський,15000
Шевченківський, цегла, відмінний,1,6,nan,27,1,2,12,nan,11400
Галицький,nan,nan,nan,nan,nan,48,1,3,3,nan,15000
Галицький, цегла, відмінний,nan,10,nan,45,2,1,4, Будівля старого Львова,16000
Личаківський,nan, люкс,nan,29,nan,81,2,3,6,nan,57700
Галицький, цегла, відмінний,nan,nan,nan,40,1,2,3,nan,8000
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Залізничний,nan, відмінний,2,nan,nan,74,2,3,5,nan,15000
Франківський,nan,nan,nan,nan,nan,40,1,3,3,nan,10200
Личаківський,nan, середній,nan,7,22,36,1,3,4, Брежнєвка,6000
Сихівський, цегла, відмінний,2,nan,nan,65,2,8,9,nan,16200
Галицький,nan,nan,nan,5,30,35,1,2,3,nan,9610
Личаківський, цегла, люкс,2,nan,nan,130,3,5,6,nan,34600
Шевченківський,nan, відмінний,nan,nan,nan,45,1,2,4,nan,21200
Шевченківський, цегла, відмінний,nan,nan,nan,52,1,4,8,nan,19000
Галицький, цегла, люкс,2,nan,nan,100,4,4,4, Австрійський,46200
Личаківський,nan,nan,nan,10,nan,75,2,4,4, Польський,30800
Галицький, цегла, відмінний,1,nan,nan,30,2,2,3,nan,7800
Галицький, цегла, люкс,nan,nan,nan,80,2,4,7,nan,25000
Франківський,nan, відмінний,nan,nan,nan,57,2,7,15,nan,20000
Франківський,nan, відмінний,nan,nan,nan,54,1,10,14,nan,19300
Галицький, цегла, відмінний,1,16,50,100,2,3,4, Австрійський,38500
Шевченківський,nan, відмінний,nan,nan,nan,40,1,7,17,nan,13000
Залізничний, цегла, люкс,1,9,26,44,2,1,10,nan,17000
Франківський,nan, відмінний,nan,nan,nan,50,1,14,16,nan,18000
Залізничний,nan, відмінний,nan,nan,nan,60,2,1,3,nan,15400
Сихівський, цегла, відмінний,nan,10,30,40,1,2,5,nan,11000
Личаківський,nan,nan,nan,36,nan,36,1,4,4, Польський,15400
Галицький,nan, відмінний,nan,nan,nan,60,2,3,3, Польський,16000
Шевченківський, цегла, люкс,1,nan,nan,75,2,12,13,nan,38500
Залізничний, цегла, відмінний,1,nan,nan,62,3,4,9,nan,10000
Шевченківський,nan, відмінний,1,nan,nan,40,1,5,10,nan,16000
Франківський,nan,nan,nan,nan,nan,43,1,6,12,nan,14000
Залізничний,nan, відмінний,2,nan,nan,74,2,3,5,nan,15000
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Сихівський, цегла, люкс,1,nan,nan,35,1,10,11,nan,11600
Галицький, цегла, люкс,4,nan,nan,140,5,6,8,nan,38500
Залізничний,nan, відмінний,nan,nan,nan,61,4,4,5,nan,15000
Личаківський, цегла, люкс,1,nan,nan,100,3,2,6,nan,28900
Сихівський,nan,nan,1,nan,nan,47,2,4,5,nan,8500
Шевченківський,nan, люкс,1,nan,nan,45,1,4,5,nan,12000
Сихівський, цегла, відмінний,1,6,48,54,2,4,9,nan,10000
Франківський, цегла, відмінний,nan,12,36,67,2,1,2, Особняк,14000
Франківський,nan, відмінний,nan,12,nan,57,2,7,12,nan,20000
Сихівський,nan,nan,nan,nan,50,50,1,10,10,nan,25000
Шевченківський,nan,nan,nan,8,55,73,3,8,9, Чешка,18000
Галицький, цегла, відмінний,nan,nan,nan,140,3,4,5,nan,27000
Галицький,nan, відмінний,nan,nan,nan,40,1,3,3,nan,19300
Залізничний, цегла, відмінний,nan,nan,nan,60,3,1,5, Хрущовка,13000
Залізничний, цегла, люкс,1,15,19,45,1,5,10,nan,15000
Галицький,nan, відмінний,1,nan,nan,70,2,7,10,nan,17300
Франківський,nan, відмінний,nan,nan,nan,45,2,6,8,nan,13000
Сихівський,nan, відмінний,nan,nan,nan,43,1,8,10,nan,15000
Сихівський,nan, відмінний,1,nan,nan,45,1,2,10,nan,10000
Франківський, цегла, відмінний,2,15,54,96,3,2,5,nan,23100
Сихівський,nan, відмінний,nan,nan,nan,70,2,5,5,nan,15500
Сихівський,nan,nan,nan,nan,nan,50,1,9,23,nan,21200
Франківський, цегла, відмінний,1,10,60,75,3,1,4, Чешка,24100
Шевченківський, цегла, відмінний,nan,nan,nan,45,1,9,10,nan,25000
Франківський, цегла, відмінний,nan,nan,nan,51,1,6,13,nan,19300
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Залізничний,nan, відмінний,2,nan,nan,74,2,3,5,nan,15000
Сихівський,nan,nan,nan,nan,nan,40,1,2,5,nan,11000
Франківський,nan,nan,nan,nan,nan,70,3,6,17,nan,30800
Шевченківський,nan, відмінний,nan,15,40,75,2,4,10,nan,23100
Сихівський, цегла, середній,1,nan,nan,65,2,4,5, Хрущовка,15000
Сихівський,nan,nan,nan,7,49,54,2,4,9,nan,10000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський,nan, відмінний,nan,nan,nan,57,2,7,15,nan,20000
Шевченківський,nan, відмінний,nan,nan,20,50,1,4,8,nan,15000
Личаківський,nan,nan,nan,nan,nan,48,1,3,10,nan,11000
Личаківський, цегла,nan,1,nan,nan,41,1,7,9, Чешка,10000
Сихівський,nan, середній,2,10,nan,82,4,9,9,nan,15000
Сихівський, цегла, відмінний,1,15,40,53,1,8,11, Чешка,14200
Шевченківський,nan, відмінний,nan,nan,nan,40,1,6,8,nan,15000
Личаківський,nan, люкс,nan,nan,nan,78,2,3,6,nan,46200
Сихівський,nan, середній,nan,10,nan,82,4,9,9,nan,15000
Франківський,nan, відмінний,nan,nan,nan,42,1,7,11,nan,16000
Франківський,nan,nan,nan,nan,nan,46,1,8,10,nan,11000
Шевченківський,nan, відмінний,nan,nan,nan,55,2,7,11,nan,15000
Галицький,nan,nan,nan,nan,nan,60,2,2,3,nan,25000
Сихівський, цегла, відмінний,1,nan,nan,54,2,9,9, Чешка,13500
Франківський,nan,nan,nan,nan,nan,82,2,3,12,nan,38500
Шевченківський,nan,nan,nan,nan,nan,80,2,4,5,nan,23100
Франківський,nan, люкс,1,nan,nan,74,2,5,9,nan,29000
Залізничний,nan, відмінний,nan,11,54,64,2,7,10,nan,15000
Шевченківський,nan,nan,nan,nan,nan,65,3,4,7,nan,14000
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Шевченківський,nan,nan,nan,nan,nan,65,3,4,7,nan,14000
Сихівський, цегла, середній,1,9,nan,39,1,4,14, Чешка,7500
Галицький, цегла, відмінний,1,15,70,90,3,2,4, Чешка,28900
Франківський,nan, люкс,1,nan,nan,74,2,5,9,nan,29000
Шевченківський, цегла, відмінний,nan,15,32,50,1,2,2, Особняк,7000
Франківський,nan, люкс,nan,nan,nan,47,1,15,15,nan,21200
Личаківський,nan, середній,nan,10,65,65,2,3,4,nan,13000
Сихівський, цегла, відмінний,1,10,30,40,1,2,5,nan,11000
Сихівський,nan,nan,nan,10,40,40,1,7,10,nan,14000
Франківський,nan, відмінний,1,nan,nan,50,1,9,9,nan,15000
Сихівський,nan, відмінний,nan,10,50,60,2,8,10,nan,17300
Франківський,nan,nan,nan,nan,nan,72,2,8,15,nan,21200
Личаківський, цегла, відмінний,2,9,nan,72,3,4,9, Чешка,13000
Сихівський,nan,nan,nan,nan,nan,12,1,6,9, Чешка,3500
Сихівський,nan, відмінний,1,nan,nan,53,1,8,11,nan,14200
Шевченківський,nan,nan,nan,nan,nan,58,1,2,4, Австрійський,19300
Галицький,nan,nan,nan,nan,nan,58,2,9,14,nan,27000
Шевченківський,nan, люкс,nan,nan,nan,75,2,5,10,nan,27000
Галицький, цегла, відмінний,1,9,37,46,2,2,5, Чешка,12000
Личаківський,nan, відмінний,nan,nan,nan,55,2,2,4, Польський люкс,19300
Шевченківський, цегла, люкс,1,8,34,42,1,6,7,nan,18300
Сихівський,nan, відмінний,nan,nan,nan,56,3,1,5,nan,15000
Шевченківський,nan,nan,nan,nan,nan,32,1,2,3, Польський,7000
Сихівський,nan, відмінний,1,nan,nan,53,1,8,11,nan,14200
Личаківський,nan, відмінний,nan,nan,nan,55,2,2,4, Польський люкс,19300
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, відмінний,1,7,30,46,2,3,5,nan,17500
Шевченківський,nan, люкс,nan,13,nan,94,3,7,11,nan,27000
Сихівський, цегла, відмінний,2,nan,nan,72,3,5,5, Хрущовка,20000
Залізничний,nan, люкс,3,nan,nan,99,3,8,11,nan,32700
Франківський, цегла, відмінний,2,23,100,150,4,4,5, Польський люкс,30800
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,28900
Франківський, цегла, люкс,1,30,15,59,1,10,12,nan,23100
Сихівський,nan, відмінний,1,nan,nan,53,1,8,11,nan,14200
Личаківський,nan, відмінний,nan,nan,nan,55,2,2,4, Польський люкс,19300
Шевченківський,nan,nan,nan,nan,nan,265,7,1,4, Австрійський,76900
Залізничний, цегла, відмінний,1,16,nan,100,3,4,5,nan,16500
Сихівський,nan,nan,nan,nan,nan,42,1,3,10,nan,13000
Франківський, цегла, відмінний,2,10,nan,62,3,5,9, Чешка,13000
Залізничний,nan,nan,nan,nan,nan,70,3,4,5,nan,13000
Личаківський,nan,nan,nan,nan,nan,35,1,2,3, Будівля старого Львова,6000
Залізничний, цегла, відмінний,2,10,nan,60,3,5,9, Чешка,13000
Франківський, цегла, люкс,1,23,40,63,1,8,12,nan,17300
Шевченківський, цегла, люкс,1,14,75,92,2,10,10,nan,21200
Франківський,nan, люкс,nan,15,23,57,2,7,16,nan,20000
Сихівський,nan,nan,nan,nan,nan,85,2,6,22,nan,30800
Личаківський, цегла, люкс,1,nan,nan,80,2,10,10,nan,34600
Сихівський, цегла, люкс,2,15,55,105,3,7,10,nan,23100
Сихівський,nan,nan,nan,nan,nan,82,4,9,9,nan,15000
Личаківський,nan,nan,nan,nan,nan,78,2,1,2,nan,11600
Шевченківський,nan,nan,nan,nan,nan,65,1,6,12,nan,28900
Шевченківський,nan, люкс,1,nan,nan,48,1,6,12,nan,25000
Франківський,nan, люкс,nan,nan,nan,59,2,3,4,nan,15000
Франківський, цегла, середній,nan,6,13,23,1,8,9, Чешка,8500
Шевченківський, цегла, люкс,1,15,14,40,1,6,10,nan,15000
Шевченківський,nan, середній,nan,nan,nan,65,3,2,5,nan,10000
Шевченківський,nan,nan,nan,nan,nan,75,2,5,10,nan,23100
Залізничний,nan, середній,nan,8,22,34,1,2,2, Будівля старого Львова,8000
Франківський, цегла, відмінний,2,11,45,72,3,2,5, Чешка,19300
Галицький, цегла, відмінний,1,10,nan,100,4,3,3, Австрійський,38500
Личаківський, цегла, відмінний,nan,14,38,65,2,3,11,nan,15000
Личаківський, цегла, відмінний,1,11,27,52,1,9,11,nan,12500
Личаківський, цегла,nan,2,6,42,58,3,5,5, Хрущовка,8500
Франківський, цегла, відмінний,1,18,15,44,1,2,3, Польський,19300
Франківський,nan,nan,1,nan,nan,48,1,8,10,nan,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький,nan,nan,nan,nan,nan,40,1,2,4,nan,15400
Шевченківський, цегла, відмінний,1,13,38,78,2,10,10,nan,21200
Шевченківський,nan,nan,nan,nan,nan,40,1,2,3, Австрійський,15000
