district,price,room,area,floor,age,status,balcony,area_kitchen,area_living
4.0,17550,2,68.0,5,1,2.0,1.0,15.0,40.0
6.0,10000,3,68.0,5,1,1.0,2.0,14.0,51.0
3.0,18000,3,67.0,1,1,2.0,0.0,14.0,51.0
5.0,14000,2,54.0,6,1,2.0,1.0,15.0,39.0
6.0,12000,3,70.0,7,1,2.0,2.0,15.0,52.0
3.0,10000,2,55.0,1,1,1.0,1.0,15.0,39.0
3.0,22000,3,67.0,6,1,2.0,1.0,14.0,51.0
3.0,26500,2,80.0,5,1,2.0,1.0,16.0,41.0
1.0,13000,3,72.0,4,1,2.0,2.0,15.0,52.0
5.0,15000,2,60.0,2,1,2.0,1.0,15.0,39.0
1.0,17550,2,60.0,7,1,2.0,1.0,15.0,39.0
4.0,14000,2,60.0,1,1,2.0,1.0,15.0,39.0
6.0,9500,2,55.0,2,1,1.0,1.0,15.0,39.0
4.0,21450,3,72.0,2,1,2.0,2.0,15.0,52.0
3.0,17000,2,62.0,4,1,2.0,1.0,15.0,39.0
4.0,11000,3,74.0,5,1,2.0,2.0,15.0,52.0
2.0,17000,3,80.0,1,1,2.0,1.0,15.0,53.0
3.0,16000,3,67.0,1,1,2.0,0.0,14.0,51.0
5.0,14000,2,65.0,1,1,2.0,1.0,15.0,40.0
4.0,14000,3,68.0,1,1,2.0,0.0,14.0,51.0
3.0,14000,3,66.0,1,1,2.0,0.0,14.0,51.0
1.0,13000,3,72.0,2,1,2.0,2.0,15.0,52.0
4.0,12000,2,56.0,9,1,2.0,1.0,15.0,39.0
3.0,6500,2,65.0,1,1,1.0,1.0,15.0,40.0
4.0,6000,1,43.0,15,1,1.0,1.0,16.0,26.0
5.0,21450,3,75.0,3,1,2.0,2.0,15.0,52.0
4.0,12000,3,68.0,14,1,2.0,2.0,14.0,51.0
1.0,30000,3,110.0,2,1,2.0,1.0,16.0,56.0
3.0,13000,2,55.0,8,1,2.0,1.0,15.0,39.0
5.0,7000,1,48.0,4,1,1.0,1.0,16.0,26.0
3.0,16000,3,66.0,1,1,2.0,0.0,14.0,51.0
6.0,18000,3,67.0,7,1,2.0,2.0,14.0,51.0
4.0,21450,3,75.0,2,1,2.0,2.0,15.0,52.0
1.0,8000,1,49.0,4,1,1.0,1.0,16.0,27.0
4.0,15000,3,72.0,4,1,2.0,2.0,15.0,52.0
5.0,9500,4,80.0,5,1,1.0,2.0,14.0,64.0
6.0,14000,2,65.0,9,1,2.0,1.0,15.0,40.0
4.0,9900,2,59.0,12,1,1.0,1.0,15.0,39.0
1.0,15000,2,80.0,2,1,2.0,1.0,16.0,41.0
5.0,11000,2,54.0,10,1,2.0,1.0,15.0,39.0
3.0,12500,3,70.0,4,1,2.0,2.0,15.0,52.0
5.0,13000,3,72.0,9,1,2.0,2.0,15.0,52.0
3.0,14500,1,48.0,6,1,3.0,1.0,16.0,26.0
3.0,11500,2,55.0,1,1,2.0,1.0,15.0,39.0
4.0,9000,3,71.0,9,1,1.0,2.0,15.0,52.0
6.0,12000,3,70.0,4,1,2.0,2.0,15.0,52.0
5.0,12000,3,70.0,4,1,2.0,2.0,15.0,52.0
1.0,14000,2,55.0,3,1,2.0,1.0,15.0,39.0
5.0,19500,3,140.0,5,1,2.0,2.0,17.0,59.0
1.0,15600,2,66.0,2,1,2.0,1.0,15.0,40.0
1.0,12000,2,55.0,4,1,2.0,1.0,15.0,39.0
6.0,13650,2,54.0,1,1,2.0,1.0,15.0,39.0
1.0,16380,2,57.0,2,1,2.0,1.0,15.0,39.0
3.0,13000,3,70.0,9,1,2.0,2.0,15.0,52.0
3.0,12000,2,55.0,2,1,2.0,1.0,15.0,39.0
5.0,17000,2,85.0,8,1,2.0,1.0,16.0,42.0
5.0,19500,3,67.0,7,1,2.0,2.0,14.0,51.0
6.0,12000,2,64.0,1,1,2.0,1.0,15.0,40.0
4.0,17000,3,68.0,11,1,2.0,2.0,14.0,51.0
5.0,12000,2,54.0,3,1,2.0,1.0,15.0,39.0
3.0,16000,1,45.0,4,1,3.0,1.0,16.0,26.0
4.0,13000,3,72.0,4,1,2.0,2.0,15.0,52.0
5.0,31200,4,150.0,4,1,2.0,2.0,16.0,71.0
3.0,16500,3,80.0,4,1,2.0,1.0,15.0,53.0
3.0,12000,2,75.0,1,1,2.0,1.0,16.0,41.0
4.0,12000,3,69.0,9,1,2.0,2.0,15.0,51.0
3.0,13000,3,66.0,2,1,2.0,0.0,14.0,51.0
3.0,15000,1,53.0,3,1,2.0,1.0,16.0,27.0
5.0,15000,4,90.0,2,1,2.0,2.0,14.0,65.0
5.0,15000,2,66.0,1,1,2.0,1.0,15.0,40.0
5.0,20000,3,67.0,9,1,2.0,2.0,14.0,51.0
4.0,12000,3,67.0,1,1,2.0,0.0,14.0,51.0
3.0,13000,3,67.0,1,1,2.0,0.0,14.0,51.0
3.0,11000,3,65.0,5,1,2.0,2.0,14.0,51.0
3.0,12000,2,60.0,2,1,2.0,1.0,15.0,39.0
4.0,15600,2,56.0,4,1,2.0,1.0,15.0,39.0
2.0,17500,3,66.0,2,1,2.0,0.0,14.0,51.0
5.0,22000,3,95.0,3,1,2.0,2.0,15.0,54.0
2.0,15600,2,75.0,4,1,2.0,1.0,16.0,41.0
4.0,21450,3,89.0,1,1,2.0,2.0,15.0,54.0
1.0,11000,1,43.0,10,1,2.0,1.0,16.0,26.0
6.0,20000,2,116.0,1,1,2.0,1.0,17.0,45.0
6.0,15000,4,85.0,2,1,2.0,2.0,14.0,65.0
3.0,14000,2,56.0,4,1,2.0,1.0,15.0,39.0
3.0,16500,2,54.0,2,1,2.0,1.0,15.0,39.0
1.0,14000,2,65.0,6,1,2.0,1.0,15.0,40.0
4.0,11000,3,70.0,3,1,2.0,2.0,15.0,52.0
1.0,13000,3,72.0,3,1,2.0,2.0,15.0,52.0
6.0,23400,2,80.0,2,1,2.0,1.0,16.0,41.0
4.0,15000,4,80.0,9,1,2.0,2.0,14.0,64.0
5.0,17550,3,66.0,2,1,2.0,2.0,14.0,51.0
2.0,20000,3,120.0,1,1,2.0,1.0,16.0,57.0
6.0,9500,2,55.0,3,1,1.0,1.0,15.0,39.0
2.0,15000,2,55.0,3,1,2.0,1.0,15.0,39.0
4.0,10000,2,60.0,12,1,1.0,1.0,15.0,39.0
4.0,14000,3,80.0,7,1,2.0,2.0,15.0,53.0
4.0,18000,2,58.0,3,1,2.0,1.0,15.0,39.0
5.0,14430,1,45.0,1,1,2.0,1.0,16.0,26.0
1.0,15000,1,43.0,1,1,3.0,1.0,16.0,26.0
4.0,12000,2,64.0,5,1,2.0,1.0,15.0,40.0
4.0,10000,2,56.0,3,1,1.0,1.0,15.0,39.0
5.0,14000,2,55.0,4,1,2.0,1.0,15.0,39.0
1.0,14000,3,77.0,3,1,2.0,1.0,15.0,52.0
5.0,23400,2,63.0,4,1,2.0,1.0,15.0,39.0
6.0,13650,2,53.0,1,1,2.0,1.0,15.0,38.0
4.0,14000,3,72.0,7,1,2.0,2.0,15.0,52.0
5.0,17550,2,58.0,3,1,2.0,1.0,15.0,39.0
1.0,9000,1,50.0,3,1,1.0,1.0,16.0,27.0
4.0,12000,2,54.0,2,1,2.0,1.0,15.0,39.0
5.0,17550,3,90.0,3,1,2.0,2.0,15.0,54.0
3.0,19000,1,42.0,2,1,2.0,1.0,16.0,26.0
3.0,18000,2,60.0,6,1,2.0,1.0,15.0,39.0
4.0,12000,3,69.0,3,1,2.0,2.0,15.0,51.0
3.0,12480,2,55.0,4,1,2.0,1.0,15.0,39.0
5.0,13650,2,53.0,1,1,2.0,1.0,15.0,38.0
6.0,15000,3,80.0,3,1,2.0,2.0,15.0,53.0
5.0,19000,3,66.0,4,1,2.0,2.0,14.0,51.0
4.0,11000,3,68.0,5,1,2.0,2.0,14.0,51.0
3.0,14000,3,70.0,8,1,2.0,1.0,15.0,52.0
5.0,12000,3,75.0,3,1,2.0,2.0,15.0,52.0
4.0,7000,2,55.0,5,1,1.0,1.0,15.0,39.0
5.0,18000,2,64.0,1,1,2.0,1.0,15.0,40.0
5.0,17550,1,42.0,5,1,2.0,1.0,16.0,26.0
5.0,12000,3,78.0,4,1,2.0,2.0,15.0,52.0
3.0,11500,3,70.0,5,1,2.0,2.0,15.0,52.0
5.0,12000,2,68.0,9,1,2.0,1.0,15.0,40.0
4.0,13650,3,70.0,2,1,2.0,2.0,15.0,52.0
1.0,13650,3,70.0,2,1,2.0,1.0,15.0,52.0
4.0,14000,3,78.0,1,1,2.0,2.0,15.0,52.0
3.0,13000,2,55.0,3,1,2.0,1.0,15.0,39.0
3.0,13000,3,70.0,4,1,2.0,2.0,15.0,52.0
4.0,10500,3,65.0,9,1,1.0,2.0,14.0,51.0
3.0,8000,4,80.0,2,1,1.0,0.0,14.0,64.0
4.0,16000,2,65.0,1,1,2.0,1.0,15.0,40.0
3.0,9000,2,56.0,5,1,1.0,1.0,15.0,39.0
3.0,13000,2,76.0,1,1,2.0,1.0,16.0,41.0
1.0,19500,1,55.0,1,1,2.0,1.0,16.0,27.0
5.0,27300,3,70.0,9,1,2.0,2.0,15.0,52.0
6.0,14000,2,70.0,3,1,2.0,1.0,16.0,40.0
1.0,29250,3,85.0,3,1,2.0,1.0,15.0,53.0
6.0,16000,3,75.0,2,1,2.0,2.0,15.0,52.0
4.0,10500,2,60.0,12,1,1.0,1.0,15.0,39.0
3.0,9900,3,68.0,7,1,1.0,2.0,14.0,51.0
1.0,10000,2,56.0,9,1,1.0,1.0,15.0,39.0
4.0,17000,3,70.0,11,1,2.0,2.0,15.0,52.0
4.0,10000,3,68.0,4,1,1.0,2.0,14.0,51.0
5.0,27300,2,68.0,1,1,2.0,1.0,15.0,40.0
3.0,19500,1,49.0,4,1,3.0,1.0,16.0,27.0
3.0,15500,3,65.0,2,1,2.0,0.0,14.0,51.0
6.0,14500,3,75.0,4,1,2.0,2.0,15.0,52.0
6.0,7000,3,70.0,3,1,1.0,2.0,15.0,52.0
2.0,20000,3,100.0,8,1,2.0,1.0,16.0,55.0
5.0,11700,2,53.0,10,1,2.0,1.0,15.0,38.0
4.0,11000,2,54.0,7,1,2.0,1.0,15.0,39.0
4.0,15000,3,72.0,6,1,2.0,2.0,15.0,52.0
4.0,21255,3,82.0,1,1,2.0,2.0,15.0,53.0
4.0,16000,2,73.0,8,1,2.0,1.0,16.0,41.0
4.0,11500,2,53.0,9,1,2.0,1.0,15.0,38.0
1.0,16000,2,56.0,1,1,2.0,1.0,15.0,39.0
3.0,12000,2,53.0,4,1,2.0,1.0,15.0,38.0
4.0,11000,1,45.0,9,1,2.0,1.0,16.0,26.0
4.0,25000,4,81.0,2,1,2.0,2.0,14.0,64.0
3.0,10000,3,72.0,8,1,1.0,2.0,15.0,52.0
6.0,14000,1,42.0,2,1,2.0,1.0,16.0,26.0
5.0,12500,2,62.0,4,1,2.0,1.0,15.0,39.0
3.0,15000,3,75.0,4,1,2.0,1.0,15.0,52.0
6.0,12480,2,55.0,6,1,2.0,1.0,15.0,39.0
5.0,14430,2,60.0,2,1,2.0,1.0,15.0,39.0
1.0,10000,2,60.0,4,1,1.0,1.0,15.0,39.0
3.0,8000,2,55.0,3,1,1.0,1.0,15.0,39.0
4.0,19500,2,80.0,10,1,2.0,1.0,16.0,41.0
3.0,7000,1,50.0,2,1,1.0,1.0,16.0,27.0
3.0,15000,2,60.0,9,1,2.0,1.0,15.0,39.0
6.0,15000,3,70.0,5,1,2.0,2.0,15.0,52.0
4.0,15000,3,70.0,4,1,2.0,2.0,15.0,52.0
4.0,14000,3,72.0,11,1,2.0,2.0,15.0,52.0
3.0,15000,2,60.0,1,1,2.0,1.0,15.0,39.0
3.0,10000,3,72.0,9,1,1.0,2.0,15.0,52.0
3.0,8800,2,55.0,3,1,1.0,1.0,15.0,39.0
5.0,12000,2,60.0,1,1,2.0,1.0,15.0,39.0
6.0,12000,3,68.0,5,1,2.0,2.0,14.0,51.0
5.0,15000,1,52.0,5,1,2.0,1.0,16.0,27.0
5.0,29250,2,98.0,3,1,2.0,1.0,16.0,43.0
1.0,27300,4,95.0,4,1,2.0,1.0,15.0,66.0
3.0,12000,3,68.0,5,1,2.0,2.0,14.0,51.0
3.0,10000,3,72.0,4,1,1.0,2.0,15.0,52.0
1.0,17550,3,78.0,3,1,2.0,1.0,15.0,52.0
3.0,19000,3,80.0,1,1,2.0,1.0,15.0,53.0
6.0,19500,3,80.0,4,1,2.0,2.0,15.0,53.0
6.0,14000,3,70.0,2,1,2.0,2.0,15.0,52.0
3.0,17550,2,73.0,10,1,2.0,1.0,16.0,41.0
3.0,23400,3,70.0,2,1,2.0,1.0,15.0,52.0
4.0,16000,3,75.0,2,1,2.0,2.0,15.0,52.0
4.0,15000,3,72.0,8,1,2.0,2.0,15.0,52.0
4.0,11000,2,55.0,12,1,2.0,1.0,15.0,39.0
1.0,15000,3,65.0,2,1,2.0,0.0,14.0,51.0
5.0,14000,1,43.0,9,1,2.0,1.0,16.0,26.0
6.0,19500,1,53.0,1,1,2.0,1.0,16.0,27.0
4.0,15000,3,75.0,8,1,2.0,2.0,15.0,52.0
6.0,37050,6,165.0,10,1,2.0,0.0,15.0,96.0
4.0,12000,3,70.0,7,1,2.0,2.0,15.0,52.0
5.0,17500,3,65.0,2,1,2.0,2.0,14.0,51.0
4.0,19500,2,70.0,9,1,2.0,1.0,16.0,40.0
3.0,12000,2,56.0,3,1,2.0,1.0,15.0,39.0
1.0,21000,4,83.0,2,1,2.0,1.0,14.0,64.0
5.0,23400,2,53.0,1,1,2.0,1.0,15.0,38.0
5.0,27300,1,70.0,3,1,2.0,1.0,17.0,29.0
5.0,15600,1,52.0,1,1,2.0,1.0,16.0,27.0
5.0,19500,1,47.0,6,1,2.0,1.0,16.0,26.0
2.0,13000,3,65.0,3,1,2.0,2.0,14.0,51.0
6.0,12000,2,55.0,1,1,2.0,1.0,15.0,39.0
4.0,16000,2,70.0,7,1,2.0,1.0,16.0,40.0
6.0,15000,4,80.0,5,1,2.0,2.0,14.0,64.0
4.0,8500,1,54.0,5,1,1.0,1.0,16.0,27.0
2.0,17550,3,78.0,7,1,2.0,1.0,15.0,52.0
2.0,9000,1,50.0,1,1,1.0,1.0,16.0,27.0
1.0,16000,2,63.0,3,1,2.0,1.0,15.0,39.0
5.0,12000,3,65.0,2,1,2.0,2.0,14.0,51.0
4.0,10000,3,73.0,8,1,1.0,2.0,15.0,52.0
2.0,19500,2,64.0,8,1,2.0,1.0,15.0,40.0
3.0,11000,3,65.0,2,1,2.0,0.0,14.0,51.0
5.0,14000,1,45.0,2,1,2.0,1.0,16.0,26.0
3.0,8000,1,45.0,3,1,1.0,1.0,16.0,26.0
5.0,23400,3,114.0,2,1,2.0,2.0,16.0,56.0
2.0,27300,2,64.0,3,1,2.0,1.0,15.0,40.0
5.0,15600,3,70.0,5,1,2.0,2.0,15.0,52.0
6.0,14000,3,71.0,4,1,2.0,2.0,15.0,52.0
6.0,11500,3,65.0,8,1,2.0,2.0,14.0,51.0
6.0,17550,3,70.0,6,1,2.0,2.0,15.0,52.0
5.0,19500,2,65.0,5,1,2.0,1.0,15.0,40.0
5.0,19500,2,65.0,9,1,2.0,1.0,15.0,40.0
5.0,19500,2,65.0,8,1,2.0,1.0,15.0,40.0
4.0,14000,1,45.0,4,1,3.0,1.0,16.0,26.0
4.0,12000,3,72.0,8,1,2.0,2.0,15.0,52.0
4.0,13650,1,42.0,3,1,2.0,1.0,16.0,26.0
4.0,15600,1,45.0,8,1,3.0,1.0,16.0,26.0
4.0,13900,2,62.0,30,1,2.0,1.0,15.0,39.0
3.0,16000,3,70.0,3,1,2.0,2.0,15.0,52.0
6.0,10000,1,48.0,1,1,1.0,1.0,16.0,26.0
1.0,21000,4,84.0,2,1,2.0,1.0,14.0,64.0
1.0,13650,1,60.0,3,1,2.0,1.0,16.0,28.0
3.0,13000,2,64.0,1,1,2.0,1.0,15.0,40.0
5.0,13500,1,52.0,5,1,2.0,1.0,16.0,27.0
5.0,15000,3,67.0,5,1,2.0,2.0,14.0,51.0
3.0,22500,3,67.0,6,1,2.0,1.0,14.0,51.0
4.0,14000,3,65.0,9,1,2.0,2.0,14.0,51.0
3.0,14000,4,80.0,2,1,2.0,1.0,14.0,64.0
1.0,12000,1,45.0,5,1,2.0,1.0,16.0,26.0
1.0,11700,2,55.0,4,1,2.0,1.0,15.0,39.0
6.0,13000,3,65.0,8,1,2.0,2.0,14.0,51.0
4.0,13000,2,55.0,3,1,2.0,1.0,15.0,39.0
3.0,14000,2,63.0,1,1,2.0,1.0,15.0,39.0
5.0,8500,3,73.0,9,1,1.0,2.0,15.0,52.0
6.0,15000,2,70.0,3,1,2.0,1.0,16.0,40.0
4.0,13000,3,71.0,5,1,2.0,2.0,15.0,52.0
5.0,17550,3,70.0,5,1,2.0,2.0,15.0,52.0
4.0,15600,3,70.0,1,1,2.0,2.0,15.0,52.0
1.0,17550,3,70.0,3,1,2.0,1.0,15.0,52.0
5.0,39000,2,120.0,1,1,2.0,1.0,17.0,45.0
1.0,12000,3,65.0,4,1,2.0,2.0,14.0,51.0
3.0,16000,3,67.0,3,1,2.0,2.0,14.0,51.0
5.0,35100,3,83.0,2,1,2.0,2.0,15.0,53.0
5.0,10000,2,54.0,3,1,1.0,1.0,15.0,39.0
4.0,11000,3,72.0,2,1,2.0,2.0,15.0,52.0
4.0,9000,2,54.0,1,1,1.0,1.0,15.0,39.0
6.0,10500,3,65.0,8,1,1.0,2.0,14.0,51.0
6.0,9900,3,65.0,8,1,1.0,2.0,14.0,51.0
4.0,15000,2,55.0,7,1,2.0,1.0,15.0,39.0
6.0,12000,2,53.0,5,1,2.0,1.0,15.0,38.0
3.0,11000,3,70.0,3,1,2.0,2.0,15.0,52.0
4.0,15600,3,99.0,2,1,2.0,2.0,16.0,55.0
4.0,19500,3,78.0,3,1,2.0,2.0,15.0,52.0
4.0,18000,3,70.0,4,1,2.0,2.0,15.0,52.0
4.0,17000,3,70.0,4,1,2.0,2.0,15.0,52.0
6.0,14820,1,45.0,3,1,2.0,1.0,16.0,26.0
5.0,12500,3,70.0,2,1,2.0,2.0,15.0,52.0
3.0,12300,2,65.0,7,1,2.0,1.0,15.0,40.0
4.0,9000,1,42.0,9,1,1.0,1.0,16.0,26.0
6.0,20000,2,80.0,2,1,2.0,1.0,16.0,41.0
3.0,21450,2,85.0,11,1,2.0,1.0,16.0,42.0
3.0,11000,2,54.0,4,1,2.0,1.0,15.0,39.0
5.0,19500,3,78.0,3,1,2.0,2.0,15.0,52.0
3.0,15000,2,78.0,1,1,2.0,1.0,16.0,41.0
3.0,10000,2,54.0,11,1,1.0,1.0,15.0,39.0
1.0,8000,1,50.0,9,1,1.0,1.0,16.0,27.0
6.0,14000,2,57.0,8,1,2.0,1.0,15.0,39.0
5.0,9000,3,68.0,3,1,1.0,2.0,14.0,51.0
5.0,15000,3,65.0,8,1,2.0,2.0,14.0,51.0
1.0,19500,3,76.0,4,1,2.0,1.0,15.0,52.0
6.0,11700,3,65.0,1,1,2.0,0.0,14.0,51.0
3.0,12000,2,69.0,1,1,2.0,1.0,15.0,40.0
6.0,12000,3,78.0,3,1,2.0,2.0,15.0,52.0
5.0,7000,3,65.0,2,1,1.0,2.0,14.0,51.0
5.0,11000,2,55.0,5,1,2.0,1.0,15.0,39.0
4.0,12000,1,45.0,2,1,3.0,1.0,16.0,26.0
5.0,19500,3,72.0,2,1,2.0,2.0,15.0,52.0
6.0,11400,3,65.0,5,1,2.0,2.0,14.0,51.0
5.0,48750,3,110.0,2,1,2.0,2.0,16.0,56.0
4.0,20000,4,88.0,3,1,2.0,2.0,14.0,65.0
6.0,9000,3,82.0,4,1,1.0,2.0,15.0,53.0
1.0,15600,2,60.0,2,1,2.0,1.0,15.0,39.0
6.0,14000,2,55.0,3,1,2.0,1.0,15.0,39.0
6.0,19000,2,85.0,3,1,2.0,1.0,16.0,42.0
2.0,23400,1,50.0,6,1,3.0,1.0,16.0,27.0
2.0,26910,1,50.0,6,1,3.0,1.0,16.0,27.0
3.0,14000,3,72.0,2,1,2.0,1.0,15.0,52.0
3.0,15600,2,53.0,2,1,2.0,1.0,15.0,38.0
5.0,12000,3,72.0,2,1,2.0,2.0,15.0,52.0
2.0,16000,1,50.0,0,3,3.0,0.0,16.0,27.0
5.0,16620,1,65.0,0,3,2.0,0.0,16.0,28.0
3.0,25484,1,45.0,1,3,3.0,0.0,16.0,26.0
4.0,18467,1,45.0,1,3,3.0,0.0,16.0,26.0
4.0,18467,1,43.0,1,3,2.0,0.0,16.0,26.0
4.0,22000,1,47.0,1,3,3.0,0.0,16.0,26.0
2.0,33240,1,65.0,1,3,3.0,0.0,16.0,28.0
5.0,15500,1,45.0,1,3,3.0,0.0,16.0,26.0
4.0,15000,1,46.0,1,3,3.0,0.0,16.0,26.0
2.0,22160,1,44.0,1,3,2.0,0.0,16.0,26.0
2.0,24007,1,55.0,1,3,3.0,0.0,16.0,27.0
1.0,17728,1,65.0,1,3,2.0,0.0,16.0,28.0
1.0,14000,1,42.0,1,3,2.0,0.0,16.0,26.0
2.0,16000,1,50.0,1,3,3.0,0.0,16.0,27.0
2.0,15000,1,45.0,1,3,3.0,0.0,16.0,26.0
2.0,18467,1,60.0,1,3,2.0,0.0,16.0,28.0
5.0,24007,1,57.0,1,3,3.0,0.0,16.0,27.0
5.0,16000,1,42.0,1,3,2.0,0.0,16.0,26.0
2.0,27700,1,50.0,1,3,3.0,0.0,16.0,27.0
2.0,25854,1,45.0,1,3,3.0,0.0,16.0,26.0
1.0,16620,1,45.0,1,3,3.0,0.0,16.0,26.0
4.0,22160,1,42.0,1,3,2.0,0.0,16.0,26.0
5.0,26067,1,70.0,1,3,3.0,0.0,17.0,29.0
2.0,25854,2,65.0,0,3,3.0,0.0,15.0,40.0
5.0,29178,2,60.0,0,3,3.0,0.0,15.0,39.0
2.0,18467,2,60.0,0,3,2.0,0.0,15.0,39.0
5.0,18467,2,70.0,0,3,2.0,0.0,16.0,40.0
1.0,40000,2,103.0,0,3,3.0,0.0,17.0,44.0
2.0,29547,2,78.0,1,3,3.0,0.0,16.0,41.0
2.0,25854,2,70.0,1,3,3.0,0.0,16.0,40.0
5.0,20314,2,60.0,1,3,2.0,0.0,15.0,39.0
5.0,24007,2,70.0,1,3,3.0,0.0,16.0,40.0
2.0,20314,2,60.0,1,3,2.0,0.0,15.0,39.0
2.0,27700,2,60.0,1,3,3.0,0.0,15.0,39.0
2.0,18467,2,72.0,1,3,2.0,0.0,16.0,40.0
6.0,22160,2,56.0,1,3,2.0,0.0,15.0,39.0
2.0,18467,2,65.0,1,3,2.0,0.0,15.0,40.0
2.0,18467,2,60.0,1,3,2.0,0.0,15.0,39.0
2.0,24007,2,60.0,1,3,3.0,0.0,15.0,39.0
2.0,21000,2,77.0,1,3,3.0,0.0,16.0,41.0
3.0,19575,2,75.0,1,3,3.0,0.0,16.0,41.0
6.0,20000,2,53.0,1,3,2.0,0.0,15.0,38.0
6.0,24007,2,59.0,1,3,2.0,0.0,15.0,39.0
3.0,28808,2,63.0,1,3,3.0,0.0,15.0,39.0
3.0,33240,2,70.0,1,3,3.0,0.0,16.0,40.0
2.0,20314,2,56.0,1,3,2.0,0.0,15.0,39.0
3.0,20000,2,70.0,1,3,2.0,0.0,16.0,40.0
5.0,33000,2,82.0,1,3,3.0,0.0,16.0,41.0
3.0,25854,2,100.0,1,3,3.0,0.0,17.0,43.0
5.0,40627,2,55.0,1,3,3.0,0.0,15.0,39.0
4.0,18467,2,53.0,1,3,2.0,0.0,15.0,38.0
5.0,29178,2,60.0,1,3,3.0,0.0,15.0,39.0
2.0,29547,2,70.0,1,3,3.0,0.0,16.0,40.0
5.0,24062,2,62.0,1,3,3.0,0.0,15.0,39.0
6.0,21000,2,60.0,1,3,2.0,0.0,15.0,39.0
4.0,18467,2,60.0,1,3,2.0,0.0,15.0,39.0
3.0,29547,2,60.0,1,3,3.0,0.0,15.0,39.0
5.0,18467,2,70.0,1,3,2.0,0.0,16.0,40.0
1.0,40000,2,103.0,1,3,3.0,0.0,17.0,44.0
2.0,35087,2,140.0,1,3,3.0,0.0,18.0,48.0
3.0,27700,2,89.0,1,3,3.0,0.0,16.0,42.0
4.0,25854,2,80.0,1,3,3.0,0.0,16.0,41.0
4.0,20000,2,55.0,1,3,2.0,0.0,15.0,39.0
5.0,22160,2,77.0,1,3,3.0,0.0,16.0,41.0
2.0,66481,2,135.0,1,3,3.0,0.0,18.0,47.0
3.0,18467,2,55.0,1,3,2.0,0.0,15.0,39.0
3.0,22160,2,67.0,1,3,2.0,0.0,15.0,40.0
2.0,33240,2,70.0,1,3,3.0,0.0,16.0,40.0
2.0,27700,2,78.0,1,3,3.0,0.0,16.0,41.0
3.0,26223,2,90.0,1,3,3.0,1.0,16.0,42.0
6.0,16620,2,62.0,1,3,2.0,0.0,15.0,39.0
4.0,24930,2,80.0,1,3,3.0,0.0,16.0,41.0
1.0,14035,3,78.0,0,3,2.0,0.0,15.0,52.0
5.0,13500,3,68.0,0,3,2.0,0.0,14.0,51.0
1.0,27700,3,85.0,0,3,3.0,0.0,15.0,53.0
2.0,24007,3,74.0,1,3,3.0,0.0,15.0,52.0
1.0,14035,3,78.0,1,3,2.0,0.0,15.0,52.0
2.0,27700,3,80.0,1,3,3.0,0.0,15.0,53.0
2.0,33240,3,88.0,1,3,3.0,0.0,15.0,53.0
5.0,36934,3,71.0,1,3,2.0,0.0,15.0,52.0
2.0,25000,3,80.0,1,3,3.0,0.0,15.0,53.0
5.0,13500,3,68.0,1,3,2.0,0.0,14.0,51.0
4.0,12927,3,70.0,1,3,2.0,0.0,15.0,52.0
3.0,25817,3,100.0,1,3,3.0,0.0,16.0,55.0
2.0,25000,3,95.0,1,3,3.0,0.0,15.0,54.0
2.0,44321,3,89.0,1,3,3.0,0.0,15.0,54.0
1.0,27700,3,85.0,1,3,3.0,0.0,15.0,53.0
5.0,16000,1,42.0,0,1,2.0,1.0,16.0,26.0
3.0,12000,1,50.0,0,1,2.0,1.0,16.0,27.0
5.0,15000,1,53.0,1,1,2.0,1.0,16.0,27.0
2.0,17000,2,56.0,0,1,2.0,1.0,15.0,39.0
4.0,12000,2,64.0,0,1,2.0,1.0,15.0,40.0
5.0,20000,2,65.0,0,1,2.0,1.0,15.0,40.0
2.0,14000,2,53.0,1,1,2.0,1.0,15.0,38.0
4.0,12000,2,64.0,1,1,2.0,1.0,15.0,40.0
6.0,20000,2,80.0,1,1,2.0,1.0,16.0,41.0
2.0,12000,2,56.0,1,1,2.0,1.0,15.0,39.0
5.0,11000,2,53.0,1,1,2.0,1.0,15.0,38.0
2.0,33500,2,65.0,1,1,2.0,1.0,15.0,40.0
2.0,24930,2,80.0,1,1,2.0,1.0,16.0,41.0
6.0,29547,3,150.0,0,1,2.0,2.0,17.0,60.0
5.0,22160,3,140.0,0,1,2.0,2.0,17.0,59.0
1.0,28076,3,95.0,0,1,2.0,1.0,15.0,54.0
4.0,16000,3,87.0,0,1,2.0,2.0,15.0,53.0
2.0,31394,3,125.0,0,1,2.0,1.0,16.0,57.0
5.0,19000,3,68.0,0,1,2.0,0.0,14.0,51.0
3.0,18467,3,80.0,1,1,2.0,1.0,15.0,53.0
6.0,29547,3,150.0,1,1,2.0,2.0,17.0,60.0
2.0,19000,3,80.0,1,1,2.0,1.0,15.0,53.0
2.0,15000,3,120.0,1,1,2.0,1.0,16.0,57.0
4.0,7387,3,70.0,1,1,1.0,2.0,15.0,52.0
4.0,12000,3,69.0,1,1,2.0,2.0,15.0,51.0
5.0,22160,3,140.0,1,1,2.0,2.0,17.0,59.0
4.0,20129,3,82.0,1,1,2.0,2.0,15.0,53.0
2.0,19000,3,89.0,1,1,2.0,1.0,15.0,54.0
