district,price,room,area,floor,age,status,balcony,area_kitchen,area_living
5.0,19500,1,47.0,8,3,3.0,0.0,16.0,26.0
5.0,23400,2,76.0,11,3,3.0,0.0,16.0,41.0
4.0,21450,1,44.0,7,3,2.0,0.0,16.0,26.0
4.0,29250,2,80.0,6,3,3.0,0.0,16.0,41.0
5.0,13650,1,45.0,4,3,2.0,0.0,16.0,26.0
5.0,25350,1,55.0,11,3,2.0,0.0,16.0,27.0
5.0,23400,2,75.0,12,3,3.0,0.0,16.0,41.0
3.0,19500,1,45.0,9,3,3.0,0.0,16.0,26.0
4.0,25350,2,77.0,7,3,3.0,0.0,16.0,41.0
3.0,25350,2,60.0,7,3,3.0,0.0,15.0,39.0
4.0,20000,2,75.0,7,3,3.0,0.0,16.0,41.0
2.0,45000,7,160.0,4,3,3.0,0.0,14.0,107.0
3.0,39000,3,120.0,9,3,3.0,0.0,16.0,57.0
3.0,18000,3,95.0,4,3,2.0,0.0,15.0,54.0
1.0,15000,1,55.0,6,3,2.0,0.0,16.0,27.0
1.0,15000,1,54.0,6,3,2.0,0.0,16.0,27.0
3.0,19110,1,51.0,10,3,2.0,0.0,16.0,27.0
5.0,35100,1,58.0,4,3,3.0,0.0,16.0,28.0
3.0,17550,1,45.0,5,3,2.0,0.0,16.0,26.0
5.0,15600,1,45.0,1,3,3.0,0.0,16.0,26.0
4.0,15600,1,52.0,3,3,2.0,0.0,16.0,27.0
5.0,23400,2,70.0,2,3,3.0,0.0,16.0,40.0
6.0,19500,1,53.0,4,3,2.0,0.0,16.0,27.0
3.0,18000,1,60.0,3,3,2.0,0.0,16.0,28.0
5.0,15000,1,46.0,6,3,2.0,0.0,16.0,26.0
6.0,23400,1,45.0,3,3,2.0,0.0,16.0,26.0
2.0,31200,3,140.0,1,3,3.0,0.0,17.0,59.0
4.0,18000,1,43.0,6,3,2.0,0.0,16.0,26.0
1.0,15600,1,42.0,7,3,2.0,0.0,16.0,26.0
1.0,15000,2,65.0,3,3,2.0,0.0,15.0,40.0
4.0,12000,1,58.0,1,3,2.0,0.0,16.0,28.0
3.0,19500,1,65.0,4,3,2.0,0.0,16.0,28.0
4.0,17550,2,60.0,3,3,2.0,0.0,15.0,39.0
4.0,27300,3,112.0,2,3,3.0,0.0,16.0,56.0
5.0,12000,2,60.0,12,3,2.0,0.0,15.0,39.0
4.0,19500,1,42.0,8,3,2.0,0.0,16.0,26.0
3.0,12000,1,50.0,2,3,2.0,0.0,16.0,27.0
4.0,17000,5,150.0,5,3,2.0,0.0,16.0,83.0
4.0,25350,1,52.0,9,3,3.0,0.0,16.0,27.0
3.0,19500,3,66.0,1,3,2.0,0.0,14.0,51.0
5.0,23400,3,72.0,2,3,2.0,0.0,15.0,52.0
2.0,22620,2,68.0,5,3,2.0,0.0,15.0,40.0
3.0,39000,2,70.0,5,3,3.0,0.0,16.0,40.0
5.0,15000,1,46.0,2,3,2.0,0.0,16.0,26.0
3.0,23400,3,125.0,10,3,2.0,0.0,16.0,57.0
3.0,19500,2,65.0,3,3,2.0,0.0,15.0,40.0
4.0,16500,2,70.0,5,3,2.0,0.0,16.0,40.0
3.0,25350,1,54.0,11,3,2.0,0.0,16.0,27.0
3.0,23400,1,46.0,10,3,3.0,0.0,16.0,26.0
5.0,23400,1,54.0,3,3,2.0,0.0,16.0,27.0
5.0,15600,1,54.0,8,3,2.0,0.0,16.0,27.0
5.0,23400,2,65.0,12,3,2.0,0.0,15.0,40.0
5.0,21450,2,78.0,8,3,2.0,0.0,16.0,41.0
4.0,17550,2,65.0,4,3,2.0,0.0,15.0,40.0
5.0,19000,2,75.0,6,3,2.0,0.0,16.0,41.0
2.0,19500,1,42.0,1,3,2.0,0.0,16.0,26.0
1.0,15600,1,46.0,10,3,2.0,0.0,16.0,26.0
3.0,19500,1,42.0,1,3,2.0,0.0,16.0,26.0
3.0,39000,5,130.0,6,3,3.0,0.0,15.0,81.0
5.0,23400,1,53.0,7,3,3.0,0.0,16.0,27.0
4.0,23400,4,106.0,2,3,2.0,0.0,15.0,67.0
3.0,21450,1,49.0,6,3,3.0,0.0,16.0,27.0
4.0,20000,2,75.0,6,3,3.0,0.0,16.0,41.0
3.0,25350,2,78.0,3,3,3.0,0.0,16.0,41.0
1.0,18000,2,65.0,7,3,2.0,0.0,15.0,40.0
5.0,27300,1,55.0,17,3,2.0,0.0,16.0,27.0
4.0,16000,1,46.0,8,3,2.0,0.0,16.0,26.0
5.0,25350,2,54.0,12,3,2.0,0.0,15.0,39.0
6.0,17550,1,50.0,7,3,2.0,0.0,16.0,27.0
5.0,17550,1,54.0,7,3,2.0,0.0,16.0,27.0
5.0,16500,1,45.0,9,3,2.0,0.0,16.0,26.0
5.0,12000,2,62.0,12,3,2.0,0.0,15.0,39.0
5.0,23400,2,75.0,10,3,3.0,0.0,16.0,41.0
5.0,15000,1,50.0,10,3,2.0,0.0,16.0,27.0
1.0,21450,1,75.0,6,3,3.0,1.0,17.0,29.0
5.0,23400,2,75.0,11,3,3.0,0.0,16.0,41.0
3.0,21000,1,42.0,2,3,2.0,0.0,16.0,26.0
4.0,19500,1,42.0,7,3,2.0,0.0,16.0,26.0
6.0,21450,2,75.0,8,3,2.0,0.0,16.0,41.0
4.0,23400,2,80.0,10,3,3.0,0.0,16.0,41.0
3.0,14000,2,65.0,3,3,2.0,0.0,15.0,40.0
1.0,15600,3,77.0,2,3,2.0,0.0,15.0,52.0
5.0,31200,3,81.0,5,3,3.0,0.0,15.0,53.0
4.0,19500,2,56.0,3,3,2.0,0.0,15.0,39.0
5.0,19500,1,46.0,8,3,3.0,0.0,16.0,26.0
3.0,50700,1,84.0,12,3,3.0,1.0,17.0,30.0
1.0,19500,2,62.0,9,3,2.0,0.0,15.0,39.0
3.0,22000,3,96.0,8,3,2.0,0.0,15.0,54.0
6.0,31200,3,95.0,5,3,3.0,0.0,15.0,54.0
3.0,18000,4,80.0,3,3,2.0,0.0,14.0,64.0
2.0,19500,1,42.0,10,3,2.0,0.0,16.0,26.0
3.0,18000,3,80.0,3,3,2.0,0.0,15.0,53.0
1.0,23400,1,45.0,8,3,3.0,0.0,16.0,26.0
2.0,39000,4,150.0,3,3,3.0,0.0,16.0,71.0
6.0,37050,2,84.0,7,3,2.0,0.0,16.0,42.0
3.0,23400,1,50.0,12,3,3.0,0.0,16.0,27.0
4.0,18000,1,42.0,8,3,2.0,0.0,16.0,26.0
3.0,16000,1,47.0,2,3,2.0,0.0,16.0,26.0
3.0,26520,3,75.0,8,3,3.0,0.0,15.0,52.0
3.0,21450,1,50.0,9,3,3.0,0.0,16.0,27.0
2.0,21450,1,50.0,9,3,3.0,0.0,16.0,27.0
4.0,44800,4,160.0,2,3,3.0,0.0,17.0,72.0
3.0,23400,2,58.0,7,3,2.0,0.0,15.0,39.0
5.0,17160,1,53.0,6,3,2.0,0.0,16.0,27.0
3.0,31200,3,119.0,10,3,3.0,0.0,16.0,57.0
4.0,21450,2,65.0,7,3,2.0,0.0,15.0,40.0
5.0,19500,2,65.0,5,3,2.0,0.0,15.0,40.0
6.0,12000,1,46.0,2,3,2.0,0.0,16.0,26.0
4.0,19500,1,44.0,14,3,2.0,0.0,16.0,26.0
3.0,22000,1,45.0,3,3,3.0,0.0,16.0,26.0
4.0,15600,2,70.0,5,3,2.0,0.0,16.0,40.0
3.0,23400,1,44.0,7,3,2.0,0.0,16.0,26.0
4.0,18000,1,44.0,9,3,2.0,0.0,16.0,26.0
3.0,23400,2,60.0,6,3,2.0,0.0,15.0,39.0
5.0,15600,1,50.0,7,3,2.0,0.0,16.0,27.0
6.0,27300,3,90.0,2,3,2.0,0.0,15.0,54.0
3.0,25350,1,50.0,11,3,3.0,0.0,16.0,27.0
5.0,16000,1,49.0,10,3,2.0,0.0,16.0,27.0
6.0,14000,1,47.0,11,3,2.0,0.0,16.0,26.0
5.0,21450,2,70.0,5,3,3.0,0.0,16.0,40.0
2.0,50700,2,75.0,11,3,3.0,0.0,16.0,41.0
4.0,30000,4,130.0,9,3,2.0,0.0,16.0,69.0
5.0,13650,1,45.0,1,3,2.0,0.0,16.0,26.0
5.0,18000,2,65.0,7,3,2.0,0.0,15.0,40.0
3.0,19500,1,45.0,14,3,2.0,0.0,16.0,26.0
5.0,17550,1,49.0,5,3,2.0,0.0,16.0,27.0
5.0,16500,1,45.0,6,3,2.0,0.0,16.0,26.0
3.0,23400,1,47.0,12,3,3.0,0.0,16.0,26.0
3.0,19500,1,47.0,11,3,2.0,0.0,16.0,26.0
3.0,19500,1,47.0,10,3,3.0,0.0,16.0,26.0
5.0,23400,1,53.0,3,3,2.0,0.0,16.0,27.0
5.0,13000,1,44.0,6,3,2.0,0.0,16.0,26.0
2.0,19500,1,42.0,2,3,2.0,0.0,16.0,26.0
3.0,18000,2,60.0,6,3,2.0,0.0,15.0,39.0
3.0,14000,1,43.0,4,3,2.0,0.0,16.0,26.0
3.0,25350,1,58.0,5,3,3.0,0.0,16.0,28.0
5.0,14000,1,50.0,5,3,2.0,0.0,16.0,27.0
4.0,30000,6,130.0,9,3,2.0,0.0,14.0,92.0
5.0,27300,3,65.0,3,3,3.0,0.0,14.0,51.0
2.0,17550,1,55.0,1,3,2.0,0.0,16.0,27.0
2.0,13650,1,45.0,6,3,2.0,0.0,16.0,26.0
5.0,12480,1,45.0,3,3,2.0,0.0,16.0,26.0
6.0,17000,2,65.0,6,3,2.0,0.0,15.0,40.0
3.0,23400,1,45.0,7,3,3.0,0.0,16.0,26.0
3.0,17000,1,42.0,3,3,2.0,0.0,16.0,26.0
1.0,39000,2,77.0,4,3,3.0,0.0,16.0,41.0
5.0,12480,1,42.0,3,3,2.0,0.0,16.0,26.0
4.0,19500,1,46.0,7,3,3.0,0.0,16.0,26.0
5.0,30000,5,150.0,9,3,2.0,0.0,16.0,83.0
3.0,23400,1,45.0,3,3,3.0,0.0,16.0,26.0
5.0,14000,1,50.0,2,3,2.0,0.0,16.0,27.0
3.0,17550,2,75.0,9,3,2.0,0.0,16.0,41.0
3.0,46800,3,80.0,5,3,3.0,0.0,15.0,53.0
2.0,42900,2,86.0,3,3,3.0,0.0,16.0,42.0
4.0,27300,5,160.0,3,3,3.0,0.0,16.0,84.0
5.0,20280,1,50.0,6,3,3.0,0.0,16.0,27.0
4.0,12500,1,45.0,5,3,2.0,0.0,16.0,26.0
3.0,16000,2,67.0,1,3,2.0,0.0,15.0,40.0
3.0,12000,2,56.0,4,3,2.0,0.0,15.0,39.0
1.0,23400,2,85.0,4,3,3.0,0.0,16.0,42.0
4.0,39000,4,120.0,9,3,2.0,0.0,15.0,68.0
3.0,16000,2,67.0,5,3,2.0,0.0,15.0,40.0
3.0,31200,1,45.0,9,3,3.0,0.0,16.0,26.0
5.0,14000,1,43.0,9,3,2.0,0.0,16.0,26.0
3.0,29250,2,94.0,7,3,3.0,1.0,16.0,43.0
3.0,19500,2,60.0,2,3,2.0,0.0,15.0,39.0
3.0,19500,1,44.0,15,3,2.0,0.0,16.0,26.0
2.0,25350,1,42.0,16,3,2.0,0.0,16.0,26.0
3.0,19500,1,46.0,10,3,3.0,0.0,16.0,26.0
2.0,19500,2,82.0,7,3,3.0,0.0,16.0,41.0
6.0,21645,1,45.0,3,3,2.0,0.0,16.0,26.0
4.0,16500,2,84.0,3,3,2.0,1.0,16.0,42.0
6.0,12000,1,50.0,2,3,2.0,0.0,16.0,27.0
3.0,11500,1,55.0,6,3,2.0,0.0,16.0,27.0
4.0,29250,2,90.0,8,3,3.0,1.0,16.0,42.0
2.0,39000,2,80.0,7,3,3.0,0.0,16.0,41.0
3.0,39000,2,80.0,6,3,3.0,0.0,16.0,41.0
4.0,20000,1,46.0,14,3,3.0,0.0,16.0,26.0
1.0,17550,1,55.0,6,3,2.0,0.0,16.0,27.0
4.0,17550,1,42.0,8,3,2.0,0.0,16.0,26.0
5.0,17550,2,60.0,5,3,2.0,0.0,15.0,39.0
4.0,13650,1,43.0,1,3,2.0,0.0,16.0,26.0
4.0,21450,1,74.0,6,3,3.0,1.0,17.0,29.0
2.0,15900,1,45.0,5,3,2.0,0.0,16.0,26.0
3.0,23400,2,60.0,1,3,3.0,0.0,15.0,39.0
4.0,15210,1,50.0,6,3,2.0,0.0,16.0,27.0
5.0,16500,1,45.0,10,3,2.0,0.0,16.0,26.0
5.0,16000,2,90.0,4,3,2.0,1.0,16.0,42.0
3.0,21450,3,85.0,6,3,2.0,0.0,15.0,53.0
1.0,21450,1,73.0,6,3,3.0,1.0,17.0,29.0
4.0,19500,1,47.0,7,3,3.0,0.0,16.0,26.0
1.0,18000,1,56.0,9,3,2.0,0.0,16.0,27.0
5.0,19500,2,55.0,7,3,2.0,0.0,15.0,39.0
4.0,20000,2,72.0,7,3,2.0,0.0,16.0,40.0
4.0,17550,1,43.0,6,3,2.0,0.0,16.0,26.0
2.0,29250,1,50.0,8,3,3.0,0.0,16.0,27.0
5.0,19500,1,45.0,3,3,2.0,0.0,16.0,26.0
4.0,17550,1,60.0,3,3,2.0,0.0,16.0,28.0
1.0,16770,2,60.0,8,3,2.0,0.0,15.0,39.0
6.0,16000,2,65.0,4,3,2.0,0.0,15.0,40.0
5.0,25350,1,51.0,12,3,3.0,0.0,16.0,27.0
5.0,14000,1,46.0,2,3,2.0,0.0,16.0,26.0
3.0,13000,1,45.0,5,3,2.0,0.0,16.0,26.0
6.0,25350,1,54.0,12,3,2.0,0.0,16.0,27.0
5.0,33930,2,74.0,9,3,3.0,0.0,16.0,41.0
6.0,10000,1,48.0,2,3,1.0,0.0,16.0,26.0
5.0,31200,1,66.0,3,3,3.0,0.0,16.0,28.0
5.0,39000,2,66.0,7,3,3.0,0.0,15.0,40.0
5.0,31200,2,66.0,3,3,3.0,0.0,15.0,40.0
5.0,15600,2,60.0,2,3,2.0,0.0,15.0,39.0
4.0,19500,2,86.0,2,3,2.0,1.0,16.0,42.0
4.0,23400,3,90.0,9,3,2.0,0.0,15.0,54.0
1.0,16000,2,78.0,1,3,3.0,0.0,16.0,41.0
4.0,21450,3,85.0,5,3,2.0,0.0,15.0,53.0
1.0,15000,1,52.0,6,3,2.0,0.0,16.0,27.0
3.0,19500,1,45.0,2,3,2.0,0.0,16.0,26.0
3.0,27300,2,70.0,3,3,3.0,0.0,16.0,40.0
3.0,18000,2,80.0,3,3,2.0,0.0,16.0,41.0
2.0,23400,2,65.0,3,3,2.0,0.0,15.0,40.0
5.0,17550,1,47.0,8,3,2.0,0.0,16.0,26.0
2.0,19500,1,42.0,8,3,2.0,0.0,16.0,26.0
4.0,19500,2,80.0,6,3,2.0,0.0,16.0,41.0
6.0,12000,2,65.0,4,3,2.0,0.0,15.0,40.0
4.0,27300,2,60.0,8,3,3.0,0.0,15.0,39.0
6.0,27300,2,65.0,4,3,2.0,0.0,15.0,40.0
3.0,31200,1,60.0,6,3,3.0,0.0,16.0,28.0
5.0,27300,2,75.0,3,3,3.0,0.0,16.0,41.0
5.0,31200,1,60.0,6,3,3.0,0.0,16.0,28.0
2.0,31200,2,58.0,6,3,3.0,0.0,15.0,39.0
3.0,50700,2,80.0,11,3,3.0,0.0,16.0,41.0
4.0,18720,1,44.0,8,3,2.0,0.0,16.0,26.0
5.0,15600,1,43.0,5,3,2.0,0.0,16.0,26.0
5.0,23400,2,53.0,3,3,2.0,0.0,15.0,38.0
5.0,27300,2,73.0,4,3,3.0,0.0,16.0,41.0
3.0,14800,1,48.0,2,3,2.0,0.0,16.0,26.0
4.0,27300,3,70.0,11,3,2.0,0.0,15.0,52.0
5.0,27300,2,75.0,11,3,3.0,0.0,16.0,41.0
3.0,15600,1,44.0,11,3,2.0,0.0,16.0,26.0
3.0,25350,1,47.0,6,3,3.0,0.0,16.0,26.0
4.0,19500,1,50.0,7,3,2.0,0.0,16.0,27.0
5.0,17550,1,47.0,5,3,2.0,0.0,16.0,26.0
3.0,35100,3,100.0,8,3,3.0,0.0,16.0,55.0
5.0,19500,2,70.0,9,3,2.0,0.0,16.0,40.0
3.0,17550,1,45.0,11,3,2.0,0.0,16.0,26.0
5.0,20000,2,70.0,4,3,2.0,0.0,16.0,40.0
1.0,11500,1,48.0,3,3,2.0,0.0,16.0,26.0
4.0,20000,1,43.0,14,3,2.0,0.0,16.0,26.0
5.0,20000,2,75.0,4,3,2.0,0.0,16.0,41.0
1.0,17550,1,65.0,4,3,2.0,0.0,16.0,28.0
5.0,27300,2,70.0,5,3,3.0,0.0,16.0,40.0
3.0,31200,2,80.0,4,3,3.0,0.0,16.0,41.0
4.0,13000,1,45.0,6,3,2.0,0.0,16.0,26.0
1.0,12000,2,63.0,6,3,2.0,0.0,15.0,39.0
5.0,17550,1,46.0,4,3,2.0,0.0,16.0,26.0
5.0,16000,2,75.0,8,3,2.0,0.0,16.0,41.0
3.0,16000,1,43.0,3,3,2.0,0.0,16.0,26.0
2.0,19000,1,58.0,11,3,2.0,0.0,16.0,28.0
1.0,18000,2,64.0,3,3,2.0,0.0,15.0,40.0
3.0,23400,1,47.0,10,3,3.0,0.0,16.0,26.0
3.0,23400,2,56.0,1,3,3.0,0.0,15.0,39.0
3.0,17000,3,80.0,7,3,2.0,0.0,15.0,53.0
3.0,16000,3,80.0,8,3,2.0,0.0,15.0,53.0
2.0,17550,2,63.0,8,3,2.0,0.0,15.0,39.0
5.0,17000,2,70.0,6,3,2.0,0.0,16.0,40.0
1.0,42900,3,125.0,4,3,3.0,0.0,16.0,57.0
5.0,18500,1,63.0,8,3,2.0,0.0,16.0,28.0
5.0,21450,2,60.0,5,3,2.0,0.0,15.0,39.0
3.0,14000,2,70.0,8,3,2.0,0.0,16.0,40.0
1.0,14000,2,70.0,8,3,2.0,0.0,16.0,40.0
5.0,15000,1,60.0,7,3,2.0,0.0,16.0,28.0
3.0,27300,3,90.0,9,3,3.0,0.0,15.0,54.0
1.0,35100,4,135.0,4,3,2.0,0.0,16.0,70.0
5.0,31980,2,70.0,2,3,3.0,0.0,16.0,40.0
1.0,18720,1,44.0,8,3,2.0,0.0,16.0,26.0
5.0,27300,2,78.0,4,3,3.0,0.0,16.0,41.0
2.0,16380,2,63.0,5,3,2.0,0.0,15.0,39.0
4.0,19000,1,58.0,9,3,2.0,0.0,16.0,28.0
3.0,21450,1,42.0,5,3,2.0,0.0,16.0,26.0
3.0,23400,2,70.0,12,3,3.0,1.0,16.0,40.0
5.0,39000,4,140.0,7,3,2.0,0.0,16.0,70.0
1.0,50700,2,60.0,6,3,3.0,0.0,15.0,39.0
2.0,54600,4,200.0,5,3,3.0,0.0,18.0,77.0
3.0,27300,3,76.0,8,3,3.0,0.0,15.0,52.0
1.0,39000,3,92.0,3,3,3.0,0.0,15.0,54.0
1.0,13650,2,75.0,3,3,3.0,0.0,16.0,41.0
4.0,17550,1,52.0,3,3,2.0,0.0,16.0,27.0
2.0,46800,4,175.0,4,3,3.0,0.0,17.0,74.0
3.0,17000,3,95.0,6,3,2.0,0.0,15.0,54.0
3.0,18000,1,47.0,4,3,2.0,0.0,16.0,26.0
2.0,39000,3,94.0,6,3,3.0,0.0,15.0,54.0
3.0,8000,1,45.0,10,3,1.0,0.0,16.0,26.0
3.0,19500,1,51.0,3,3,2.0,0.0,16.0,27.0
3.0,17000,2,67.0,6,3,2.0,0.0,15.0,40.0
6.0,27300,3,90.0,9,3,2.0,0.0,15.0,54.0
3.0,24000,4,125.0,10,3,2.0,0.0,16.0,69.0
4.0,14000,1,44.0,7,3,2.0,0.0,16.0,26.0
6.0,11700,1,47.0,4,3,2.0,0.0,16.0,26.0
3.0,33150,3,75.0,9,3,3.0,0.0,15.0,52.0
4.0,17550,1,54.0,13,3,2.0,0.0,16.0,27.0
1.0,25350,3,85.0,3,3,3.0,0.0,15.0,53.0
3.0,25000,3,140.0,10,3,2.0,0.0,17.0,59.0
1.0,20400,1,49.0,8,3,3.0,0.0,16.0,27.0
3.0,23400,2,60.0,4,3,2.0,0.0,15.0,39.0
3.0,23400,1,43.0,4,3,2.0,0.0,16.0,26.0
5.0,18000,2,75.0,9,3,2.0,0.0,16.0,41.0
4.0,17550,2,60.0,4,3,2.0,0.0,15.0,39.0
3.0,35100,3,75.0,8,3,3.0,0.0,15.0,52.0
4.0,13000,2,72.0,2,3,2.0,0.0,16.0,40.0
4.0,16000,2,69.0,9,3,2.0,0.0,15.0,40.0
4.0,14000,1,52.0,4,3,2.0,0.0,16.0,27.0
3.0,29250,1,68.0,2,3,3.0,0.0,16.0,29.0
3.0,25350,2,67.0,2,3,3.0,0.0,15.0,40.0
2.0,25350,1,77.0,7,3,3.0,1.0,17.0,30.0
5.0,27300,1,53.0,17,3,3.0,0.0,16.0,27.0
3.0,46800,3,85.0,20,3,3.0,0.0,15.0,53.0
5.0,20000,2,70.0,3,3,2.0,0.0,16.0,40.0
4.0,19500,1,44.0,8,3,2.0,0.0,16.0,26.0
5.0,23400,1,70.0,3,3,2.0,1.0,17.0,29.0
3.0,25350,1,45.0,5,3,3.0,0.0,16.0,26.0
6.0,21450,1,42.0,5,3,2.0,0.0,16.0,26.0
4.0,15600,2,65.0,1,3,2.0,0.0,15.0,40.0
3.0,27300,1,49.0,4,3,3.0,0.0,16.0,27.0
3.0,14000,1,45.0,5,3,2.0,0.0,16.0,26.0
5.0,35100,3,80.0,12,3,2.0,0.0,15.0,53.0
5.0,18000,2,70.0,9,3,2.0,0.0,16.0,40.0
6.0,18000,3,95.0,5,3,2.0,0.0,15.0,54.0
5.0,17550,1,53.0,6,3,2.0,0.0,16.0,27.0
1.0,15000,2,70.0,4,3,2.0,0.0,16.0,40.0
3.0,19500,1,46.0,3,3,3.0,0.0,16.0,26.0
3.0,21450,1,52.0,3,3,2.0,0.0,16.0,27.0
4.0,18000,2,71.0,6,3,2.0,0.0,16.0,40.0
1.0,39000,4,150.0,1,3,3.0,0.0,16.0,71.0
3.0,25350,2,63.0,9,3,3.0,1.0,15.0,39.0
3.0,27300,1,50.0,11,3,3.0,0.0,16.0,27.0
5.0,20000,1,51.0,10,3,3.0,0.0,16.0,27.0
3.0,33150,2,67.0,8,3,3.0,0.0,15.0,40.0
3.0,18720,1,44.0,9,3,2.0,0.0,16.0,26.0
5.0,31200,2,70.0,2,3,3.0,0.0,16.0,40.0
3.0,12000,1,45.0,5,3,2.0,0.0,16.0,26.0
1.0,12000,1,42.0,5,3,2.0,0.0,16.0,26.0
3.0,17550,1,49.0,8,3,2.0,0.0,16.0,27.0
6.0,17200,1,51.0,7,3,2.0,0.0,16.0,27.0
1.0,15600,1,42.0,3,3,2.0,0.0,16.0,26.0
3.0,29250,3,94.0,7,3,3.0,0.0,15.0,54.0
1.0,21450,1,50.0,5,3,3.0,0.0,16.0,27.0
5.0,15600,1,60.0,2,3,2.0,0.0,16.0,28.0
3.0,23400,1,48.0,10,3,3.0,0.0,16.0,26.0
4.0,13500,2,59.0,7,3,2.0,0.0,15.0,39.0
6.0,27300,2,68.0,8,3,2.0,0.0,15.0,40.0
2.0,19500,1,55.0,7,3,3.0,0.0,16.0,27.0
5.0,29640,2,70.0,12,3,3.0,0.0,16.0,40.0
2.0,13000,1,68.0,6,3,2.0,0.0,16.0,29.0
4.0,16380,1,48.0,4,3,2.0,0.0,16.0,26.0
4.0,21450,2,75.0,5,3,3.0,0.0,16.0,41.0
4.0,21450,1,44.0,11,3,2.0,0.0,16.0,26.0
4.0,21450,1,42.0,7,3,2.0,0.0,16.0,26.0
3.0,27300,2,65.0,3,3,3.0,0.0,15.0,40.0
4.0,19500,1,65.0,5,3,3.0,0.0,16.0,28.0
5.0,39000,4,150.0,1,3,2.0,0.0,16.0,71.0
5.0,21450,1,50.0,3,3,3.0,0.0,16.0,27.0
1.0,19500,1,45.0,3,3,3.0,0.0,16.0,26.0
5.0,21450,2,60.0,2,3,2.0,0.0,15.0,39.0
5.0,23400,1,50.0,2,3,2.0,0.0,16.0,27.0
4.0,19500,3,85.0,4,3,2.0,0.0,15.0,53.0
4.0,19500,2,70.0,7,3,3.0,0.0,16.0,40.0
5.0,16770,1,49.0,6,3,2.0,0.0,16.0,27.0
5.0,19500,1,56.0,3,3,2.0,0.0,16.0,27.0
3.0,16000,2,67.0,6,3,2.0,0.0,15.0,40.0
1.0,19500,2,70.0,7,3,3.0,0.0,16.0,40.0
2.0,17550,1,45.0,5,3,2.0,0.0,16.0,26.0
6.0,16000,1,45.0,5,3,2.0,0.0,16.0,26.0
3.0,16500,1,45.0,5,3,2.0,0.0,16.0,26.0
4.0,17550,1,48.0,5,3,2.0,0.0,16.0,26.0
3.0,39000,3,119.0,9,3,3.0,0.0,16.0,57.0
2.0,15000,2,65.0,4,3,2.0,0.0,15.0,40.0
3.0,31200,2,85.0,7,3,3.0,0.0,16.0,42.0
3.0,31200,2,58.0,10,3,3.0,0.0,15.0,39.0
3.0,15600,1,44.0,5,3,2.0,0.0,16.0,26.0
3.0,13000,1,42.0,5,3,2.0,0.0,16.0,26.0
4.0,16000,2,70.0,9,3,2.0,0.0,16.0,40.0
1.0,16000,2,70.0,9,3,2.0,0.0,16.0,40.0
1.0,31200,2,85.0,2,3,3.0,0.0,16.0,42.0
3.0,14500,1,50.0,2,3,2.0,0.0,16.0,27.0
1.0,25350,3,94.0,4,3,3.0,0.0,15.0,54.0
1.0,14700,1,42.0,3,3,2.0,0.0,16.0,26.0
4.0,17550,1,44.0,8,3,2.0,0.0,16.0,26.0
3.0,14500,1,48.0,2,3,2.0,0.0,16.0,26.0
5.0,19500,1,50.0,3,3,2.0,0.0,16.0,27.0
4.0,11500,1,45.0,4,3,2.0,0.0,16.0,26.0
2.0,25350,1,45.0,3,3,3.0,0.0,16.0,26.0
4.0,16000,2,73.0,9,3,2.0,0.0,16.0,41.0
5.0,18000,2,60.0,9,3,2.0,0.0,15.0,39.0
6.0,13000,1,47.0,11,3,2.0,0.0,16.0,26.0
3.0,14000,1,42.0,3,3,2.0,0.0,16.0,26.0
3.0,27300,2,92.0,3,3,3.0,1.0,16.0,43.0
5.0,19500,2,75.0,5,3,2.0,0.0,16.0,41.0
1.0,15000,1,55.0,4,3,2.0,0.0,16.0,27.0
5.0,17550,1,45.0,2,3,2.0,0.0,16.0,26.0
1.0,15600,1,42.0,8,3,2.0,0.0,16.0,26.0
4.0,18000,1,58.0,9,3,2.0,0.0,16.0,28.0
3.0,39000,4,120.0,9,3,3.0,0.0,15.0,68.0
4.0,8000,1,45.0,7,3,1.0,0.0,16.0,26.0
4.0,15600,2,74.0,8,3,2.0,0.0,16.0,41.0
1.0,20000,1,48.0,8,3,3.0,0.0,16.0,26.0
3.0,21450,2,70.0,2,3,3.0,0.0,16.0,40.0
4.0,27300,2,70.0,11,3,3.0,0.0,16.0,40.0
5.0,17550,1,47.0,15,3,2.0,0.0,16.0,26.0
3.0,15600,1,45.0,4,3,2.0,0.0,16.0,26.0
4.0,21450,1,45.0,10,3,3.0,0.0,16.0,26.0
3.0,13650,1,49.0,3,3,2.0,0.0,16.0,27.0
3.0,27300,3,75.0,8,3,2.0,0.0,15.0,52.0
6.0,17550,2,62.0,8,3,2.0,0.0,15.0,39.0
5.0,39000,1,65.0,7,3,3.0,0.0,16.0,28.0
5.0,39000,2,65.0,7,3,3.0,0.0,15.0,40.0
5.0,16400,2,60.0,5,3,2.0,0.0,15.0,39.0
5.0,20000,2,70.0,10,3,3.0,1.0,16.0,40.0
3.0,25350,3,88.0,5,3,2.0,0.0,15.0,53.0
3.0,13000,1,45.0,4,3,2.0,0.0,16.0,26.0
5.0,13650,1,50.0,10,3,2.0,0.0,16.0,27.0
2.0,19500,1,46.0,3,3,3.0,0.0,16.0,26.0
4.0,15000,1,45.0,2,3,2.0,0.0,16.0,26.0
1.0,25350,2,75.0,3,3,3.0,0.0,16.0,41.0
3.0,27300,2,75.0,7,3,3.0,0.0,16.0,41.0
