district,wall_material,status,balcony,area_kitchen,area_living,area,room,floor,superficiality,type_build,price
Франківський, цегла, люкс,1,nan,nan,34,1,2,2, Польський,13200
Шевченківський,nan,nan,nan,nan,nan,90,3,9,9,nan,16200
Сихівський,nan,nan,nan,nan,nan,45,1,21,25,nan,23100
Франківський, цегла, люкс,1,12,38,60,2,2,5, Сталінка,14000
Галицький, цегла, відмінний,1,nan,nan,85,3,2,3, Австрійський,20000
Залізничний,nan,nan,nan,nan,nan,50,2,9,9,nan,9500
Франківський, цегла, відмінний,1,12,42,64,2,5,10,nan,18500
Залізничний, цегла, відмінний,1,nan,nan,62,2,3,5,nan,15000
Личаківський,nan,nan,nan,nan,nan,31,1,2,5,nan,9000
Шевченківський,nan,nan,nan,nan,nan,50,2,8,10,nan,14000
Сихівський, цегла, відмінний,1,nan,nan,42,1,6,9,nan,15400
Сихівський,nan,nan,nan,nan,nan,60,1,8,10,nan,23100
Франківський,nan,nan,nan,nan,nan,35,1,2,7,nan,14000
Залізничний, цегла, відмінний,1,nan,nan,68,2,4,10,nan,14000
Личаківський, цегла, відмінний,1,15,nan,45,1,7,8,nan,14000
Франківський,nan,nan,nan,nan,nan,80,2,2,5,nan,19300
Франківський,nan,nan,nan,nan,nan,47,1,2,10,nan,15000
Сихівський, цегла, відмінний,1,12,30,75,2,1,10,nan,18500
Шевченківський,nan,nan,nan,nan,nan,56,2,3,9,nan,12000
Франківський,nan,nan,nan,nan,nan,45,2,5,5,nan,14000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Галицький,nan, відмінний,nan,nan,nan,50,2,2,9,nan,19300
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Личаківський, цегла, люкс,1,21,nan,75,2,3,3,nan,23100
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Франківський,nan,nan,nan,nan,nan,47,1,2,10,nan,15000
Сихівський, цегла, відмінний,1,12,30,75,2,1,10,nan,18500
Шевченківський,nan,nan,nan,nan,nan,56,2,3,9,nan,12000
Франківський,nan,nan,nan,nan,nan,45,2,5,5,nan,14000
Личаківський, цегла, відмінний,1,14,nan,45,1,7,8,nan,14000
Залізничний,nan,nan,nan,nan,nan,30,1,2,4,nan,9000
Франківський,nan,nan,nan,nan,nan,43,1,8,10,nan,12000
Шевченківський, цегла, середній,1,8,28,50,2,5,9, Чешка,10000
Сихівський, цегла, відмінний,1,14,nan,45,1,5,10,nan,14500
Сихівський,nan,nan,nan,nan,nan,50,1,2,5,nan,12000
Шевченківський,nan,nan,nan,nan,nan,32,1,1,10,nan,12000
Франківський,nan,nan,nan,nan,nan,40,1,4,5,nan,17300
Франківський,nan,nan,nan,nan,nan,70,2,2,5,nan,14000
Сихівський, цегла, відмінний,1,nan,nan,44,1,5,10,nan,14500
Франківський,nan,nan,nan,nan,nan,42,1,6,9,nan,11000
Шевченківський,nan,nan,nan,nan,nan,43,1,7,12,nan,28900
Франківський,nan,nan,nan,nan,nan,30,1,3,4,nan,10000
Франківський,nan,nan,nan,nan,nan,40,1,2,2,nan,12000
Шевченківський,nan,nan,nan,nan,nan,25,1,9,9,nan,8500
Франківський, цегла, відмінний,nan,18,30,68,2,10,10,nan,25000
Шевченківський,nan, люкс,1,nan,nan,44,1,1,9,nan,13500
Шевченківський,nan, люкс,1,nan,nan,44,1,1,9,nan,11600
Галицький, цегла, відмінний,nan,nan,nan,82,2,3,3, Польський,21200
Галицький, цегла, відмінний,1,nan,nan,120,3,4,4, Австрійський,22000
Личаківський, цегла, відмінний,1,13,40,65,2,2,3, Австрійський,11600
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Галицький,nan, відмінний,nan,nan,nan,50,2,2,9,nan,19300
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський,nan, люкс,1,nan,nan,44,1,1,9,nan,11600
Галицький, цегла, відмінний,nan,nan,nan,82,2,3,3, Польський,21200
Галицький, цегла, відмінний,1,nan,nan,120,3,4,4, Австрійський,22000
Личаківський, цегла, відмінний,1,13,40,65,2,2,3, Австрійський,11600
Сихівський, цегла, відмінний,1,12,49,70,2,1,10,nan,14000
Сихівський,nan, відмінний,nan,nan,nan,87,3,3,5,nan,14000
Франківський,nan, люкс,nan,15,25,52,1,1,10,nan,13500
Личаківський,nan, люкс,nan,nan,nan,42,1,4,10,nan,15000
Сихівський,nan, люкс,1,nan,nan,55,1,6,10,nan,15400
Сихівський,nan, люкс,1,nan,nan,70,1,6,10,nan,19300
Залізничний,nan, люкс,1,nan,nan,65,2,7,10,nan,25000
Франківський, панель, люкс,1,9,17,40,1,2,9, Чешка,10000
Франківський, панель, люкс,2,9,42,65,3,3,9, Чешка,15000
Франківський, панель, люкс,1,9,42,68,3,7,9, Чешка,16000
Сихівський, панель, відмінний,1,10,20,42,1,1,9, Чешка,8500
Франківський,nan,nan,nan,nan,nan,33,1,1,4,nan,12000
Залізничний, цегла, відмінний,2,nan,nan,70,2,6,10,nan,20000
Галицький, цегла,nan,nan,nan,nan,150,3,2,3, Польський,30800
Личаківський, цегла, відмінний,2,13,42,70,2,3,5,nan,15000
Шевченківський, цегла,nan,nan,nan,nan,40,1,12,12,nan,21200
Галицький, цегла,nan,nan,nan,nan,42,1,3,10,nan,21200
Шевченківський, цегла, відмінний,1,12,nan,45,1,7,11,nan,17300
Галицький, цегла, люкс,1,28,36,76,2,4,6, Брежнєвка,15400
Галицький, цегла, середній,nan,nan,nan,28,1,2,3, Будівля старого Львова,10000
Шевченківський,nan,nan,nan,20,nan,42,1,4,8,nan,15400
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Личаківський, цегла, люкс,1,21,nan,75,2,3,3,nan,23100
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Шевченківський, цегла,nan,nan,nan,nan,40,1,12,12,nan,21200
Галицький, цегла,nan,nan,nan,nan,42,1,3,10,nan,21200
Шевченківський, цегла, відмінний,1,12,nan,45,1,7,11,nan,17300
Галицький, цегла, люкс,1,28,36,76,2,4,6, Брежнєвка,15400
Галицький, цегла, середній,nan,nan,nan,28,1,2,3, Будівля старого Львова,10000
Шевченківський,nan,nan,nan,20,nan,42,1,4,8,nan,15400
Галицький,nan,nan,nan,17,30,59,2,3,3,nan,16000
Франківський, цегла, люкс,1,16,nan,40,1,5,10,nan,15400
Личаківський,nan,nan,nan,nan,nan,65,1,13,17,nan,17300
Личаківський,nan, відмінний,nan,nan,nan,52,2,2,3,nan,15400
Шевченківський,nan, люкс,nan,nan,nan,38,2,5,9,nan,12000
Личаківський,nan, відмінний,nan,nan,nan,52,2,2,3,nan,15400
Шевченківський,nan, люкс,nan,nan,nan,41,1,6,10,nan,15400
Шевченківський,nan, люкс,1,nan,nan,74,2,12,13,nan,50000
Залізничний, цегла, люкс,1,nan,nan,45,1,3,4, Австрійський,14000
Шевченківський, цегла,nan,1,nan,nan,401,1,1,5,nan,7500
Залізничний, цегла, відмінний,nan,nan,nan,56,1,3,10,nan,12500
Шевченківський, цегла, люкс,nan,nan,nan,68,2,4,22,nan,25000
Сихівський,nan, люкс,1,nan,nan,70,1,6,10,nan,19000
Шевченківський,nan, люкс,1,nan,nan,65,2,7,10,nan,25000
Личаківський,nan, люкс,nan,nan,nan,42,1,4,10,nan,15000
Шевченківський,nan, люкс,nan,15,18,48,1,3,6,nan,15000
Галицький, цегла, люкс,1,nan,nan,120,3,3,3, Австрійський,22000
Шевченківський,nan,nan,nan,nan,nan,65,2,2,9,nan,25000
Шевченківський,nan, люкс,1,nan,nan,65,1,12,12,nan,50000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Личаківський, цегла, люкс,1,21,nan,75,2,3,3,nan,23100
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Личаківський,nan, люкс,nan,nan,nan,42,1,4,10,nan,15000
Шевченківський,nan, люкс,nan,15,18,48,1,3,6,nan,15000
Галицький, цегла, люкс,1,nan,nan,120,3,3,3, Австрійський,22000
Шевченківський,nan,nan,nan,nan,nan,65,2,2,9,nan,25000
Шевченківський,nan, люкс,1,nan,nan,65,1,12,12,nan,50000
Галицький, цегла, відмінний,nan,8,18,35,1,3,4, Австрійський,11600
Личаківський, цегла, відмінний,nan,17,17,23,1,2,2, Будівля старого Львова,9610
Франківський,nan,nan,1,nan,nan,48,1,2,9,nan,18000
Галицький,nan, відмінний,nan,12,25,45,1,1,3, Австрійський люкс,7500
Франківський, цегла, середній,nan,6,13,22,1,8,9,nan,9000
Шевченківський,nan,nan,nan,nan,nan,30,1,2,3,nan,8500
Личаківський, цегла, відмінний,1,12,18,40,1,4,9,nan,13500
Шевченківський, цегла, відмінний,1,15,39,68,2,1,9,nan,16000
Галицький,nan, відмінний,nan,10,20,30,1,3,3, Австрійський,19300
Франківський, цегла, відмінний,1,15,45,60,2,3,6,nan,16500
Залізничний,nan, відмінний,nan,8,37,68,3,7,9, Чешка,11000
Галицький, цегла, відмінний,1,6,29,45,2,2,3, Польський,11500
Франківський,nan,nan,1,nan,nan,16,1,6,9,nan,4500
Личаківський, цегла, відмінний,1,12,32,63,1,7,8,nan,17300
Галицький, цегла, відмінний,1,nan,nan,85,3,2,3, Австрійський,20000
Шевченківський,nan, люкс,1,nan,nan,40,1,12,12,nan,21200
Залізничний, цегла, відмінний,1,8,20,37,1,1,5, Чешка,10000
Галицький,nan, люкс,nan,nan,nan,42,1,3,10,nan,21200
Личаківський, цегла, люкс,1,nan,nan,120,3,5,6,nan,38500
Личаківський, цегла, люкс,2,nan,nan,140,4,2,5,nan,38500
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Галицький,nan, відмінний,nan,nan,nan,50,2,2,9,nan,19300
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський,nan, люкс,1,nan,nan,40,1,12,12,nan,21200
Залізничний, цегла, відмінний,1,8,20,37,1,1,5, Чешка,10000
Галицький,nan, люкс,nan,nan,nan,42,1,3,10,nan,21200
Личаківський, цегла, люкс,1,nan,nan,120,3,5,6,nan,38500
Личаківський, цегла, люкс,2,nan,nan,140,4,2,5,nan,38500
Галицький, цегла, люкс,2,nan,nan,140,5,5,7,nan,36600
Галицький,nan,nan,2,33,70,127,3,2,2, Австрійський,48600
Сихівський, цегла, відмінний,2,15,35,70,2,4,10,nan,23100
Галицький, цегла, люкс,nan,nan,nan,60,2,4,4, Австрійський,23100
Франківський,nan,nan,nan,6,53,58,3,1,5,nan,12000
Залізничний, цегла, відмінний,nan,nan,nan,56,1,3,10,nan,12500
Галицький, цегла, люкс,1,nan,nan,50,2,3,4, Австрійський,19300
Залізничний, цегла, відмінний,nan,nan,nan,35,1,3,3, Австрійський,12000
Сихівський,nan,nan,nan,15,70,70,3,2,9,nan,12000
Франківський, цегла, люкс,3,nan,nan,114,3,2,5,nan,27000
Сихівський, цегла, люкс,1,14,52,66,2,6,9,nan,19300
Сихівський,nan, відмінний,1,nan,nan,45,1,5,10,nan,16000
Залізничний,nan,nan,nan,8,20,36,1,1,3,nan,13300
Личаківський,nan, відмінний,nan,nan,nan,78,2,3,6,nan,46200
Залізничний,nan, відмінний,nan,nan,nan,25,1,8,10,nan,10500
Залізничний, цегла, середній,nan,nan,nan,50,2,1,3,nan,7000
Личаківський,nan, відмінний,1,10,nan,60,2,5,10,nan,16500
Сихівський, цегла, відмінний,2,nan,nan,50,1,2,9,nan,3000
Сихівський, цегла, відмінний,2,nan,nan,55,2,2,9,nan,3000
Сихівський, цегла, відмінний,2,nan,nan,70,3,2,9,nan,3000
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Галицький,nan, відмінний,nan,nan,nan,50,2,2,9,nan,19300
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Сихівський, цегла, відмінний,2,nan,nan,55,2,2,9,nan,3000
Сихівський, цегла, відмінний,2,nan,nan,70,3,2,9,nan,3000
Франківський,nan, люкс,nan,nan,nan,55,1,8,12,nan,27000
Сихівський,nan, люкс,nan,nan,nan,40,1,5,7,nan,15400
Франківський,nan, відмінний,1,14,nan,75,2,1,3,nan,25000
Шевченківський,nan, люкс,nan,nan,nan,45,1,3,12,nan,19300
Франківський,nan, люкс,nan,nan,nan,70,2,9,9,nan,21200
Франківський,nan,nan,nan,nan,nan,40,1,11,14,nan,14500
Франківський,nan, люкс,nan,nan,nan,78,2,1,3,nan,25000
Личаківський, цегла, люкс,1,18,57,78,3,1,5, Австрійський люкс,28900
Галицький, цегла, люкс,nan,nan,nan,80,2,4,7,nan,25000
Шевченківський,nan, відмінний,1,nan,nan,45,1,1,9,nan,13500
Шевченківський, цегла, люкс,1,25,52,80,2,5,10,nan,25000
Сихівський,nan,nan,nan,nan,nan,27,1,2,3,nan,8000
Галицький,nan,nan,nan,nan,nan,60,2,3,3,nan,16000
Франківський,nan, відмінний,1,6,nan,45,2,4,5,nan,13000
Галицький, цегла, люкс,nan,nan,nan,80,2,2,3,nan,23100
Шевченківський,nan, відмінний,nan,6,36,42,1,4,6,nan,15400
Галицький, цегла, відмінний,nan,nan,nan,70,3,1,5,nan,19300
Шевченківський, цегла, люкс,nan,nan,nan,90,3,3,3,nan,28900
Франківський, цегла, відмінний,1,nan,nan,50,2,7,9, Чешка,12000
Личаківський, цегла, люкс,1,15,20,50,1,3,10,nan,17000
Сихівський, цегла, люкс,1,15,20,50,1,3,10,nan,17300
Личаківський,nan, середній,1,17,nan,117,3,4,5,nan,20000
Шевченківський,nan,nan,nan,20,nan,40,1,12,12,nan,21200
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський, цегла, люкс,1,20,nan,67,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Сихівський, цегла, люкс,1,15,20,50,1,3,10,nan,17300
Личаківський,nan, середній,1,17,nan,117,3,4,5,nan,20000
Шевченківський,nan,nan,nan,20,nan,40,1,12,12,nan,21200
Галицький, цегла, відмінний,nan,15,15,33,1,1,3, Австрійський,19300
Залізничний, цегла, люкс,1,nan,nan,45,1,3,4,nan,14000
Галицький,nan, відмінний,1,9,nan,51,2,8,10,nan,34600
Шевченківський, цегла, відмінний,nan,20,nan,95,2,2,10,nan,17300
Галицький,nan, люкс,1,nan,nan,43,1,4,10,nan,15000
Галицький,nan, люкс,1,nan,nan,45,1,5,10,nan,16000
Личаківський,nan,nan,nan,14,nan,19,1,2,2, Особняк,3000
Шевченківський,nan,nan,nan,nan,nan,67,3,3,5,nan,16000
Шевченківський,nan,nan,nan,13,22,52,2,7,10,nan,21200
Шевченківський,nan,nan,nan,20,nan,42,1,3,10,nan,21200
Франківський,nan,nan,2,12,39,68,2,4,5,nan,15400
Франківський,nan,nan,nan,nan,nan,60,2,4,9,nan,9000
Франківський,nan, відмінний,1,18,nan,45,1,7,8,nan,27000
Галицький,nan,nan,nan,15,42,58,1,1,3,nan,13500
Личаківський, цегла, відмінний,1,16,39,64,2,7,10,nan,15000
Личаківський, цегла, відмінний,3,8,nan,70,3,5,6, Сталінка,15400
Франківський,nan, відмінний,nan,nan,nan,70,1,3,9,nan,19300
Шевченківський,nan,nan,1,nan,nan,36,1,17,21,nan,18000
Залізничний,nan,nan,nan,6,41,58,3,4,9,nan,11500
Личаківський,nan, відмінний,nan,nan,nan,46,1,3,10,nan,17300
Личаківський,nan,nan,nan,nan,nan,40,1,1,9,nan,3000
Сихівський,nan, відмінний,nan,nan,nan,40,1,6,9,nan,18100
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Галицький,nan, відмінний,nan,nan,nan,50,2,2,9,nan,19300
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Личаківський, цегла, люкс,1,21,nan,75,2,3,3,nan,23100
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський, цегла, люкс,1,20,nan,67,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Личаківський,nan, відмінний,nan,nan,nan,46,1,3,10,nan,17300
Личаківський,nan,nan,nan,nan,nan,40,1,1,9,nan,3000
Сихівський,nan, відмінний,nan,nan,nan,40,1,6,9,nan,18100
Шевченківський,nan,nan,1,nan,nan,65,2,2,10,nan,27000
Шевченківський,nan, відмінний,1,12,nan,44,1,11,11,nan,17300
Залізничний,nan, відмінний,nan,nan,nan,57,2,3,3,nan,15000
Галицький,nan,nan,nan,nan,nan,27,1,2,4,nan,15000
Галицький,nan, середній,nan,nan,nan,35,1,1,1,nan,12000
Шевченківський,nan,nan,nan,nan,18,45,1,4,10,nan,21200
Сихівський,nan, відмінний,nan,nan,nan,75,2,8,9,nan,23000
Личаківський,nan, відмінний,1,5,nan,30,1,1,5,nan,12000
Шевченківський,nan,nan,1,nan,nan,65,2,3,12,nan,28900
Шевченківський,nan, відмінний,nan,nan,nan,55,1,7,8,nan,23100
Сихівський,nan, відмінний,nan,nan,nan,38,1,8,10,nan,17000
Сихівський,nan,nan,nan,nan,nan,44,1,2,10,nan,16200
Личаківський,nan, відмінний,nan,nan,nan,117,3,4,5,nan,20000
Личаківський,nan,nan,nan,nan,nan,37,1,1,1,nan,8000
Личаківський,nan, відмінний,nan,nan,nan,58,2,6,9,nan,16500
Франківський,nan, відмінний,nan,nan,nan,40,1,2,10,nan,14000
Франківський,nan,nan,1,15,30,45,1,10,16,nan,17300
Сихівський,nan, відмінний,2,10,nan,72,4,4,9,nan,17500
Шевченківський,nan, відмінний,nan,nan,nan,63,2,4,7,nan,27000
Сихівський,nan, відмінний,nan,nan,nan,44,1,4,10,nan,14000
Шевченківський,nan,nan,1,15,30,55,1,7,8,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Галицький,nan, відмінний,nan,nan,nan,50,2,2,9,nan,19300
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Сихівський,nan, відмінний,2,10,nan,72,4,4,9,nan,17500
Шевченківський,nan, відмінний,nan,nan,nan,63,2,4,7,nan,27000
Сихівський,nan, відмінний,nan,nan,nan,44,1,4,10,nan,14000
Шевченківський,nan,nan,1,15,30,55,1,7,8,nan,23100
Сихівський,nan, відмінний,1,11,20,42,1,8,10,nan,12000
Личаківський,nan,nan,nan,nan,nan,117,3,4,5,nan,20000
Сихівський,nan, відмінний,nan,nan,nan,30,1,3,4,nan,9610
Личаківський, цегла, відмінний,1,15,20,50,1,5,10,nan,17300
Личаківський, цегла, люкс,nan,nan,nan,150,4,3,3,nan,26000
Франківський, цегла, люкс,1,11,20,43,1,2,10,nan,14000
Личаківський,nan, відмінний,nan,nan,nan,27,1,2,4,nan,15000
Залізничний,nan,nan,nan,nan,nan,57,3,2,5,nan,15000
Шевченківський,nan,nan,nan,nan,nan,42,1,4,6,nan,15000
Сихівський,nan, відмінний,nan,nan,nan,27,1,16,16,nan,13900
Залізничний,nan,nan,nan,nan,nan,35,1,2,9,nan,9500
Залізничний,nan,nan,nan,nan,nan,48,2,3,5,nan,8000
Франківський,nan, відмінний,nan,nan,nan,43,2,1,12,nan,16000
Личаківський, цегла, люкс,1,nan,nan,43,1,3,9,nan,15000
Сихівський,nan, відмінний,nan,nan,nan,42,1,4,10,nan,15000
Залізничний, цегла, відмінний,1,nan,nan,35,1,2,9,nan,9500
Залізничний,nan, середній,nan,nan,nan,62,3,3,5,nan,15000
Сихівський, цегла, відмінний,1,11,nan,44,1,4,10,nan,14000
Личаківський,nan,nan,nan,nan,nan,52,2,2,4,nan,8000
Шевченківський, цегла, люкс,1,20,22,42,1,3,12,nan,21200
Франківський,nan,nan,nan,nan,nan,140,4,4,4,nan,24000
Галицький,nan, відмінний,nan,nan,nan,50,2,2,9,nan,19300
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Личаківський, цегла, люкс,1,21,nan,75,2,3,3,nan,23100
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський, цегла, люкс,1,20,nan,67,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Залізничний, цегла, відмінний,1,nan,nan,35,1,2,9,nan,9500
Залізничний,nan, середній,nan,nan,nan,62,3,3,5,nan,15000
Сихівський, цегла, відмінний,1,11,nan,44,1,4,10,nan,14000
Личаківський,nan,nan,nan,nan,nan,52,2,2,4,nan,8000
Шевченківський, цегла, люкс,1,20,22,42,1,3,12,nan,21200
Франківський,nan,nan,nan,nan,nan,140,4,4,4,nan,24000
Сихівський,nan,nan,2,nan,nan,92,2,15,16,nan,38500
Сихівський, цегла, відмінний,2,10,46,67,3,7,12, Чешка,11000
Шевченківський,nan, відмінний,nan,nan,nan,42,1,8,16,nan,15000
Шевченківський, цегла, люкс,1,20,20,40,1,11,11,nan,21200
Личаківський, цегла, середній,2,9,41,72,3,1,5, Чешка,8000
Шевченківський,nan, відмінний,nan,nan,nan,129,5,9,10,nan,25000
Шевченківський,nan, відмінний,nan,nan,nan,70,3,10,10,nan,20000
Шевченківський,nan, люкс,nan,15,18,48,1,3,17,nan,15000
Личаківський,nan, відмінний,nan,nan,nan,75,3,2,5,nan,21200
Сихівський,nan, люкс,1,15,52,80,2,1,9,nan,19300
Шевченківський, цегла, люкс,1,10,21,44,2,5,9,nan,23100
Шевченківський,nan, люкс,nan,nan,nan,45,1,15,22,nan,21200
Галицький, цегла, відмінний,2,nan,nan,100,3,3,5, Австрійський,19300
Личаківський,nan,nan,nan,nan,nan,45,1,6,9,nan,20000
Шевченківський, цегла, відмінний,1,13,38,78,2,10,10,nan,21200
Франківський,nan, відмінний,nan,nan,nan,51,2,3,4,nan,16000
Франківський,nan, відмінний,nan,nan,nan,57,1,10,15,nan,25000
Галицький,nan, люкс,nan,nan,nan,80,2,3,3,nan,21200
Франківський,nan,nan,nan,nan,nan,100,3,5,12,nan,27000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Галицький,nan, відмінний,nan,nan,nan,50,2,2,9,nan,19300
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Личаківський, цегла, люкс,1,21,nan,75,2,3,3,nan,23100
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський, цегла, люкс,1,20,nan,67,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький, цегла, відмінний,nan,7,nan,40,2,1,1, Польський люкс,13000
Франківський,nan, відмінний,nan,nan,nan,65,2,9,10,nan,16000
Франківський,nan,nan,nan,nan,nan,99,2,7,14,nan,27000
Галицький,nan, відмінний,nan,nan,nan,28,1,2,3,nan,12000
Галицький,nan, відмінний,1,nan,nan,48,1,4,9,nan,21200
Шевченківський,nan, люкс,nan,nan,nan,36,1,3,17,nan,17300
Сихівський,nan,nan,nan,nan,nan,45,1,9,25,nan,21200
Шевченківський,nan, люкс,nan,nan,nan,48,1,3,7,nan,15000
Франківський, панель, середній,2,10,30,50,2,7,9, Чешка,14500
Сихівський,nan,nan,nan,nan,nan,58,2,6,9,nan,16500
Франківський,nan, люкс,nan,nan,nan,36,1,1,9,nan,11500
Личаківський,nan, люкс,nan,nan,nan,75,2,3,4,nan,15000
Франківський,nan,nan,nan,nan,nan,52,2,9,9,nan,15000
Личаківський,nan, люкс,nan,nan,nan,80,2,1,9,nan,19300
Галицький, цегла, люкс,1,15,22,52,1,4,9,nan,17300
Франківський,nan,nan,1,nan,nan,70,2,6,10,nan,24000
Галицький,nan, відмінний,nan,nan,nan,110,3,4,4,nan,22000
Шевченківський,nan,nan,nan,16,40,62,2,3,10,nan,23100
Личаківський, цегла, люкс,nan,nan,nan,75,3,1,4, Австрійський,27000
Франківський,nan, відмінний,nan,nan,nan,115,3,3,5,nan,27000
Личаківський,nan, люкс,nan,nan,nan,92,3,4,5,nan,38500
Галицький,nan, люкс,nan,nan,nan,200,4,5,5,nan,53900
Шевченківський, цегла, люкс,1,nan,nan,50,1,9,12,nan,19300
Залізничний,nan,nan,1,nan,nan,68,2,2,3,nan,15400
Залізничний,nan, відмінний,1,6,20,31,1,3,5, Брежнєвка,9000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Галицький,nan, відмінний,nan,nan,nan,50,2,2,9,nan,19300
