district,wall_material,status,balcony,area_kitchen,area_living,area,room,floor,superficiality,type_build,price
Франківський, цегла, люкс,1,nan,nan,35,1,2,2, Польський,13500
Личаківський,nan,nan,nan,nan,nan,37,1,2,5,nan,10000
Галицький, цегла, відмінний,2,nan,nan,100,3,3,4, Австрійський,18500
Галицький, цегла, люкс,nan,nan,nan,35,1,2,3, Польський,13800
Шевченківський,nan,nan,nan,nan,nan,37,1,2,5,nan,10000
Галицький,nan, відмінний,2,nan,nan,100,3,3,5, Польський люкс,22300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Галицький, цегла, відмінний,2,nan,nan,100,3,3,4, Австрійський,18500
Галицький, цегла, люкс,nan,nan,nan,35,1,2,3, Польський,13800
Шевченківський,nan,nan,nan,nan,nan,37,1,2,5,nan,10000
Галицький,nan, відмінний,2,nan,nan,100,3,3,5, Польський люкс,22300
Залізничний, цегла, відмінний,2,nan,nan,92,3,2,10,nan,17000
Галицький,nan, люкс,nan,nan,nan,62,2,3,10,nan,23100
Галицький,nan, відмінний,2,nan,nan,100,3,3,5, Польський люкс,22300
Личаківський, цегла, відмінний,1,nan,nan,36,1,3,5,nan,8500
Шевченківський, цегла, відмінний,1,8,nan,67,3,3,5,nan,16000
Шевченківський,nan, люкс,nan,nan,nan,36,1,17,22,nan,18000
Шевченківський,nan,nan,nan,nan,nan,46,1,10,12,nan,21200
Франківський,nan,nan,nan,nan,nan,46,1,4,8,nan,13500
Шевченківський,nan, люкс,1,nan,nan,80,2,12,15,nan,50000
Галицький,nan,nan,nan,19,30,49,1,3,7,nan,21200
Сихівський,nan, відмінний,nan,8,37,45,1,16,16,nan,17300
Шевченківський,nan,nan,nan,nan,nan,70,3,6,9,nan,22000
Шевченківський,nan, люкс,1,nan,nan,49,1,13,15,nan,23100
Сихівський, цегла, відмінний,1,nan,nan,56,1,2,7,nan,13500
Галицький,nan, відмінний,nan,nan,nan,40,1,6,8,nan,23100
Личаківський, цегла, люкс,1,13,13,30,1,3,3,nan,15400
Сихівський,nan,nan,nan,nan,nan,49,1,5,10,nan,17000
Шевченківський,nan, люкс,nan,nan,nan,70,2,7,10,nan,24000
Сихівський, цегла, відмінний,1,8,nan,38,1,5,10,nan,14000
Шевченківський,nan, відмінний,nan,nan,nan,50,1,4,10,nan,17000
Шевченківський,nan,nan,nan,nan,nan,63,2,5,12,nan,28900
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Сихівський, цегла, відмінний,1,8,nan,38,1,5,10,nan,14000
Шевченківський,nan, відмінний,nan,nan,nan,50,1,4,10,nan,17000
Шевченківський,nan,nan,nan,nan,nan,63,2,5,12,nan,28900
Франківський,nan,nan,nan,nan,nan,70,3,9,11,nan,19300
Шевченківський, цегла, люкс,1,nan,nan,58,2,1,6,nan,21200
Галицький,nan, люкс,nan,nan,nan,120,3,9,10,nan,38500
Шевченківський,nan,nan,nan,nan,nan,72,2,7,7,nan,19300
Сихівський,nan,nan,nan,nan,nan,43,1,1,7,nan,15400
Шевченківський, цегла, люкс,1,nan,nan,36,1,3,17,nan,15400
Залізничний, цегла, люкс,nan,nan,nan,280,5,2,3,nan,76900
Шевченківський,nan,nan,nan,nan,nan,35,1,5,10,nan,17300
Шевченківський,nan, люкс,nan,nan,nan,67,2,8,14,nan,15000
Шевченківський,nan, відмінний,1,nan,nan,67,2,7,9,nan,20000
Сихівський,nan,nan,nan,nan,nan,45,2,4,4,nan,13500
Залізничний, цегла, відмінний,nan,nan,nan,43,1,3,4,nan,11000
Сихівський,nan, відмінний,nan,15,35,75,2,4,9,nan,13000
Личаківський, цегла, люкс,1,nan,nan,80,2,1,10,nan,19300
Шевченківський,nan,nan,nan,nan,nan,45,1,4,15,nan,17300
Франківський,nan, люкс,1,nan,nan,45,1,7,10,nan,19300
Личаківський,nan, відмінний,nan,nan,nan,42,1,3,5,nan,14000
Галицький,nan, люкс,1,12,28,40,1,6,8,nan,23100
Шевченківський,nan,nan,nan,nan,nan,47,1,4,15,nan,17300
Шевченківський, цегла, відмінний,nan,20,nan,60,2,2,14,nan,21000
Сихівський,nan, люкс,1,nan,nan,55,1,6,10,nan,15400
Франківський, цегла, люкс,1,nan,nan,65,2,8,9,nan,15000
Личаківський, цегла, люкс,1,13,nan,52,2,2,3,nan,15400
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,55,1,6,10,nan,15400
Франківський, цегла, люкс,1,nan,nan,65,2,8,9,nan,15000
Галицький, цегла, відмінний,1,nan,nan,30,1,2,5, Хрущовка,8000
Сихівський,nan,nan,nan,nan,nan,39,1,2,9,nan,19300
Шевченківський,nan, відмінний,2,nan,nan,100,3,3,9,nan,23100
Галицький,nan, люкс,nan,nan,nan,150,4,3,6,nan,50000
Шевченківський,nan,nan,nan,nan,nan,45,1,3,9,nan,21200
Франківський,nan, відмінний,nan,nan,nan,45,1,5,10,nan,14000
Шевченківський,nan,nan,nan,nan,nan,50,1,3,7,nan,21200
Франківський, цегла, відмінний,2,18,nan,70,2,3,12,nan,18100
Галицький,nan, люкс,1,nan,nan,38,1,6,11,nan,19300
Сихівський,nan,nan,nan,nan,nan,94,3,20,25,nan,30800
Шевченківський,nan, люкс,1,nan,nan,38,1,4,7,nan,17300
Шевченківський, цегла, відмінний,nan,7,29,36,1,4,5, Чешка,5950
Личаківський,nan,nan,nan,nan,nan,65,3,4,9,nan,15000
Залізничний,nan,nan,nan,nan,nan,72,2,8,15,nan,21200
Шевченківський,nan, люкс,nan,nan,nan,45,1,15,22,nan,21200
Галицький,nan, люкс,1,nan,nan,30,1,2,4, Австрійський,15400
Франківський,nan, люкс,nan,nan,nan,80,1,9,12,nan,19300
Франківський, цегла, відмінний,1,17,35,70,2,9,11,nan,19300
Галицький,nan, люкс,nan,nan,nan,42,1,3,3, Австрійський,21200
Шевченківський,nan,nan,nan,nan,nan,87,3,9,9, Чешка,15400
Франківський,nan,nan,nan,nan,nan,50,1,5,10,nan,17000
Сихівський, цегла, відмінний,1,nan,nan,45,1,2,7,nan,17300
Шевченківський,nan, відмінний,nan,nan,nan,46,1,6,9,nan,10500
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Сихівський, цегла, відмінний,1,nan,nan,45,1,2,7,nan,17300
Шевченківський,nan, відмінний,nan,nan,nan,46,1,6,9,nan,10500
Франківський,nan, люкс,nan,nan,nan,48,1,2,10,nan,18000
Франківський,nan, відмінний,2,nan,nan,75,4,7,9, Чешка,17300
Шевченківський,nan, відмінний,nan,nan,nan,55,2,2,10,nan,13000
Франківський,nan, відмінний,nan,nan,nan,55,2,4,5,nan,12500
Шевченківський,nan, відмінний,2,nan,nan,92,3,7,10,nan,27000
Сихівський,nan, люкс,2,nan,nan,47,1,6,6,nan,21200
Шевченківський,nan, відмінний,nan,nan,nan,60,2,4,10,nan,25000
Личаківський,nan, відмінний,nan,nan,nan,55,2,7,9,nan,13000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Польський,13500
Личаківський,nan, люкс,nan,nan,nan,67,1,7,10,nan,18200
Франківський,nan, відмінний,1,20,13,45,1,10,16,nan,19300
Франківський,nan, відмінний,nan,nan,nan,90,3,7,12,nan,38500
Сихівський, цегла, відмінний,1,nan,nan,41,1,5,9,nan,15400
Галицький,nan, середній,nan,nan,nan,50,2,2,3,nan,14500
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Сихівський,nan,nan,nan,nan,nan,46,1,3,10,nan,13000
Франківський, цегла, люкс,1,nan,nan,55,2,4,10,nan,25000
Личаківський,nan, відмінний,nan,nan,nan,50,1,2,3,nan,15000
Шевченківський,nan,nan,nan,nan,nan,50,1,1,10,nan,15000
Шевченківський, цегла, відмінний,1,14,20,48,1,6,9,nan,13500
Франківський, цегла, відмінний,1,15,20,45,1,13,15,nan,19300
Сихівський,nan,nan,nan,nan,nan,45,1,6,10,nan,17300
Галицький, цегла, відмінний,nan,nan,nan,30,1,3,3, Австрійський,16000
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Франківський, цегла, відмінний,1,15,20,45,1,13,15,nan,19300
Сихівський,nan,nan,nan,nan,nan,45,1,6,10,nan,17300
Галицький, цегла, відмінний,nan,nan,nan,30,1,3,3, Австрійський,16000
Шевченківський,nan,nan,nan,nan,nan,47,1,6,7,nan,12000
Личаківський,nan,nan,nan,nan,nan,30,1,1,2,nan,10000
Личаківський, цегла, відмінний,nan,14,38,70,2,1,2, Австрійський,15000
Сихівський,nan, люкс,nan,nan,nan,86,2,5,10,nan,18000
Шевченківський,nan,nan,nan,nan,nan,50,1,9,13,nan,20000
Шевченківський, цегла, люкс,1,20,17,47,1,3,11,nan,21200
Шевченківський,nan,nan,nan,nan,nan,78,2,8,10,nan,19300
Шевченківський,nan, відмінний,1,nan,nan,47,1,3,11,nan,19300
Сихівський, цегла, відмінний,1,18,16,40,1,7,10,nan,17300
Шевченківський,nan,nan,nan,nan,nan,46,1,1,10,nan,19300
Личаківський,nan,nan,nan,nan,nan,52,2,8,9,nan,12000
Шевченківський,nan,nan,nan,nan,nan,70,2,5,8,nan,21200
Шевченківський,nan, відмінний,nan,14,nan,60,2,3,3,nan,11000
Шевченківський,nan,nan,nan,nan,nan,70,2,2,9,nan,11000
Шевченківський, цегла, відмінний,1,12,25,52,2,12,14,nan,13500
Залізничний, цегла, відмінний,nan,nan,nan,18,1,1,2,nan,7500
Шевченківський,nan,nan,nan,nan,nan,50,1,1,10,nan,15000
Галицький,nan,nan,nan,nan,nan,80,3,3,3, Австрійський люкс,19000
Шевченківський,nan, відмінний,nan,nan,nan,41,1,7,10,nan,13000
Франківський,nan,nan,nan,nan,nan,74,2,8,10,nan,21200
Сихівський,nan,nan,nan,nan,nan,40,1,6,10,nan,16200
Шевченківський,nan,nan,nan,nan,nan,55,2,2,5,nan,7000
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Шевченківський, цегла, відмінний,1,12,25,52,2,12,14,nan,13500
Залізничний, цегла, відмінний,nan,nan,nan,18,1,1,2,nan,7500
Шевченківський,nan,nan,nan,nan,nan,50,1,1,10,nan,15000
Галицький,nan,nan,nan,nan,nan,80,3,3,3, Австрійський люкс,19000
Шевченківський,nan, відмінний,nan,nan,nan,41,1,7,10,nan,13000
Франківський,nan,nan,nan,nan,nan,74,2,8,10,nan,21200
Сихівський,nan,nan,nan,nan,nan,40,1,6,10,nan,16200
Шевченківський,nan,nan,nan,nan,nan,55,2,2,5,nan,7000
Галицький, цегла, середній,1,nan,nan,49,2,2,3, Будівля старого Львова,8000
Шевченківський, цегла, відмінний,1,nan,nan,38,1,9,9, Чешка,7500
Залізничний, цегла, середній,nan,nan,nan,27,1,1,3, Австрійський,9000
Франківський,nan, відмінний,1,14,42,64,2,5,10,nan,18500
Франківський, цегла, люкс,1,28,40,70,2,8,16,nan,21200
Франківський,nan, відмінний,1,nan,nan,48,1,4,10,nan,15000
Галицький,nan, відмінний,1,nan,nan,45,1,2,3, Австрійський,20400
Франківський, цегла, люкс,2,12,18,44,1,6,9,nan,13000
Личаківський, цегла, середній,1,16,20,82,4,5,9, Чешка,3000
Личаківський,nan,nan,nan,nan,nan,48,2,1,5, Хрущовка,11000
Личаківський, цегла, люкс,1,nan,nan,80,2,2,6,nan,19300
Галицький, цегла, відмінний,nan,7,16,30,1,1,3, Австрійський,10000
Личаківський,nan, відмінний,nan,nan,nan,42,1,5,10,nan,12000
Галицький,nan, відмінний,nan,nan,nan,60,2,2,3,nan,21200
Франківський, цегла, відмінний,1,6,30,45,2,5,5, Хрущовка,11000
Личаківський,nan, відмінний,nan,nan,nan,48,1,8,10,nan,16000
Залізничний,nan, люкс,1,15,18,45,2,1,9, Чешка,19300
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Личаківський, цегла, люкс,1,13,nan,52,2,2,3,nan,15400
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Личаківський,nan, відмінний,nan,nan,nan,42,1,5,10,nan,12000
Галицький,nan, відмінний,nan,nan,nan,60,2,2,3,nan,21200
Франківський, цегла, відмінний,1,6,30,45,2,5,5, Хрущовка,11000
Личаківський,nan, відмінний,nan,nan,nan,48,1,8,10,nan,16000
Залізничний,nan, люкс,1,15,18,45,2,1,9, Чешка,19300
Шевченківський,nan, відмінний,nan,nan,nan,40,1,7,10,nan,18000
Личаківський, цегла, відмінний,2,9,nan,72,3,4,9, Чешка,13000
Франківський, цегла, відмінний,1,7,nan,35,1,2,5, Хрущовка,10000
Сихівський,nan,nan,nan,nan,nan,44,1,7,10,nan,13000
Франківський, цегла, відмінний,nan,7,nan,35,1,4,4, Австрійський люкс,7000
Галицький,nan,nan,1,9,44,68,3,1,9,nan,8000
Шевченківський, цегла, люкс,nan,15,nan,60,1,5,8,nan,20000
Личаківський, цегла, відмінний,1,12,35,65,2,7,10,nan,15000
Личаківський, цегла, відмінний,1,14,nan,47,1,8,10,nan,13500
Сихівський, цегла, відмінний,1,12,18,40,1,4,9,nan,13500
Шевченківський,nan, люкс,nan,nan,nan,65,2,10,14,nan,36600
Шевченківський,nan, відмінний,nan,nan,nan,44,1,3,7,nan,15500
Франківський, цегла, відмінний,1,6,27,42,2,8,9, Чешка,9500
Сихівський,nan,nan,nan,nan,nan,50,2,6,9, Чешка,12000
Личаківський,nan, відмінний,nan,nan,nan,47,1,4,9,nan,15000
Шевченківський,nan, люкс,nan,nan,nan,44,1,1,9,nan,11600
Шевченківський,nan, люкс,nan,nan,nan,42,1,6,10,nan,15400
Шевченківський,nan, люкс,nan,nan,nan,38,1,5,9,nan,12000
Шевченківський, цегла,nan,1,nan,nan,40,1,1,5,nan,7500
Галицький,nan, відмінний,nan,10,nan,67,2,3,3, Австрійський,12000
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Шевченківський,nan, люкс,nan,nan,nan,44,1,1,9,nan,11600
Шевченківський,nan, люкс,nan,nan,nan,42,1,6,10,nan,15400
Шевченківський,nan, люкс,nan,nan,nan,38,1,5,9,nan,12000
Шевченківський, цегла,nan,1,nan,nan,40,1,1,5,nan,7500
Галицький,nan, відмінний,nan,10,nan,67,2,3,3, Австрійський,12000
Сихівський,nan, відмінний,nan,9,nan,50,2,9,10, Чешка,14000
Сихівський,nan, відмінний,nan,9,nan,68,3,4,9, Чешка,8000
Личаківський,nan, відмінний,nan,8,nan,50,2,3,5, Хрущовка,10000
Галицький, цегла, люкс,1,17,105,140,4,2,4, Польський люкс,27000
Галицький, цегла, люкс,1,10,48,64,2,5,6, Австрійський люкс,38500
Сихівський, панель, середній,2,9,45,62,3,5,9, Чешка,9000
Сихівський,nan,nan,nan,nan,nan,52,2,4,9,nan,11000
Личаківський,nan,nan,nan,nan,nan,50,2,1,3,nan,13000
Сихівський,nan,nan,nan,nan,nan,48,1,7,10,nan,15000
Шевченківський,nan,nan,nan,nan,nan,80,4,7,9,nan,18000
Залізничний,nan, люкс,nan,nan,nan,46,1,6,9,nan,10000
Сихівський,nan, люкс,nan,nan,nan,46,1,6,9,nan,17300
Франківський,nan, відмінний,nan,nan,nan,45,1,7,11,nan,18000
Сихівський,nan, люкс,2,31,19,74,1,9,10,nan,21200
Личаківський, цегла, люкс,2,32,21,75,1,9,11,nan,21200
Галицький, цегла, люкс,1,15,38,75,2,3,6,nan,24300
Личаківський, цегла, люкс,1,14,39,76,2,3,7,nan,24300
Залізничний,nan,nan,1,10,32,61,2,3,9,nan,17300
Шевченківський,nan, відмінний,1,11,33,63,2,3,11,nan,17300
Галицький, цегла, відмінний,1,10,32,62,2,3,10,nan,17300
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Галицький, цегла, відмінний,1,10,32,62,2,3,10,nan,17300
Галицький, цегла,nan,nan,nan,nan,70,2,4,4, Австрійський,14000
Франківський, цегла, відмінний,1,12,20,45,1,8,10,nan,14000
Франківський,nan,nan,nan,nan,nan,44,1,4,10,nan,14000
Шевченківський, цегла, відмінний,1,15,25,50,1,7,10,nan,15000
Галицький, цегла, відмінний,nan,nan,nan,100,3,2,4, Австрійський,30800
Личаківський, цегла, люкс,1,20,35,77,2,10,10,nan,28900
Галицький, цегла,nan,1,7,nan,35,1,2,3,nan,12000
Сихівський, цегла, середній,1,10,20,40,1,2,9, Чешка,9000
Залізничний, панель,nan,1,6,nan,47,2,4,5, Хрущовка,8000
Франківський,nan, люкс,nan,nan,nan,131,3,5,5,nan,27000
Франківський,nan, люкс,nan,nan,nan,131,3,5,5,nan,27000
Франківський, цегла, відмінний,1,8,40,70,3,2,9, Чешка,16000
Залізничний, цегла, відмінний,1,7,19,32,1,8,9, Чешка,7500
Личаківський,nan,nan,nan,nan,nan,90,2,1,5,nan,19300
Шевченківський, цегла, відмінний,1,8,19,39,1,3,9, Чешка,7800
Шевченківський,nan,nan,nan,nan,nan,60,2,2,5,nan,15400
Шевченківський,nan,nan,nan,nan,nan,60,2,4,10,nan,23100
Сихівський,nan,nan,nan,nan,nan,40,1,6,9,nan,17700
Залізничний,nan,nan,nan,nan,nan,75,2,7,10,nan,23100
Шевченківський,nan,nan,nan,nan,nan,41,1,6,7,nan,19300
Франківський,nan,nan,nan,nan,nan,55,2,2,2,nan,15000
Франківський,nan,nan,nan,nan,nan,65,2,2,9,nan,19300
Сихівський,nan,nan,nan,nan,nan,55,2,5,7,nan,15000
Франківський,nan,nan,nan,nan,nan,75,2,5,10,nan,19300
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Шевченківський, цегла, люкс,nan,20,12,45,1,1,9,nan,23100
Личаківський, цегла, люкс,1,13,nan,52,2,2,3,nan,15400
Галицький, цегла, люкс,1,nan,nan,50,1,7,10,nan,19300
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Сихівський,nan,nan,nan,nan,nan,55,2,5,7,nan,15000
Франківський,nan,nan,nan,nan,nan,75,2,5,10,nan,19300
Шевченківський,nan,nan,nan,nan,nan,70,3,3,9,nan,11000
Сихівський,nan,nan,nan,nan,nan,45,1,1,8,nan,18100
Шевченківський,nan,nan,nan,nan,nan,65,3,4,7,nan,14000
Сихівський,nan,nan,nan,nan,nan,40,1,4,7,nan,9610
Шевченківський,nan,nan,nan,nan,nan,47,2,2,9,nan,9000
Галицький,nan,nan,nan,nan,nan,27,1,2,4,nan,15000
Шевченківський,nan,nan,nan,nan,nan,28,1,2,3,nan,11600
Шевченківський,nan,nan,nan,nan,nan,65,2,4,10,nan,19300
Галицький, цегла, відмінний,nan,nan,nan,140,4,4,5,nan,38500
Галицький,nan,nan,nan,nan,nan,65,2,4,10,nan,19300
Франківський, цегла, відмінний,1,nan,nan,35,1,8,9, Чешка,8000
Франківський,nan, відмінний,nan,nan,nan,54,2,2,9, Чешка,14000
Залізничний,nan,nan,nan,18,55,105,3,7,10,nan,27000
Шевченківський, цегла, люкс,1,21,45,85,2,4,10,nan,23100
Залізничний, цегла, люкс,1,nan,nan,44,1,3,4, Австрійський,14000
Галицький,nan,nan,nan,nan,nan,55,1,4,8,nan,21200
Шевченківський, цегла, відмінний,nan,30,nan,82,2,3,8,nan,27000
Галицький, цегла, відмінний,1,12,nan,60,2,2,6, Будівля старого Львова,17000
Шевченківський,nan,nan,nan,22,nan,55,1,4,8,nan,21200
Сихівський, цегла, відмінний,1,nan,nan,69,2,3,10,nan,18000
Личаківський, цегла, люкс,1,14,38,75,2,7,11,nan,15000
Залізничний,nan,nan,nan,nan,nan,32,1,5,5,nan,6000
Шевченківський,nan, люкс,1,nan,nan,74,2,12,15,nan,50000
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Сихівський, цегла, люкс,4,nan,nan,48,1,10,5,nan,17000
Галицький,nan, люкс,1,10,46,85,2,3,3,nan,18000
Франківський, цегла, середній,nan,nan,nan,29,1,7,9, Чешка,9000
Сихівський, цегла, відмінний,nan,8,nan,40,1,6,9,nan,15400
Личаківський, цегла, люкс,1,11,27,52,1,9,11,nan,12500
Франківський, цегла, відмінний,nan,nan,nan,35,1,1,3,nan,9000
Шевченківський,nan, люкс,1,nan,nan,47,1,13,15,nan,23100
Шевченківський, цегла, середній,nan,nan,nan,55,2,1,2,nan,8000
Сихівський, панель,nan,nan,nan,nan,70,3,7,9,nan,25000
Франківський, цегла, відмінний,1,17,35,80,2,5,10,nan,15400
Франківський,nan, люкс,nan,nan,nan,56,1,9,15,nan,21200
Сихівський, цегла, відмінний,1,12,nan,106,4,2,4,nan,21200
Франківський,nan, люкс,nan,nan,nan,58,2,1,2,nan,12000
Галицький,nan, люкс,nan,nan,nan,46,1,13,15,nan,23100
Франківський,nan, люкс,nan,nan,nan,48,1,9,9,nan,15500
Франківський, цегла, люкс,nan,nan,nan,31,1,5,9, Чешка,11000
Личаківський,nan, люкс,nan,nan,nan,72,2,2,10,nan,27000
Франківський, панель, відмінний,1,5,nan,45,2,2,5, Хрущовка,11600
Личаківський, цегла, середній,1,7,18,40,1,1,9, Чешка,6000
Шевченківський, цегла, люкс,nan,10,30,47,1,2,10,nan,19300
Галицький, цегла, середній,2,nan,nan,100,3,2,3, Австрійський,15400
Личаківський,nan,nan,nan,nan,nan,50,2,8,9,nan,8500
Франківський, цегла, середній,2,5,55,99,3,2,3, Австрійський,16000
Личаківський,nan,nan,nan,nan,nan,35,1,2,5,nan,10000
Шевченківський,nan, люкс,nan,nan,nan,71,2,6,10,nan,34600
Личаківський, цегла, люкс,1,20,nan,65,2,8,10,nan,23100
Галицький, цегла, люкс,1,nan,35,45,1,9,12,nan,27000
Галицький,nan, відмінний,nan,nan,nan,20,1,1,4, Будівля старого Львова,15000
Галицький, цегла, відмінний,nan,nan,nan,25,1,1,4, Будівля старого Львова,15000
Галицький,nan, люкс,1,nan,nan,50,1,8,12,nan,30800
Галицький, цегла, люкс,1,7,30,46,2,3,5,nan,16000
Сихівський,nan, люкс,1,nan,nan,31,1,5,9,nan,10000
Личаківський,nan, відмінний,1,10,nan,75,2,3,3, Австрійський,30800
Личаківський,nan,nan,nan,nan,nan,35,1,2,5,nan,10000
Шевченківський,nan, люкс,nan,nan,nan,71,2,6,10,nan,34600
Залізничний,nan,nan,nan,nan,nan,26,1,6,12,nan,11600
Сихівський,nan, відмінний,nan,nan,nan,54,1,16,17,nan,13500
Сихівський,nan, люкс,1,nan,nan,45,1,4,8,nan,23100
Франківський, цегла, люкс,2,20,40,70,2,9,12,nan,19300
Личаківський,nan, відмінний,1,nan,nan,45,1,4,8,nan,23100
